Horario,Lat,Lon,Rssi,Custo,Equipamento Melhor RSSI,Equipamento Melhor Custo
2023-11-21 09:16,-20.470743621,-43.940669136,-85,87284,CM-7921,CM-7921
2023-11-21 09:16,-20.483034999999997,-43.91702,-64,0,PM-9909,Gateway
