Horario,Lat,Lon,Rssi,Custo,Equipamento Melhor RSSI,Equipamento Melhor Custo
2023-11-20 09:17,-20.483228065,-43.917142992,-58,93565,UFR 02 - Britador,UFR 02 - Britador
