172.23.72.194;2022-12-15 10:26:02.505990;0.000000000;0.000000000
172.23.72.194;2023-11-20 21:18:22.763963;Erro;Erro;
172.23.72.194;2023-11-20 21:18:41.179942;Erro;Erro;
172.23.72.194;2023-11-20 21:18:57.563943;Erro;Erro;
172.23.72.194;2023-11-20 21:19:13.936222;Erro;Erro;
172.23.72.194;2023-11-20 21:19:32.372167;Erro;Erro;
172.23.72.194;2023-11-20 21:19:48.775926;Erro;Erro;
172.23.72.194;2023-11-20 21:20:07.184259;Erro;Erro;
172.23.72.194;2023-11-20 21:20:23.595924;Erro;Erro;
172.23.72.194;2023-11-20 21:20:42.011941;Erro;Erro;
172.23.72.194;2023-11-20 21:20:58.395931;Erro;Erro;
172.23.72.194;2023-11-20 21:21:16.816240;Erro;Erro;
172.23.72.194;2023-11-20 21:21:33.227937;Erro;Erro;
172.23.72.194;2023-11-20 21:21:51.640159;Erro;Erro;
172.23.72.194;2023-11-20 21:22:08.031906;Erro;Erro;
172.23.72.194;2023-11-20 21:22:26.448234;Erro;Erro;
172.23.72.194;2023-11-20 21:22:42.836175;Erro;Erro;
172.23.72.194;2023-11-20 21:22:59.216215;Erro;Erro;
172.23.72.194;2023-11-20 21:23:17.656161;Erro;Erro;
172.23.72.194;2023-11-20 21:23:36.084171;Erro;Erro;
172.23.72.194;2023-11-20 21:23:52.487903;Erro;Erro;
172.23.72.194;2023-11-20 21:24:08.867912;Erro;Erro;
172.23.72.194;2023-11-20 21:24:27.280246;Erro;Erro;
172.23.72.194;2023-11-20 21:24:43.695947;Erro;Erro;
172.23.72.194;2023-11-20 21:25:02.096258;Erro;Erro;
172.23.72.194;2023-11-20 21:25:18.484168;Erro;Erro;
172.23.72.194;2023-11-20 21:25:34.883905;Erro;Erro;
172.23.72.194;2023-11-20 21:25:53.304167;Erro;Erro;
172.23.72.194;2023-11-20 21:26:09.707929;Erro;Erro;
172.23.72.194;2023-11-20 21:26:28.112367;Erro;Erro;
172.23.72.194;2023-11-20 21:26:44.511899;Erro;Erro;
172.23.72.194;2023-11-20 21:27:02.936153;Erro;Erro;
172.23.72.194;2023-11-20 21:27:19.331967;Erro;Erro;
172.23.72.194;2023-11-20 21:27:37.759908;Erro;Erro;
172.23.72.194;2023-11-20 21:27:54.155950;Erro;Erro;
172.23.72.194;2023-11-20 21:28:12.560247;Erro;Erro;
172.23.72.194;2023-11-20 21:28:28.963952;Erro;Erro;
172.23.72.194;2023-11-20 21:28:45.355936;Erro;Erro;
172.23.72.194;2023-11-20 21:29:03.764155;Erro;Erro;
172.23.72.194;2023-11-20 21:29:22.192262;Erro;Erro;
172.23.72.194;2023-11-20 21:29:38.576261;Erro;Erro;
172.23.72.194;2023-11-20 21:29:54.979949;Erro;Erro;
172.23.72.194;2023-11-20 21:30:13.392229;Erro;Erro;
172.23.72.194;2023-11-20 21:30:29.784159;Erro;Erro;
172.23.72.194;2023-11-20 21:30:48.208438;Erro;Erro;
172.23.72.194;2023-11-20 21:31:04.607900;Erro;Erro;
172.23.72.194;2023-11-20 21:31:23.028174;Erro;Erro;
172.23.72.194;2023-11-20 21:31:39.419912;Erro;Erro;
172.23.72.194;2023-11-20 21:31:55.815914;Erro;Erro;
172.23.72.194;2023-11-20 21:32:14.251921;Erro;Erro;
172.23.72.194;2023-11-20 21:32:30.627911;Erro;Erro;
172.23.72.194;2023-11-20 21:32:49.051992;Erro;Erro;
172.23.72.194;2023-11-20 21:33:07.472254;Erro;Erro;
172.23.72.194;2023-11-20 21:33:23.864160;Erro;Erro;
172.23.72.194;2023-11-20 21:33:40.255905;Erro;Erro;
172.23.72.194;2023-11-20 21:33:58.680163;Erro;Erro;
172.23.72.194;2023-11-20 21:34:15.067932;Erro;Erro;
172.23.72.194;2023-11-20 21:34:33.496183;Erro;Erro;
172.23.72.194;2023-11-20 21:34:49.880156;Erro;Erro;
172.23.72.194;2023-11-20 21:35:08.315935;Erro;Erro;
172.23.72.194;2023-11-20 21:35:24.699934;Erro;Erro;
172.23.72.194;2023-11-20 21:35:43.120228;Erro;Erro;
172.23.72.194;2023-11-20 21:35:59.523917;Erro;Erro;
172.23.72.194;2023-11-20 21:36:15.900024;Erro;Erro;
172.23.72.194;2023-11-20 21:36:34.328166;Erro;Erro;
172.23.72.194;2023-11-20 21:36:50.708171;Erro;Erro;
172.23.72.194;2023-11-20 21:37:09.155896;Erro;Erro;
172.23.72.194;2023-11-20 21:37:25.535897;Erro;Erro;
172.23.72.194;2023-11-20 21:37:43.956167;Erro;Erro;
172.23.72.194;2023-11-20 21:38:00.344168;Erro;Erro;
172.23.72.194;2023-11-20 21:38:18.776099;Erro;Erro;
172.23.72.194;2023-11-20 21:38:35.175954;Erro;Erro;
172.23.72.194;2023-11-20 21:38:53.584232;Erro;Erro;
172.23.72.194;2023-11-20 21:39:09.972177;Erro;Erro;
172.23.72.194;2023-11-20 21:39:26.367892;Erro;Erro;
172.23.72.194;2023-11-20 21:39:35.652107;0.000000000;0.000000000
172.23.72.194;2023-11-20 21:39:36.251717;0.000000000;0.000000000
172.23.72.194;2023-11-20 21:39:44.799904;Erro;Erro;
172.23.72.194;2023-11-20 21:39:48.983550;-20.482953079;-43.917005036
172.23.72.194;2023-11-20 21:39:53.580734;-20.482952362;-43.917003493
172.23.72.194;2023-11-20 21:40:01.179927;Erro;Erro;
172.23.72.194;2023-11-20 21:40:05.462007;-20.482952553;-43.917004829
172.23.72.194;2023-11-20 21:40:10.752243;-20.482930730;-43.917027324
172.23.72.194;2023-11-20 21:40:19.608165;Erro;Erro;
172.23.72.194;2023-11-20 21:40:29.077625;-20.482891867;-43.917062519
172.23.72.194;2023-11-20 21:40:36.007931;Erro;Erro;
172.23.72.194;2023-11-20 21:40:45.388096;-20.482889513;-43.917068181
172.23.72.194;2023-11-20 21:41:01.996552;-20.482888996;-43.917069848
172.23.72.194;2023-11-20 21:41:21.184043;-20.482887963;-43.917070460
172.23.72.194;2023-11-20 21:41:37.307237;-20.482886168;-43.917070507
172.23.72.194;2023-11-20 21:41:55.895765;-20.482884796;-43.917070543
172.23.72.194;2023-11-20 21:42:13.120504;-20.482880838;-43.917070780
172.23.72.194;2023-11-20 21:42:29.332832;-20.482877159;-43.917071058
172.23.72.194;2023-11-20 21:42:46.592881;-20.482875323;-43.917071068
172.23.72.194;2023-11-20 21:43:04.684675;-20.482873546;-43.917071017
172.23.72.194;2023-11-20 21:43:21.700838;-20.482872360;-43.917071022
172.23.72.194;2023-11-20 21:43:38.888810;-20.482871289;-43.917070931
172.23.72.194;2023-11-20 21:44:13.154029;-20.482869116;-43.917070664
172.23.72.194;2023-11-20 21:44:32.027826;-20.482867945;-43.917070474
172.23.72.194;2023-11-20 21:44:47.996949;-20.482866655;-43.917070249
172.23.72.194;2023-11-20 21:44:59.591040;-20.482870281;-43.917070760
172.23.72.194;2023-11-20 21:45:05.236469;-20.482865970;-43.917069758
172.23.72.194;2023-11-20 21:45:26.440161;-20.482865485;-43.917069397
172.23.72.194;2023-11-20 21:45:40.692721;-20.482865192;-43.917069453
172.23.72.194;2023-11-20 21:45:57.407631;-20.482864719;-43.917069423
172.23.72.194;2023-11-20 21:46:20.800223;-20.482863719;-43.917069113
172.23.72.194;2023-11-20 21:46:37.416787;-20.482862870;-43.917068891
172.23.72.194;2023-11-20 21:46:53.257436;-20.482862125;-43.917068802
172.23.72.194;2023-11-20 21:47:08.235769;-20.482861530;-43.917068820
172.23.72.194;2023-11-20 21:47:39.681734;-20.482860992;-43.917068812
172.23.72.194;2023-11-20 21:47:59.882569;-20.482860032;-43.917068961
172.23.72.194;2023-11-20 21:48:16.325085;-20.482859547;-43.917069136
172.23.72.194;2023-11-20 21:48:34.223505;-20.482859061;-43.917069343
172.23.72.194;2023-11-20 21:48:51.418689;-20.482858514;-43.917069456
172.23.72.194;2023-11-20 21:49:08.983398;-20.482858042;-43.917069488
172.23.72.194;2023-11-20 21:49:27.230435;-20.482857555;-43.917069481
172.23.72.194;2023-11-20 21:49:42.806872;-20.482856924;-43.917069500
172.23.72.194;2023-11-20 21:50:01.837464;-20.482856244;-43.917069523
172.23.72.194;2023-11-20 21:50:17.527575;-20.482855617;-43.917069523
172.23.72.194;2023-11-20 21:50:35.727256;-20.482855638;-43.917069718
172.23.72.194;2023-11-20 21:50:52.366365;-20.482855854;-43.917069951
172.23.72.194;2023-11-20 21:51:10.361876;-20.482856139;-43.917070261
172.23.72.194;2023-11-20 21:51:27.107569;-20.482856654;-43.917070541
172.23.72.194;2023-11-20 21:51:47.902652;-20.482857205;-43.917070807
172.23.72.194;2023-11-20 21:52:01.750512;-20.482857375;-43.917071135
172.23.72.194;2023-11-20 21:52:19.366931;-20.482857571;-43.917071410
172.23.72.194;2023-11-20 21:52:36.534022;-20.482857724;-43.917071639
172.23.72.194;2023-11-20 21:52:54.385757;-20.482857923;-43.917071809
172.23.72.194;2023-11-20 21:53:14.114899;-20.482858201;-43.917071940
172.23.72.194;2023-11-20 21:53:29.126868;-20.482858782;-43.917072063
172.23.72.194;2023-11-20 21:53:49.369693;-20.482859149;-43.917072121
172.23.72.194;2023-11-20 21:54:04.730860;-20.482860500;-43.917068870
172.23.72.194;2023-11-20 21:54:05.090798;-20.482860001;-43.917072170
172.23.72.194;2023-11-20 21:54:47.833007;-20.482861708;-43.917072410
172.23.72.194;2023-11-20 21:54:56.782940;-20.482862022;-43.917072462
172.23.72.194;2023-11-20 21:55:20.333788;-20.482862740;-43.917072620
172.23.72.194;2023-11-20 21:55:29.717463;-20.482864156;-43.917072757
172.23.72.194;2023-11-20 21:55:51.163132;-20.482865623;-43.917072961
172.23.72.194;2023-11-20 21:56:05.450563;-20.482866618;-43.917073184
172.23.72.194;2023-11-20 21:56:29.768789;-20.482867729;-43.917073346
172.23.72.194;2023-11-20 21:56:30.830913;-20.482860760;-43.917072272
172.23.72.194;2023-11-20 21:56:39.206023;-20.482868812;-43.917073456
172.23.72.194;2023-11-20 21:56:58.516291;-20.482869202;-43.917073659
172.23.72.194;2023-11-20 21:57:13.952124;-20.482869450;-43.917073757
172.23.72.194;2023-11-20 21:57:33.055161;-20.482869617;-43.917073809
172.23.72.194;2023-11-20 21:57:48.718459;-20.482869628;-43.917073805
172.23.72.194;2023-11-20 21:58:07.093388;-20.482869634;-43.917073677
172.23.72.194;2023-11-20 21:58:24.742384;-20.482869383;-43.917073659
172.23.72.194;2023-11-20 21:58:57.122393;-20.482868934;-43.917073754
172.23.72.194;2023-11-20 21:59:01.313246;-20.482868331;-43.917073825
172.23.72.194;2023-11-20 21:59:32.075991;-20.482867887;-43.917073881
172.23.72.194;2023-11-20 21:59:33.084011;-20.482867377;-43.917073914
172.23.72.194;2023-11-20 22:00:09.012335;-20.482867113;-43.917073711
172.23.72.194;2023-11-20 22:00:26.109642;-20.482867359;-43.917073420
172.23.72.194;2023-11-20 22:00:43.228079;-20.482867409;-43.917073105
172.23.72.194;2023-11-20 22:00:54.653493;-20.482867020;-43.917073905
172.23.72.194;2023-11-20 22:01:04.098396;-20.482867461;-43.917072588
172.23.72.194;2023-11-20 22:01:17.580927;-20.482867477;-43.917072091
172.23.72.194;2023-11-20 22:01:42.892138;-20.482867605;-43.917071480
172.23.72.194;2023-11-20 22:01:54.933793;-20.482867662;-43.917070998
172.23.72.194;2023-11-20 22:02:13.374222;-20.482867675;-43.917070492
172.23.72.194;2023-11-20 22:02:26.563001;-20.482867685;-43.917070081
172.23.72.194;2023-11-20 22:02:47.985952;-20.482868394;-43.917069477
172.23.72.194;2023-11-20 22:03:03.132908;-20.482869061;-43.917068878
172.23.72.194;2023-11-20 22:03:20.747281;-20.482869402;-43.917068417
172.23.72.194;2023-11-20 22:03:39.527383;-20.482869493;-43.917068139
172.23.72.194;2023-11-20 22:03:57.477049;-20.482869253;-43.917068046
172.23.72.194;2023-11-20 22:04:11.328004;-20.482869284;-43.917067931
172.23.72.194;2023-11-20 22:04:33.627874;-20.482869092;-43.917067921
172.23.72.194;2023-11-20 22:05:06.881481;-20.482868786;-43.917067979
172.23.72.194;2023-11-20 22:05:16.525425;-20.482869043;-43.917067915
172.23.72.194;2023-11-20 22:05:20.162213;-20.482868451;-43.917068048
172.23.72.194;2023-11-20 22:05:40.446279;-20.482868303;-43.917067996
172.23.72.194;2023-11-20 22:05:56.026624;-20.482868242;-43.917067895
172.23.72.194;2023-11-20 22:06:14.434521;-20.482868181;-43.917067701
172.23.72.194;2023-11-20 22:06:32.560497;-20.482867995;-43.917067593
172.23.72.194;2023-11-20 22:07:07.036093;-20.482867919;-43.917067297
172.23.72.194;2023-11-20 22:07:22.668615;-20.482867895;-43.917067170
172.23.72.194;2023-11-20 22:07:39.578732;-20.482867885;-43.917067048
172.23.72.194;2023-11-20 22:07:50.864229;-20.482867904;-43.917067477
172.23.72.194;2023-11-20 22:07:57.637439;-20.482867899;-43.917067051
172.23.72.194;2023-11-20 22:08:13.384106;-20.482867858;-43.917067199
172.23.72.194;2023-11-20 22:08:32.036079;-20.482867801;-43.917067289
172.23.72.194;2023-11-20 22:09:03.638400;-20.482867415;-43.917067277
172.23.72.194;2023-11-20 22:09:06.576206;-20.482867460;-43.917067185
172.23.72.194;2023-11-20 22:09:25.931834;-20.482867587;-43.917067176
172.23.72.194;2023-11-20 22:09:41.622359;-20.482867705;-43.917067271
172.23.72.194;2023-11-20 22:09:58.120517;-20.482868287;-43.917067494
172.23.72.194;2023-11-20 22:10:15.837528;-20.482868932;-43.917067890
172.23.72.194;2023-11-20 22:10:32.030835;-20.482869176;-43.917068187
172.23.72.194;2023-11-20 22:10:50.681884;-20.482869793;-43.917068312
172.23.72.194;2023-11-20 22:11:07.267525;-20.482870365;-43.917068722
172.23.72.194;2023-11-20 22:11:28.117883;-20.482871210;-43.917069065
172.23.72.194;2023-11-20 22:11:41.965981;-20.482871979;-43.917069410
172.23.72.194;2023-11-20 22:12:02.876707;-20.482872619;-43.917069719
172.23.72.194;2023-11-20 22:12:17.162939;-20.482876457;-43.917076877
172.23.72.194;2023-11-20 22:12:34.644953;-20.482874123;-43.917078194
172.23.72.194;2023-11-20 22:12:53.730384;-20.482876159;-43.917077607
172.23.72.194;2023-11-20 22:13:09.258528;-20.482874058;-43.917078855
172.23.72.194;2023-11-20 22:13:25.607876;-20.482874457;-43.917078877
172.23.72.194;2023-11-20 22:13:43.547414;-20.482872345;-43.917080280
172.23.72.194;2023-11-20 22:14:01.285648;-20.482871207;-43.917081167
172.23.72.194;2023-11-20 22:14:33.656086;-20.482871098;-43.917081451
172.23.72.194;2023-11-20 22:14:35.669148;-20.482871109;-43.917081535
172.23.72.194;2023-11-20 22:14:52.652709;-20.482871079;-43.917081584
172.23.72.194;2023-11-20 22:15:09.744664;-20.482871086;-43.917081539
172.23.72.194;2023-11-20 22:15:35.105831;-20.482871210;-43.917081490
172.23.72.194;2023-11-20 22:15:46.225191;-20.482871543;-43.917081438
172.23.72.194;2023-11-20 22:16:02.559524;-20.482875426;-43.917080433
172.23.72.194;2023-11-20 22:16:19.637530;-20.482871091;-43.917080920
172.23.72.194;2023-11-20 22:16:37.118295;-20.482873070;-43.917082650
172.23.72.194;2023-11-20 22:16:54.155664;-20.482869487;-43.917083406
172.23.72.194;2023-11-20 22:17:18.636203;-20.482867381;-43.917083768
172.23.72.194;2023-11-20 22:17:28.906953;-20.482865929;-43.917086684
172.23.72.194;2023-11-20 22:18:04.219623;-20.482868224;-43.917086497
172.23.72.194;2023-11-20 22:18:21.814417;-20.482869277;-43.917085655
172.23.72.194;2023-11-20 22:18:38.062908;-20.482868361;-43.917083879
172.23.72.194;2023-11-20 22:18:55.959708;-20.482867447;-43.917082420
172.23.72.194;2023-11-20 22:19:19.975201;-20.482867265;-43.917081985
172.23.72.194;2023-11-20 22:19:29.924652;-20.482867590;-43.917085797
172.23.72.194;2023-11-20 22:19:47.462452;-20.482871188;-43.917085499
172.23.72.194;2023-11-20 22:20:07.169298;-20.482872039;-43.917084138
172.23.72.194;2023-11-20 22:20:21.583032;-20.482872105;-43.917084633
172.23.72.194;2023-11-20 22:20:46.795569;-20.482870421;-43.917085906
172.23.72.194;2023-11-20 22:20:56.206978;-20.482870053;-43.917081005
172.23.72.194;2023-11-20 22:20:57.361927;-20.482867433;-43.917086617
172.23.72.194;2023-11-20 22:21:15.229287;-20.482866708;-43.917073761
172.23.72.194;2023-11-20 22:21:30.952767;-20.482862985;-43.917071763
172.23.72.194;2023-11-20 22:21:48.848043;-20.482860347;-43.917071485
172.23.72.194;2023-11-20 22:22:07.240489;-20.482860009;-43.917069161
172.23.72.194;2023-11-20 22:22:23.544702;-20.482860707;-43.917071994
172.23.72.194;2023-11-20 22:22:40.281671;-20.482860400;-43.917074278
172.23.72.194;2023-11-20 22:22:58.316736;-20.482862926;-43.917077278
172.23.72.194;2023-11-20 22:23:16.381334;-20.482862582;-43.917076758
172.23.72.194;2023-11-20 22:23:34.045649;-20.482863810;-43.917080158
172.23.72.194;2023-11-20 22:24:08.483336;-20.482864311;-43.917082883
172.23.72.194;2023-11-20 22:24:39.351946;-20.482865041;-43.917081234
172.23.72.194;2023-11-20 22:24:45.436713;-20.482862071;-43.917083713
172.23.72.194;2023-11-20 22:25:34.668858;0.000000000;0.000000000
172.23.72.194;2023-11-20 22:25:51.926212;-20.482918200;-43.917049590
172.23.72.194;2023-11-20 22:25:58.324117;0.000000000;0.000000000
172.23.72.194;2023-11-20 22:26:08.677174;-20.482888413;-43.917058899
172.23.72.194;2023-11-20 22:26:35.259348;-20.482871572;-43.917066984
172.23.72.194;2023-11-20 22:26:48.731791;-20.482869919;-43.917067829
172.23.72.194;2023-11-20 22:27:00.853855;-20.482868926;-43.917067555
172.23.72.194;2023-11-20 22:27:49.996638;-20.482868339;-43.917069138
172.23.72.194;2023-11-20 22:27:53.453414;-20.482868409;-43.917069112
172.23.72.194;2023-11-20 22:29:16.406726;0.000000000;0.000000000
172.23.72.194;2023-11-20 22:29:17.065413;0.000000000;0.000000000
172.23.72.194;2023-11-20 22:29:21.834382;0.000000000;0.000000000
172.23.72.194;2023-11-20 22:29:53.723829;-20.482899553;-43.917053540
172.23.72.194;2023-11-20 22:29:54.020047;-20.482893013;-43.917055443
172.23.72.194;2023-11-20 22:30:01.849961;-20.482899035;-43.917052675
172.23.72.194;2023-11-20 22:30:10.575903;-20.482882411;-43.917054016
172.23.72.194;2023-11-20 22:30:29.310563;-20.482885219;-43.917053351
172.23.72.194;2023-11-20 22:30:45.603746;-20.482884793;-43.917056039
172.23.72.194;2023-11-20 22:31:03.813483;-20.482882285;-43.917060133
172.23.72.194;2023-11-20 22:31:19.362480;-20.482880954;-43.917063305
172.23.72.194;2023-11-20 22:31:57.570625;0.000000000;0.000000000
172.23.72.194;2023-11-20 22:32:08.887504;-20.482900602;-43.917061760
172.23.72.194;2023-11-20 22:32:13.103220;-20.482905518;-43.917063780
172.23.72.194;2023-11-20 22:32:29.909308;-20.482905488;-43.917058029
172.23.72.194;2023-11-20 22:32:47.316699;-20.482873971;-43.917056934
172.23.72.194;2023-11-20 22:33:03.876950;-20.482874877;-43.917061684
172.23.72.194;2023-11-20 22:33:28.653561;-20.482865974;-43.917076069
172.23.72.194;2023-11-20 22:33:39.011608;-20.482866304;-43.917075859
172.23.72.194;2023-11-20 22:33:57.899092;-20.482867544;-43.917075222
172.23.72.194;2023-11-20 22:34:13.016031;-20.482867810;-43.917075034
172.23.72.194;2023-11-20 22:34:31.206135;-20.482868071;-43.917074422
172.23.72.194;2023-11-20 22:34:47.753613;-20.482867949;-43.917074057
172.23.72.194;2023-11-20 22:35:05.965726;-20.482868445;-43.917073374
172.23.72.194;2023-11-20 22:35:22.417835;-20.482868185;-43.917073097
172.23.72.194;2023-11-20 22:35:40.517505;-20.482867650;-43.917072966
172.23.72.194;2023-11-20 22:36:01.160292;-20.482867327;-43.917072744
172.23.72.194;2023-11-20 22:36:17.886954;-20.482866884;-43.917072476
172.23.72.194;2023-11-20 22:36:31.508157;-20.482866829;-43.917071753
172.23.72.194;2023-11-20 22:36:51.301171;-20.482866823;-43.917071200
172.23.72.194;2023-11-20 22:37:07.011302;-20.482866638;-43.917070978
172.23.72.194;2023-11-20 22:37:24.254546;-20.482866381;-43.917070957
172.23.72.194;2023-11-20 22:37:41.856258;-20.482866120;-43.917070967
172.23.72.194;2023-11-20 22:37:58.774813;-20.482865787;-43.917071006
172.23.72.194;2023-11-20 22:38:14.847290;-20.482865505;-43.917071054
172.23.72.194;2023-11-20 22:38:33.122205;-20.482865243;-43.917071127
172.23.72.194;2023-11-20 22:39:20.922228;-20.482865009;-43.917071215
172.23.72.194;2023-11-20 22:39:23.082949;-20.482864770;-43.917071321
172.23.72.194;2023-11-20 22:39:26.562390;-20.482864554;-43.917071471
172.23.72.194;2023-11-20 22:39:49.890108;-20.482864367;-43.917071644
172.23.72.194;2023-11-20 22:40:06.645891;-20.482864325;-43.917071735
172.23.72.194;2023-11-20 22:40:18.550793;-20.482864278;-43.917071871
172.23.72.194;2023-11-20 22:40:33.755937;-20.482864163;-43.917072071
172.23.72.194;2023-11-20 22:40:52.312340;-20.482864032;-43.917072343
172.23.72.194;2023-11-20 22:41:08.487893;-20.482863959;-43.917072620
172.23.72.194;2023-11-20 22:41:26.362524;-20.482863813;-43.917072908
172.23.72.194;2023-11-20 22:41:57.805921;-20.482863642;-43.917073187
172.23.72.194;2023-11-20 22:42:01.226020;-20.482863726;-43.917073358
172.23.72.194;2023-11-20 22:42:18.957878;-20.482863803;-43.917073527
172.23.72.194;2023-11-20 22:42:36.550848;-20.482863804;-43.917073678
172.23.72.194;2023-11-20 22:43:17.430975;-20.482863972;-43.917073969
172.23.72.194;2023-11-20 22:43:29.813672;-20.482864119;-43.917074035
172.23.72.194;2023-11-20 22:43:44.738005;-20.482864312;-43.917074099
172.23.72.194;2023-11-20 22:44:04.427313;-20.482864478;-43.917074108
172.23.72.194;2023-11-20 22:44:20.740784;-20.482864601;-43.917074085
172.23.72.194;2023-11-20 22:44:36.635856;-20.482864783;-43.917074201
172.23.72.194;2023-11-20 22:44:54.069591;-20.482865139;-43.917074406
172.23.72.194;2023-11-20 22:44:59.192396;-20.482863838;-43.917073822
172.23.72.194;2023-11-20 22:45:25.791922;-20.482865573;-43.917074500
172.23.72.194;2023-11-20 22:45:29.010327;-20.482865900;-43.917074578
172.23.72.194;2023-11-20 22:45:45.672671;-20.482866297;-43.917074595
172.23.72.194;2023-11-20 22:46:02.725060;-20.482866704;-43.917074521
172.23.72.194;2023-11-20 22:46:20.086822;-20.482867021;-43.917074333
172.23.72.194;2023-11-20 22:46:38.711663;-20.482867256;-43.917074067
172.23.72.194;2023-11-20 22:47:06.218526;-20.482867327;-43.917073765
172.23.72.194;2023-11-20 22:47:19.412411;-20.482867241;-43.917073393
172.23.72.194;2023-11-20 22:47:29.488477;-20.482867104;-43.917072990
172.23.72.194;2023-11-20 22:47:47.338673;-20.482866830;-43.917072456
172.23.72.194;2023-11-20 22:48:04.083895;-20.482866561;-43.917071927
172.23.72.194;2023-11-20 22:48:28.236324;-20.482837170;-43.917055630
172.23.72.194;2023-11-20 22:48:38.492183;-20.482828160;-43.917052088
172.23.72.194;2023-11-20 22:48:56.606796;-20.482828367;-43.917052713
172.23.72.194;2023-11-20 22:49:16.042764;-20.482827092;-43.917052302
172.23.72.194;2023-11-20 22:49:30.834925;-20.482827430;-43.917053761
172.23.72.194;2023-11-20 22:49:47.661060;-20.482828386;-43.917054650
172.23.72.194;2023-11-20 22:50:06.479190;-20.482829445;-43.917055085
172.23.72.194;2023-11-20 22:50:22.402786;-20.482829929;-43.917055361
172.23.72.194;2023-11-20 22:50:42.619011;-20.482830252;-43.917055574
172.23.72.194;2023-11-20 22:50:57.858725;-20.482830540;-43.917055795
172.23.72.194;2023-11-20 22:51:14.717487;-20.482831062;-43.917056087
172.23.72.194;2023-11-20 22:51:31.739184;-20.482831785;-43.917056516
172.23.72.194;2023-11-20 22:51:49.761872;-20.482832520;-43.917056944
172.23.72.194;2023-11-20 22:52:06.203458;-20.482833103;-43.917057238
172.23.72.194;2023-11-20 22:52:24.055736;-20.482833652;-43.917057494
172.23.72.194;2023-11-20 22:52:39.644738;-20.482834035;-43.917057673
172.23.72.194;2023-11-20 22:52:59.424099;-20.482834460;-43.917057833
172.23.72.194;2023-11-20 22:53:16.754073;-20.482834864;-43.917057940
172.23.72.194;2023-11-20 22:53:33.374457;-20.482835306;-43.917058189
172.23.72.194;2023-11-20 22:53:50.623834;-20.482836243;-43.917058713
172.23.72.194;2023-11-20 22:54:09.184163;-20.482837505;-43.917059379
172.23.72.194;2023-11-20 22:54:24.556843;-20.482838626;-43.917059815
172.23.72.194;2023-11-20 22:54:42.057695;-20.482839316;-43.917059891
172.23.72.194;2023-11-20 22:55:00.129603;-20.482839619;-43.917059526
172.23.72.194;2023-11-20 22:55:17.699141;-20.482839753;-43.917059103
172.23.72.194;2023-11-20 22:55:34.119737;-20.482839810;-43.917058597
172.23.72.194;2023-11-20 22:56:06.779636;-20.482840124;-43.917058443
172.23.72.194;2023-11-20 22:56:08.555708;-20.482840525;-43.917058478
172.23.72.194;2023-11-20 22:56:29.672338;-20.482841388;-43.917059017
172.23.72.194;2023-11-20 22:56:43.152364;-20.482842117;-43.917059368
172.23.72.194;2023-11-20 22:57:01.253320;-20.482842795;-43.917059627
172.23.72.194;2023-11-20 22:57:18.408703;-20.482843313;-43.917059722
172.23.72.194;2023-11-20 22:57:36.077220;-20.482843814;-43.917059820
172.23.72.194;2023-11-20 22:57:52.386044;-20.482844154;-43.917059873
172.23.72.194;2023-11-20 22:58:27.001025;-20.482844455;-43.917059901
172.23.72.194;2023-11-20 22:58:28.176013;-20.482844659;-43.917059910
172.23.72.194;2023-11-20 22:58:45.445233;-20.482844859;-43.917059935
172.23.72.194;2023-11-20 22:59:04.888972;-20.482845027;-43.917059962
172.23.72.194;2023-11-20 22:59:23.010740;-20.482845133;-43.917059952
172.23.72.194;2023-11-20 22:59:36.751471;-20.482845255;-43.917059951
172.23.72.194;2023-11-20 22:59:54.718530;-20.482845268;-43.917059928
172.23.72.194;2023-11-20 23:00:12.292957;-20.482845307;-43.917059921
172.23.72.194;2023-11-20 23:00:32.957491;-20.482845328;-43.917059886
172.23.72.194;2023-11-20 23:02:55.768161;Erro;Erro;
172.23.72.194;2023-11-20 23:03:14.200158;Erro;Erro;
172.23.72.194;2023-11-20 23:03:30.599906;Erro;Erro;
172.23.72.194;2023-11-20 23:03:49.019933;Erro;Erro;
172.23.72.194;2023-11-20 23:04:05.407938;Erro;Erro;
172.23.72.194;2023-11-20 23:04:23.832160;Erro;Erro;
172.23.72.194;2023-11-20 23:04:40.216167;Erro;Erro;
172.23.72.194;2023-11-20 23:04:58.651936;Erro;Erro;
172.23.72.194;2023-11-20 23:05:15.024230;Erro;Erro;
172.23.72.194;2023-11-20 23:05:33.471904;Erro;Erro;
172.23.72.194;2023-11-20 23:05:47.792281;Erro;Erro;
172.23.72.194;2023-11-20 23:06:08.283936;Erro;Erro;
172.23.72.194;2023-11-20 23:06:22.631936;Erro;Erro;
172.23.72.194;2023-11-20 23:06:41.055943;Erro;Erro;
172.23.72.194;2023-11-20 23:06:57.447931;Erro;Erro;
172.23.72.194;2023-11-20 23:07:15.871909;Erro;Erro;
172.23.72.194;2023-11-20 23:07:32.255939;Erro;Erro;
172.23.72.194;2023-11-20 23:07:52.720245;Erro;Erro;
172.23.72.194;2023-11-20 23:08:07.083920;Erro;Erro;
172.23.72.194;2023-11-20 23:08:25.503905;Erro;Erro;
172.23.72.194;2023-11-20 23:08:41.876176;Erro;Erro;
172.23.72.194;2023-11-20 23:09:00.304230;Erro;Erro;
172.23.72.194;2023-11-20 23:09:16.719936;Erro;Erro;
