172.23.72.194;2022-12-15 10:26:02.505990;0.000000000;0.000000000
172.23.72.194;2023-10-27 09:18:19.556811;-20.474623099;-43.920280299
172.23.72.194;2023-10-27 09:18:56.235741;-20.475208832;-43.921510770
172.23.72.194;2023-10-27 09:21:36.788130;Erro;Erro;
172.23.72.194;2023-10-27 09:22:11.600247;Erro;Erro;
172.23.72.194;2023-10-27 09:22:46.423982;Erro;Erro;
172.23.72.194;2023-10-27 09:23:19.195933;Erro;Erro;
172.23.72.194;2023-10-27 09:23:54.000229;Erro;Erro;
172.23.72.194;2023-10-27 09:23:56.634341;-20.474329495;-43.926935045
172.23.72.194;2023-10-27 09:23:56.717640;-20.474329495;-43.926935045
172.23.72.194;2023-10-27 09:23:59.226739;-20.474412950;-43.926988750
172.23.72.194;2023-10-27 09:24:26.772184;Erro;Erro;
172.23.72.194;2023-10-27 09:24:34.548198;-20.475237950;-43.927755125
172.23.72.194;2023-10-27 09:25:07.780699;-20.476215921;-43.928466701
172.23.72.194;2023-10-27 09:25:41.988464;-20.477318459;-43.928948760
172.23.72.194;2023-10-27 09:26:15.779403;-20.478251733;-43.929335861
172.23.72.194;2023-10-27 09:26:49.403381;-20.479073411;-43.930160775
172.23.72.194;2023-10-27 09:27:23.109145;-20.478826401;-43.931348115
172.23.72.194;2023-10-27 09:27:58.125464;-20.478315578;-43.932537344
172.23.72.194;2023-10-27 09:28:31.544732;-20.478075062;-43.933696908
172.23.72.194;2023-10-27 09:29:05.832425;-20.478264728;-43.934983730
172.23.72.194;2023-10-27 09:29:39.912423;-20.478462777;-43.936255859
172.23.72.194;2023-10-27 09:30:14.538062;-20.478671675;-43.937545232
172.23.72.194;2023-10-27 09:30:48.068766;-20.478257578;-43.938716560
172.23.72.194;2023-10-27 09:31:21.519153;-20.477354237;-43.939548060
172.23.72.194;2023-10-27 09:31:56.096242;-20.476128828;-43.939677011
172.23.72.194;2023-10-27 09:32:30.397882;-20.475053917;-43.939569569
172.23.72.194;2023-10-27 09:33:04.420765;-20.474086055;-43.939487711
172.23.72.194;2023-10-27 09:33:37.584916;-20.473253240;-43.939528806
172.23.72.194;2023-10-27 09:34:12.477856;-20.472597566;-43.939525697
172.23.72.194;2023-10-27 09:34:46.392679;-20.471401364;-43.939393628
172.23.72.194;2023-10-27 09:35:20.604712;-20.470188799;-43.939378719
172.23.72.194;2023-10-27 09:35:54.811386;-20.469188848;-43.939992056
172.23.72.194;2023-10-27 09:36:28.592722;-20.468747860;-43.940294176
172.23.72.194;2023-10-27 09:37:02.595140;-20.468702498;-43.940521748
172.23.72.194;2023-10-27 09:37:37.110283;-20.468693588;-43.940458932
172.23.72.194;2023-10-27 09:38:10.700710;-20.469158870;-43.939855505
172.23.72.194;2023-10-27 09:38:45.313359;-20.472334828;-43.939471273
172.23.72.194;2023-10-27 09:39:18.704701;-20.475664839;-43.939789480
172.23.72.194;2023-10-27 09:39:53.408107;-20.475823037;-43.938685100
172.23.72.194;2023-10-27 09:40:27.640111;-20.473663130;-43.936697076
172.23.72.194;2023-10-27 09:41:01.268731;-20.472025938;-43.933979253
172.23.72.194;2023-10-27 09:41:35.696215;-20.469377960;-43.932363109
172.23.72.194;2023-10-27 09:42:09.670072;-20.467537718;-43.930892785
172.23.72.194;2023-10-27 09:42:44.221842;-20.466409365;-43.930546155
172.23.72.194;2023-10-27 09:43:17.989215;-20.466407122;-43.930548334
172.23.72.194;2023-10-27 09:43:52.595388;-20.466398688;-43.930529851
172.23.72.194;2023-10-27 09:44:26.284764;-20.465980533;-43.930247975
172.23.72.194;2023-10-27 09:45:00.947949;-20.465974418;-43.930379154
172.23.72.194;2023-10-27 09:45:34.837339;-20.465973710;-43.930380724
172.23.72.194;2023-10-27 09:46:08.456520;-20.465970976;-43.930384226
172.23.72.194;2023-10-27 09:46:42.244282;-20.465969244;-43.930386432
172.23.72.194;2023-10-27 09:47:16.637074;-20.465973757;-43.930381776
172.23.72.194;2023-10-27 09:47:51.180711;-20.465975866;-43.930379782
172.23.72.194;2023-10-27 09:48:27.435132;-20.465974547;-43.930381902
172.23.72.194;2023-10-27 09:49:00.472404;-20.465973403;-43.930383113
172.23.72.194;2023-10-27 09:49:33.480917;-20.466067923;-43.930326171
172.23.72.194;2023-10-27 09:50:07.123180;-20.466721929;-43.930613102
172.23.72.194;2023-10-27 09:50:44.324593;-20.467891147;-43.931510132
172.23.72.194;2023-10-27 09:51:15.836591;-20.467818515;-43.932368202
172.23.72.194;2023-10-27 09:51:50.008848;-20.467056741;-43.932499907
172.23.72.194;2023-10-27 09:52:23.696756;-20.468027698;-43.931607179
172.23.72.194;2023-10-27 09:52:58.080568;-20.466141889;-43.930226328
172.23.72.194;2023-10-27 09:53:32.672858;-20.463975512;-43.929007347
172.23.72.194;2023-10-27 09:54:07.008088;-20.461890423;-43.927779644
172.23.72.194;2023-10-27 09:54:40.837234;-20.461307553;-43.925439115
172.23.72.194;2023-10-27 09:55:14.608864;-20.460555747;-43.923847257
172.23.72.194;2023-10-27 09:55:49.995510;-20.460203369;-43.921925975
172.23.72.194;2023-10-27 09:56:23.641912;-20.461568154;-43.921262887
172.23.72.194;2023-10-27 09:56:57.683850;-20.463047163;-43.920917338
172.23.72.194;2023-10-27 09:57:31.843809;-20.461714387;-43.919244212
172.23.72.194;2023-10-27 09:58:06.048606;-20.461250446;-43.917069036
172.23.72.194;2023-10-27 09:58:39.522190;-20.461772147;-43.914692566
172.23.72.194;2023-10-27 09:59:15.084795;-20.462738442;-43.912237308
172.23.72.194;2023-10-27 09:59:49.050838;-20.463686920;-43.910309652
172.23.72.194;2023-10-27 10:00:23.249564;-20.465001474;-43.908690260
172.23.72.194;2023-10-27 10:00:57.300703;-20.463938472;-43.907811289
172.23.72.194;2023-10-30 07:15:07.920272;Erro;Erro;
172.23.72.194;2023-10-30 07:15:42.751892;Erro;Erro;
172.23.72.194;2023-10-30 07:16:17.552274;Erro;Erro;
172.23.72.194;2023-10-30 07:16:50.328188;Erro;Erro;
172.23.72.194;2023-10-30 07:17:25.147898;Erro;Erro;
172.23.72.194;2023-10-30 07:17:57.939914;Erro;Erro;
172.23.72.194;2023-10-30 07:18:21.240832;0.000000000;0.000000000
172.23.72.194;2023-10-30 07:18:32.739896;Erro;Erro;
172.23.72.194;2023-10-30 07:18:36.857866;0.000000000;0.000000000
172.23.72.194;2023-10-30 07:18:39.344703;0.000000000;0.000000000
172.23.72.194;2023-10-30 07:19:05.503917;Erro;Erro;
172.23.72.194;2023-10-30 07:19:13.331202;-20.476839881;-43.923197999
172.23.72.194;2023-10-30 07:19:47.088036;-20.476853620;-43.923202082
172.23.72.194;2023-10-30 07:20:20.640325;-20.476853973;-43.923199216
172.23.72.194;2023-10-30 07:20:54.798029;-20.476853393;-43.923198754
172.23.72.194;2023-10-30 07:21:30.896774;-20.476852878;-43.923199241
172.23.72.194;2023-10-30 07:22:05.688794;-20.476852960;-43.923199859
172.23.72.194;2023-10-30 07:22:39.887233;-20.476853520;-43.923199708
172.23.72.194;2023-10-30 07:23:13.223462;-20.476854083;-43.923199409
172.23.72.194;2023-10-30 07:23:46.944667;-20.476854176;-43.923199165
172.23.72.194;2023-10-30 07:24:20.772721;-20.476854087;-43.923198801
172.23.72.194;2023-10-30 07:24:54.779965;-20.476853896;-43.923198800
172.23.72.194;2023-10-30 07:25:31.468668;-20.476854028;-43.923198773
172.23.72.194;2023-10-30 07:26:04.956705;-20.476853920;-43.923198956
172.23.72.194;2023-10-30 07:26:39.328746;-20.476853470;-43.923199191
172.23.72.194;2023-10-30 07:27:12.632491;-20.476853140;-43.923199113
172.23.72.194;2023-10-30 07:27:46.712740;-20.476853097;-43.923198967
172.23.72.194;2023-10-30 07:28:20.924704;-20.476850907;-43.923168706
172.23.72.194;2023-10-30 07:28:55.017852;-20.476850924;-43.923169474
172.23.72.194;2023-10-30 07:29:31.720969;-20.476931354;-43.923568092
172.23.72.194;2023-10-30 07:30:05.432737;-20.475249496;-43.922935685
172.23.72.194;2023-10-30 07:30:39.175520;-20.474036798;-43.923217293
172.23.72.194;2023-10-30 07:31:12.758579;-20.472277739;-43.923810476
172.23.72.194;2023-10-30 07:31:47.182411;-20.470223442;-43.922871922
172.23.72.194;2023-10-30 07:32:21.256711;-20.471341248;-43.923321542
172.23.72.194;2023-10-30 07:32:54.489431;-20.470141512;-43.923566857
172.23.72.194;2023-10-30 07:33:30.979705;-20.468081813;-43.923500194
172.23.72.194;2023-10-30 07:34:06.587521;-20.466405862;-43.924269139
172.23.72.194;2023-10-30 07:34:40.147650;-20.466363856;-43.925245967
172.23.72.194;2023-10-30 07:35:13.885155;-20.465772143;-43.926083824
172.23.72.194;2023-10-30 07:35:47.238313;-20.464865947;-43.926074627
172.23.72.194;2023-10-30 07:36:21.748704;-20.463871154;-43.925783867
172.23.72.194;2023-10-30 07:36:56.211863;-20.462859784;-43.925430136
172.23.72.194;2023-10-30 07:37:32.598343;-20.461835807;-43.925014924
172.23.72.194;2023-10-30 07:38:06.174801;-20.460512217;-43.924772384
172.23.72.194;2023-10-30 07:38:38.828536;-20.457601099;-43.923570075
172.23.72.194;2023-10-30 07:39:13.315258;-20.455526169;-43.923919435
172.23.72.194;2023-10-30 07:39:46.528662;-20.456458053;-43.925971996
172.23.72.194;2023-10-30 07:40:21.624506;-20.456311156;-43.925956296
172.23.72.194;2023-10-30 07:40:55.034917;-20.456310252;-43.925956394
172.23.72.194;2023-10-30 07:41:32.184726;-20.456310190;-43.925957207
172.23.72.194;2023-10-30 07:42:05.434177;-20.456311842;-43.925956379
172.23.72.194;2023-10-30 07:42:39.470886;-20.456311978;-43.925956344
172.23.72.194;2023-10-30 07:43:13.900414;-20.456311802;-43.925956649
172.23.72.194;2023-10-30 07:43:47.380681;-20.456312085;-43.925955895
172.23.72.194;2023-10-30 07:44:21.735228;-20.456311910;-43.925955652
172.23.72.194;2023-10-30 07:44:55.382408;-20.456362855;-43.925896617
172.23.72.194;2023-10-30 07:45:30.828687;-20.455766769;-43.924831291
172.23.72.194;2023-10-30 07:46:06.050313;-20.455745561;-43.923270233
172.23.72.194;2023-10-30 07:46:39.672421;-20.457156390;-43.923365791
172.23.72.194;2023-10-30 07:47:14.042548;-20.458624818;-43.924427394
172.23.72.194;2023-10-30 07:47:47.606257;-20.460385677;-43.924802408
172.23.72.194;2023-10-30 07:48:21.512282;-20.461586066;-43.924163198
172.23.72.194;2023-10-30 07:48:54.657630;-20.462022683;-43.923272145
172.23.72.194;2023-10-30 07:49:31.105799;-20.461864275;-43.923111638
172.23.72.194;2023-10-30 07:52:16.144312;Erro;Erro;
172.23.72.194;2023-10-30 07:52:48.916184;Erro;Erro;
172.23.72.194;2023-10-30 07:53:23.739929;Erro;Erro;
172.23.72.194;2023-10-30 07:53:56.511879;Erro;Erro;
172.23.72.194;2023-10-30 07:54:29.275895;Erro;Erro;
172.23.72.194;2023-10-30 07:54:47.097291;0.000000000;0.000000000
172.23.72.194;2023-10-30 07:55:04.095910;Erro;Erro;
172.23.72.194;2023-10-30 07:55:10.259729;-20.461867823;-43.923110247
172.23.72.194;2023-10-30 07:55:12.707381;-20.461867475;-43.923110350
172.23.72.194;2023-10-30 07:55:40.948201;Erro;Erro;
172.23.72.194;2023-10-30 07:55:47.036717;-20.461866511;-43.923110851
172.23.72.194;2023-10-30 07:56:21.243975;-20.461347285;-43.923901275
172.23.72.194;2023-10-30 07:56:54.933796;-20.461233714;-43.924672354
172.23.72.194;2023-10-30 07:57:30.690801;-20.461815139;-43.925149047
172.23.72.194;2023-10-30 07:58:05.455461;-20.463096085;-43.925664548
172.23.72.194;2023-10-30 07:58:38.946896;-20.464522778;-43.926111994
172.23.72.194;2023-10-30 07:59:12.990017;-20.466207719;-43.925998640
172.23.72.194;2023-10-30 07:59:47.007400;-20.466467351;-43.924364340
172.23.72.194;2023-10-30 08:00:21.022327;-20.467378225;-43.923570668
172.23.72.194;2023-10-30 08:00:54.336709;-20.468646068;-43.923591698
172.23.72.194;2023-10-30 08:01:32.284339;-20.470103863;-43.923643163
172.23.72.194;2023-10-30 08:02:05.747071;-20.471387049;-43.923780829
172.23.72.194;2023-10-30 08:02:39.615975;-20.472654091;-43.923884725
172.23.72.194;2023-10-30 08:03:13.403809;-20.473871114;-43.923424957
172.23.72.194;2023-10-30 08:03:47.148676;-20.475002666;-43.922502935
172.23.72.194;2023-10-30 08:04:21.350344;-20.475171801;-43.921013608
172.23.72.194;2023-10-30 08:04:55.144718;-20.475189895;-43.919943612
172.23.72.194;2023-10-30 08:05:31.400386;-20.476341705;-43.919533413
172.23.72.194;2023-10-30 08:06:05.113285;-20.477113460;-43.919446736
172.23.72.194;2023-10-30 08:06:39.352871;-20.476980473;-43.919614436
172.23.72.194;2023-10-30 08:07:13.253752;-20.476981193;-43.919613890
172.23.72.194;2023-10-30 08:07:47.259994;-20.476977436;-43.919361179
172.23.72.194;2023-10-30 08:08:20.456121;-20.475442716;-43.919706950
172.23.72.194;2023-10-30 08:08:54.324738;-20.474713097;-43.920114817
172.23.72.194;2023-10-30 08:09:31.500614;-20.475205895;-43.921513811
172.23.72.194;2023-10-30 08:10:06.038256;-20.475014498;-43.922847873
172.23.72.194;2023-10-30 08:10:39.702057;-20.476323291;-43.923708480
172.23.72.194;2023-10-30 08:11:13.644728;-20.477351709;-43.923113252
172.23.72.194;2023-10-30 08:11:47.572704;-20.476492579;-43.923015001
172.23.72.194;2023-10-30 08:14:31.440223;Erro;Erro;
172.23.72.194;2023-10-30 08:15:06.275860;Erro;Erro;
172.23.72.194;2023-10-30 08:15:43.135903;Erro;Erro;
172.23.72.194;2023-10-30 08:16:15.899917;Erro;Erro;
172.23.72.194;2023-10-30 08:16:50.712157;Erro;Erro;
172.23.72.194;2023-10-30 08:17:23.476162;Erro;Erro;
172.23.72.194;2023-10-30 08:17:58.288283;Erro;Erro;
172.23.72.194;2023-10-30 08:18:31.075894;Erro;Erro;
172.23.72.194;2023-10-30 08:19:05.876186;Erro;Erro;
172.23.72.194;2023-10-30 08:19:40.703905;Erro;Erro;
172.23.72.194;2023-10-30 08:20:15.515924;Erro;Erro;
172.23.72.194;2023-10-30 08:20:50.328168;Erro;Erro;
172.23.72.194;2023-10-30 08:21:23.107941;Erro;Erro;
172.23.72.194;2023-10-30 08:21:57.915903;Erro;Erro;
172.23.72.194;2023-10-30 08:22:32.731910;Erro;Erro;
172.23.72.194;2023-10-30 08:23:05.489230;Erro;Erro;
172.23.72.194;2023-10-30 08:23:42.352239;Erro;Erro;
172.23.72.194;2023-10-30 08:24:15.124189;Erro;Erro;
172.23.72.194;2023-10-30 08:24:49.947964;Erro;Erro;
172.23.72.194;2023-10-30 08:25:24.752210;Erro;Erro;
172.23.72.194;2023-10-30 08:25:57.523872;Erro;Erro;
172.23.72.194;2023-10-30 08:26:32.363972;Erro;Erro;
172.23.72.194;2023-10-30 08:27:05.119933;Erro;Erro;
172.23.72.194;2023-10-30 08:27:41.968241;Erro;Erro;
172.23.72.194;2023-10-30 08:28:16.784273;Erro;Erro;
172.23.72.194;2023-10-30 08:28:49.567933;Erro;Erro;
172.23.72.194;2023-10-30 08:29:22.331948;Erro;Erro;
172.23.72.194;2023-10-30 08:29:57.143879;Erro;Erro;
172.23.72.194;2023-10-30 08:30:31.960009;Erro;Erro;
172.23.72.194;2023-10-30 08:31:04.724177;Erro;Erro;
172.23.72.194;2023-10-30 08:31:39.551895;Erro;Erro;
172.23.72.194;2023-10-30 08:32:14.375908;Erro;Erro;
172.23.72.194;2023-10-30 08:32:49.176007;Erro;Erro;
172.23.72.194;2023-10-30 08:33:23.984237;Erro;Erro;
172.23.72.194;2023-10-30 08:33:56.767909;Erro;Erro;
172.23.72.194;2023-10-30 08:34:31.568280;Erro;Erro;
172.23.72.194;2023-10-30 08:35:04.336231;Erro;Erro;
172.23.72.194;2023-10-30 08:35:43.256152;Erro;Erro;
172.23.72.194;2023-10-30 08:36:16.039905;Erro;Erro;
172.23.72.194;2023-10-30 08:36:50.836170;Erro;Erro;
172.23.72.194;2023-10-30 08:37:23.611941;Erro;Erro;
172.23.72.194;2023-10-30 08:37:58.416267;Erro;Erro;
172.23.72.194;2023-10-30 08:38:31.183989;Erro;Erro;
172.23.72.194;2023-10-30 08:39:06.008063;Erro;Erro;
172.23.72.194;2023-10-30 08:39:40.816265;Erro;Erro;
172.23.72.194;2023-10-30 08:40:15.632232;Erro;Erro;
172.23.72.194;2023-10-30 08:40:50.448240;Erro;Erro;
172.23.72.194;2023-10-30 08:41:23.220176;Erro;Erro;
172.23.72.194;2023-10-30 08:41:58.035892;Erro;Erro;
172.23.72.194;2023-10-30 08:42:30.815892;Erro;Erro;
172.23.72.194;2023-10-30 08:43:05.623142;Erro;Erro;
172.23.72.194;2023-10-30 08:43:42.480226;Erro;Erro;
172.23.72.194;2023-10-30 08:44:17.296257;Erro;Erro;
172.23.72.194;2023-10-30 08:44:50.064225;Erro;Erro;
172.23.72.194;2023-10-30 08:45:24.891938;Erro;Erro;
172.23.72.194;2023-10-30 08:45:57.663922;Erro;Erro;
172.23.72.194;2023-10-30 08:46:32.472206;Erro;Erro;
172.23.72.194;2023-10-30 08:47:07.280314;Erro;Erro;
172.23.72.194;2023-10-30 08:47:42.127992;Erro;Erro;
172.23.72.194;2023-10-30 08:48:16.916163;Erro;Erro;
172.23.72.194;2023-10-30 08:48:49.680225;Erro;Erro;
172.23.72.194;2023-10-30 08:49:24.511901;Erro;Erro;
172.23.72.194;2023-10-30 08:49:59.335906;Erro;Erro;
172.23.72.194;2023-10-30 08:50:32.084125;Erro;Erro;
172.23.72.194;2023-10-30 08:51:06.901658;Erro;Erro;
172.23.72.194;2023-10-30 08:51:41.727942;Erro;Erro;
172.23.72.194;2023-10-30 08:52:16.536167;Erro;Erro;
172.23.72.194;2023-10-30 08:52:51.352163;Erro;Erro;
172.23.72.194;2023-10-30 08:53:24.120167;Erro;Erro;
172.23.72.194;2023-10-30 08:53:58.936192;Erro;Erro;
172.23.72.194;2023-10-30 08:54:33.744161;Erro;Erro;
172.23.72.194;2023-10-30 08:55:06.523937;Erro;Erro;
172.23.72.194;2023-10-30 08:55:43.382426;Erro;Erro;
172.23.72.194;2023-10-30 08:56:16.159760;Erro;Erro;
172.23.72.194;2023-10-30 08:56:50.975898;Erro;Erro;
172.23.72.194;2023-10-30 08:57:23.736158;Erro;Erro;
172.23.72.194;2023-10-30 08:57:58.555881;Erro;Erro;
172.23.72.194;2023-10-30 08:58:33.375910;Erro;Erro;
172.23.72.194;2023-10-30 08:59:06.128529;Erro;Erro;
172.23.72.194;2023-10-30 08:59:40.955945;Erro;Erro;
172.23.72.194;2023-10-30 09:00:15.773889;Erro;Erro;
172.23.72.194;2023-10-30 09:00:50.591963;Erro;Erro;
172.23.72.194;2023-10-30 09:01:25.407945;Erro;Erro;
172.23.72.194;2023-10-30 09:02:00.223905;Erro;Erro;
172.23.72.194;2023-10-30 09:02:32.991868;Erro;Erro;
172.23.72.194;2023-10-30 09:03:07.801166;Erro;Erro;
172.23.72.194;2023-10-30 09:03:42.612164;Erro;Erro;
172.23.72.194;2023-10-30 09:04:17.424238;Erro;Erro;
172.23.72.194;2023-10-30 09:04:52.248163;Erro;Erro;
172.23.72.194;2023-10-30 09:05:25.011918;Erro;Erro;
172.23.72.194;2023-10-30 09:05:59.828254;Erro;Erro;
172.23.72.194;2023-10-30 09:06:34.640200;Erro;Erro;
172.23.72.194;2023-10-30 09:07:09.462127;Erro;Erro;
172.23.72.194;2023-10-30 09:07:44.283925;Erro;Erro;
172.23.72.194;2023-10-30 09:08:19.107905;Erro;Erro;
172.23.72.194;2023-10-30 09:08:53.911965;Erro;Erro;
172.23.72.194;2023-10-30 09:09:28.728047;Erro;Erro;
172.23.72.194;2023-10-30 09:10:01.503899;Erro;Erro;
172.23.72.194;2023-10-30 09:10:36.308167;Erro;Erro;
172.23.72.194;2023-10-30 09:11:11.139930;Erro;Erro;
172.23.72.194;2023-10-30 09:11:45.938641;Erro;Erro;
172.23.72.194;2023-10-30 09:12:20.756168;Erro;Erro;
172.23.72.194;2023-10-30 09:12:53.528155;Erro;Erro;
172.23.72.194;2023-10-30 09:13:28.335996;Erro;Erro;
172.23.72.194;2023-10-30 09:14:03.152251;Erro;Erro;
172.23.72.194;2023-10-30 09:14:37.976190;Erro;Erro;
172.23.72.194;2023-10-30 09:15:12.788171;Erro;Erro;
172.23.72.194;2023-10-30 09:15:47.601511;Erro;Erro;
172.23.72.194;2023-10-30 09:16:22.424019;Erro;Erro;
172.23.72.194;2023-10-30 09:16:57.231942;Erro;Erro;
172.23.72.194;2023-10-30 09:17:32.075932;Erro;Erro;
172.23.72.194;2023-10-30 09:18:04.817202;Erro;Erro;
172.23.72.194;2023-10-30 09:18:41.711927;Erro;Erro;
172.23.72.194;2023-10-30 09:19:16.496273;Erro;Erro;
172.23.72.194;2023-10-30 09:19:51.323945;Erro;Erro;
172.23.72.194;2023-10-30 09:20:26.128220;Erro;Erro;
172.23.72.194;2023-10-31 09:43:08.476750;-20.473734053;-43.918064827
172.23.72.194;2023-10-31 09:43:44.217387;-20.474008296;-43.918421169
172.23.72.194;2023-10-31 09:44:18.146753;-20.474008374;-43.918420667
172.23.72.194;2023-10-31 09:44:50.632722;-20.474007972;-43.918421063
172.23.72.194;2023-10-31 09:45:25.148697;-20.474007629;-43.918421858
172.23.72.194;2023-10-31 09:46:00.545610;-20.474007626;-43.918422492
172.23.72.194;2023-10-31 09:46:33.188381;-20.474007663;-43.918422919
172.23.72.194;2023-10-31 09:47:07.669335;-20.474007861;-43.918423081
172.23.72.194;2023-10-31 09:47:43.688565;-20.474008429;-43.918422881
172.23.72.194;2023-10-31 09:48:17.835827;-20.474008962;-43.918422569
172.23.72.194;2023-10-31 09:48:51.711897;-20.474009350;-43.918422269
172.23.72.194;2023-10-31 09:49:25.435563;-20.474009600;-43.918422083
172.23.72.194;2023-10-31 09:49:59.103361;-20.474009670;-43.918422048
172.23.72.194;2023-10-31 09:50:33.537689;-20.474009647;-43.918422071
172.23.72.194;2023-10-31 09:51:07.324691;-20.474009876;-43.918421871
172.23.72.194;2023-10-31 09:51:43.452180;-20.474009846;-43.918511371
172.23.72.194;2023-10-31 09:52:17.348403;-20.473899328;-43.918738824
172.23.72.194;2023-10-31 09:52:52.118888;-20.473994948;-43.918872206
172.23.72.194;2023-10-31 09:53:26.234628;-20.473999273;-43.918873752
172.23.72.194;2023-10-31 09:54:00.343781;-20.473999639;-43.918875231
172.23.72.194;2023-10-31 09:54:34.185586;-20.473999501;-43.918876001
172.23.72.194;2023-10-31 09:55:08.476685;-20.473999658;-43.918875800
172.23.72.194;2023-10-31 09:55:43.347341;-20.473999449;-43.918875981
172.23.72.194;2023-10-31 09:56:17.665094;-20.473999062;-43.918876154
172.23.72.194;2023-10-31 09:56:51.910271;-20.473998928;-43.918876099
172.23.72.194;2023-10-31 09:57:25.955382;-20.473998666;-43.918875947
172.23.72.194;2023-10-31 09:57:59.540778;-20.473998449;-43.918876125
172.23.72.194;2023-10-31 09:58:33.450572;-20.473998169;-43.918876179
172.23.72.194;2023-10-31 09:59:07.786627;-20.473997634;-43.918875957
172.23.72.194;2023-10-31 09:59:42.966911;-20.473996921;-43.918875670
172.23.72.194;2023-10-31 10:00:17.079915;-20.473996311;-43.918875507
172.23.72.194;2023-10-31 10:00:51.598448;-20.473995827;-43.918875417
172.23.72.194;2023-10-31 10:01:25.971678;-20.473995491;-43.918875291
172.23.72.194;2023-10-31 10:01:59.340609;-20.473997761;-43.918872562
172.23.72.194;2023-10-31 10:02:33.099299;-20.473899213;-43.918601221
172.23.72.194;2023-10-31 10:03:07.335352;-20.474220855;-43.917552523
172.23.72.194;2023-10-31 10:03:43.052183;-20.474526043;-43.918360740
172.23.72.194;2023-10-31 10:04:17.247760;-20.474557310;-43.919489847
172.23.72.194;2023-10-31 10:04:51.010714;-20.475060131;-43.921021076
172.23.72.194;2023-10-31 10:05:26.117170;-20.474346654;-43.923009966
172.23.72.194;2023-10-31 10:05:59.511036;-20.473339749;-43.923516911
172.23.72.194;2023-10-31 10:06:32.936272;-20.472476621;-43.923810259
172.23.72.194;2023-10-31 10:07:07.282865;-20.471602934;-43.923973006
172.23.72.194;2023-10-31 10:07:43.413952;-20.471972130;-43.925310902
172.23.72.194;2023-10-31 10:08:17.863688;-20.472478102;-43.926175674
172.23.72.194;2023-10-31 10:08:51.508756;-20.473422632;-43.926796531
172.23.72.194;2023-10-31 10:09:28.865760;-20.474634239;-43.927168820
172.23.72.194;2023-10-31 10:09:59.789682;-20.475489785;-43.927993909
172.23.72.194;2023-10-31 10:10:33.284771;-20.476581334;-43.928680773
172.23.72.194;2023-10-31 10:11:07.427321;-20.477831150;-43.929147746
172.23.72.194;2023-10-31 10:11:42.430063;-20.478820766;-43.929803209
172.23.72.194;2023-10-31 10:12:16.736709;-20.478888525;-43.931231533
172.23.72.194;2023-10-31 10:12:49.938977;-20.478314122;-43.932533552
172.23.72.194;2023-10-31 10:13:23.869913;-20.478148383;-43.934313149
172.23.72.194;2023-10-31 10:13:58.012774;-20.478474329;-43.936334175
172.23.72.194;2023-10-31 10:14:31.468747;-20.478457663;-43.938366967
172.23.72.194;2023-10-31 10:15:05.870870;-20.476956975;-43.939664672
172.23.72.194;2023-10-31 10:15:43.072041;-20.475147628;-43.939541503
172.23.72.194;2023-10-31 10:16:16.627184;-20.473453506;-43.939414703
172.23.72.194;2023-10-31 10:16:50.747000;-20.471754833;-43.939377153
172.23.72.194;2023-10-31 10:17:24.892717;-20.469918899;-43.939829935
172.23.72.194;2023-10-31 10:17:58.888795;-20.469628067;-43.940966914
172.23.72.194;2023-10-31 10:18:32.852316;-20.469530883;-43.941080783
172.23.72.194;2023-10-31 10:19:06.135519;-20.469589604;-43.940877737
172.23.72.194;2023-10-31 10:19:42.093548;-20.470307883;-43.939621829
172.23.72.194;2023-10-31 10:20:16.647491;-20.472915305;-43.939517643
172.23.72.194;2023-10-31 10:20:50.608727;-20.475973682;-43.939827050
172.23.72.194;2023-10-31 10:21:24.487881;-20.475872251;-43.938696190
172.23.72.194;2023-10-31 10:21:59.092773;-20.473962767;-43.936956335
172.23.72.194;2023-10-31 10:22:32.846333;-20.472408456;-43.934802952
172.23.72.194;2023-10-31 10:23:06.348706;-20.470589109;-43.932462922
172.23.72.194;2023-10-31 10:23:42.845889;-20.467809686;-43.932386406
172.23.72.194;2023-10-31 10:24:17.589150;-20.466221227;-43.932249372
172.23.72.194;2023-10-31 10:24:51.600129;-20.464071717;-43.932817290
172.23.72.194;2023-10-31 10:25:25.623980;-20.461463298;-43.932825453
172.23.72.194;2023-10-31 10:25:59.578254;-20.457935253;-43.934339203
172.23.72.194;2023-10-31 10:26:32.382548;-20.455032744;-43.934771797
172.23.72.194;2023-10-31 10:27:07.558539;-20.453959594;-43.934846447
172.23.72.194;2023-10-31 10:27:41.796080;-20.453961106;-43.934846325
172.23.72.194;2023-10-31 10:28:16.298035;-20.453960257;-43.934845912
172.23.72.194;2023-10-31 10:28:49.135467;-20.453960122;-43.934845669
172.23.72.194;2023-10-31 10:29:25.110281;-20.453960103;-43.934845763
172.23.72.194;2023-10-31 10:29:59.026431;-20.453881506;-43.934624508
172.23.72.194;2023-10-31 10:30:32.815908;-20.453662169;-43.934659986
172.23.72.194;2023-10-31 10:31:06.714178;-20.453664025;-43.934660493
172.23.72.194;2023-10-31 10:31:43.211423;-20.453664389;-43.934661288
172.23.72.194;2023-10-31 10:32:17.826014;-20.453664214;-43.934662068
172.23.72.194;2023-10-31 10:32:51.156728;-20.453939874;-43.934606942
172.23.72.194;2023-10-31 10:33:25.757355;-20.455717821;-43.934683213
