172.23.73.44;2023-08-30 11:15:43.425910;-20.462940928;-43.919343571
172.23.73.44;2023-08-31 15:04:15.447160;Erro;Erro;
172.23.73.44;2023-10-09 10:24:29.301328;-20.460285169;-43.921446074
172.23.73.44;2023-10-09 10:25:11.157020;-20.459902939;-43.923107199
172.23.73.44;2023-10-09 10:25:53.680363;-20.460640143;-43.924392122
172.23.73.44;2023-10-09 10:26:35.145615;-20.461792028;-43.925817344
172.23.73.44;2023-10-09 10:27:17.929387;-20.462904784;-43.928170032
172.23.73.44;2023-10-09 10:28:02.565561;-20.465150130;-43.928652654
172.23.73.44;2023-10-09 10:28:47.034058;-20.467862711;-43.929210422
172.23.73.44;2023-10-09 10:29:35.627959;-20.468103236;-43.929447622
172.23.73.44;2023-10-09 10:30:17.654189;-20.468017531;-43.929439830
172.23.73.44;2023-10-09 10:31:03.943853;-20.467409297;-43.929340799
172.23.73.44;2023-10-09 10:31:47.942738;-20.465469995;-43.928447070
172.23.73.44;2023-10-09 10:32:35.548518;-20.465312274;-43.929392214
172.23.73.44;2023-10-09 10:33:17.657340;-20.465318725;-43.929395475
172.23.73.44;2023-10-09 10:34:04.361814;-20.466628940;-43.930045563
172.23.73.44;2023-10-09 10:34:48.068321;-20.467965780;-43.931717944
172.23.73.44;2023-10-09 10:35:34.751500;-20.466584131;-43.932237551
172.23.73.44;2023-10-09 10:36:19.136602;-20.464088891;-43.932812606
172.23.73.44;2023-10-09 10:37:04.455103;-20.460580553;-43.933147318
172.23.73.44;2023-10-09 10:37:48.048208;-20.456391907;-43.934650858
172.23.73.44;2023-10-09 10:38:35.058551;-20.451388018;-43.934179511
172.23.73.44;2023-10-09 10:39:17.273387;-20.450141907;-43.934104963
172.23.73.44;2023-10-09 10:40:04.199495;-20.449952479;-43.933974786
172.23.73.44;2023-10-09 10:40:47.641608;-20.449952479;-43.933974733
172.23.73.44;2023-10-09 10:41:35.459972;-20.449951397;-43.933976643
172.23.73.44;2023-10-09 10:42:17.573418;-20.450968113;-43.934303315
172.23.73.44;2023-10-09 10:43:03.948166;-20.453984719;-43.934931893
172.23.73.44;2023-10-09 10:43:47.178999;-20.456905671;-43.934804243
172.23.73.44;2023-10-09 10:44:31.130555;-20.459660375;-43.933628886
172.23.73.44;2023-10-09 10:45:16.123331;-20.462284999;-43.932543510
172.23.73.44;2023-10-09 10:45:59.544407;-20.464656112;-43.932789582
172.23.73.44;2023-10-09 10:46:45.465175;-20.466675393;-43.932372964
172.23.73.44;2023-10-09 10:47:28.791456;-20.468008950;-43.932383159
172.23.73.44;2023-10-09 10:48:15.515906;-20.467469595;-43.930513133
172.23.73.44;2023-10-09 10:48:59.848675;-20.465107975;-43.928992606
172.23.73.44;2023-10-09 10:49:45.251061;-20.462479036;-43.927590275
172.23.73.44;2023-10-09 10:50:28.811168;-20.461463417;-43.925323299
172.23.73.44;2023-10-09 10:51:14.709377;-20.460398855;-43.923626458
172.23.73.44;2023-10-09 10:51:58.557347;-20.460686063;-43.921328707
172.23.73.44;2023-10-09 10:52:44.728055;-20.463121337;-43.921043636
172.23.73.44;2023-10-09 10:53:27.341756;-20.461431753;-43.918935805
172.23.73.44;2023-10-09 10:54:13.975363;-20.461260538;-43.916032829
172.23.73.44;2023-10-09 10:54:57.761340;-20.462277534;-43.913265042
172.23.73.44;2023-10-09 10:55:44.336338;-20.463551148;-43.910593182
172.23.73.44;2023-10-09 10:56:28.469094;-20.465375156;-43.908951777
172.23.73.44;2023-10-09 10:57:14.659135;-20.466134525;-43.907610766
172.23.73.44;2023-10-09 10:57:57.329805;-20.465160454;-43.907005008
172.23.73.44;2023-10-09 10:58:44.142819;-20.463102604;-43.905421168
172.23.73.44;2023-10-09 10:59:28.681984;-20.461888628;-43.904105190
172.23.73.44;2023-10-09 11:00:14.085629;-20.461542114;-43.903125547
172.23.73.44;2023-10-09 11:00:57.413850;-20.461890713;-43.901687434
172.23.73.44;2023-10-09 11:01:44.338896;-20.462621126;-43.900852644
172.23.73.44;2023-10-09 11:02:27.037076;-20.463397633;-43.899928709
172.23.73.44;2023-10-09 11:03:14.457862;-20.464633879;-43.899065970
172.23.73.44;2023-10-09 11:03:56.884835;-20.464245374;-43.898322625
172.23.73.44;2023-10-09 11:04:44.288817;-20.464192238;-43.898292944
172.23.73.44;2023-10-09 11:05:27.029053;-20.464190972;-43.898291227
172.23.73.44;2023-10-09 11:06:13.879255;-20.463864005;-43.898139311
172.23.73.44;2023-10-09 11:06:57.076652;-20.463187016;-43.897594255
172.23.73.44;2023-10-09 11:07:43.234563;-20.463094598;-43.897709668
172.23.73.44;2023-10-09 11:08:26.693381;-20.463454401;-43.897939510
172.23.73.44;2023-10-09 11:09:13.506441;-20.464073275;-43.899731873
172.23.73.44;2023-10-09 11:09:55.492406;-20.462361100;-43.901051137
172.23.73.44;2023-10-09 11:10:42.737549;-20.461825390;-43.904272158
172.23.73.44;2023-10-09 11:11:25.696795;-20.464980329;-43.906875605
172.23.73.44;2023-10-09 11:12:12.743404;-20.465120583;-43.908926470
172.23.73.44;2023-10-09 11:12:56.022879;-20.463489215;-43.910617786
172.23.73.44;2023-10-09 11:13:42.205431;-20.461737175;-43.914609192
172.23.73.44;2023-10-09 11:14:25.593316;-20.460467084;-43.918752374
172.23.73.44;2023-10-09 11:15:10.138382;-20.457060491;-43.918709945
172.23.73.44;2023-10-09 11:15:53.619536;-20.455617039;-43.918726157
172.23.73.44;2023-10-09 11:16:39.892499;-20.455126043;-43.918418226
172.23.73.44;2023-10-09 11:17:23.878708;-20.455065538;-43.918332149
172.23.73.44;2023-10-09 11:18:10.750656;-20.455066671;-43.918331357
172.23.73.44;2023-10-09 11:18:53.723319;-20.455069810;-43.918334053
172.23.73.44;2023-10-09 11:19:41.355829;-20.455070737;-43.918335738
172.23.73.44;2023-10-09 11:20:25.263827;-20.456482717;-43.918731920
172.23.73.44;2023-10-09 11:21:09.262309;-20.458707914;-43.918785162
172.23.73.44;2023-10-09 11:21:52.575446;-20.461270004;-43.918408133
172.23.73.44;2023-10-09 11:22:38.197427;-20.463838870;-43.919924626
172.23.73.44;2023-10-09 11:23:22.164542;-20.466363436;-43.921542502
172.23.73.44;2023-10-09 11:24:07.557356;-20.469206717;-43.922742223
172.23.73.44;2023-10-10 11:56:59.732541;Erro;Erro;
172.23.73.44;2023-10-10 11:57:42.740571;Erro;Erro;
172.23.73.44;2023-10-10 11:58:23.696545;Erro;Erro;
172.23.73.44;2023-10-10 11:59:04.656543;Erro;Erro;
172.23.73.44;2023-10-10 11:59:47.668550;Erro;Erro;
172.23.73.44;2023-10-10 12:00:28.656673;Erro;Erro;
172.23.73.44;2023-10-10 12:01:15.724542;Erro;Erro;
172.23.73.44;2023-10-10 12:01:58.734597;Erro;Erro;
172.23.73.44;2023-10-10 12:02:45.848531;Erro;Erro;
172.23.73.44;2023-10-10 12:03:28.848559;Erro;Erro;
172.23.73.44;2023-10-10 12:04:13.904547;Erro;Erro;
172.23.73.44;2023-10-10 12:04:56.904557;Erro;Erro;
172.23.73.44;2023-10-10 12:05:41.972558;Erro;Erro;
172.23.73.44;2023-10-10 12:06:22.940556;Erro;Erro;
172.23.73.44;2023-10-10 12:07:08.004583;Erro;Erro;
172.23.73.44;2023-10-10 12:07:50.988561;Erro;Erro;
172.23.73.44;2023-10-10 12:08:34.008537;Erro;Erro;
172.23.73.44;2023-10-10 12:09:17.020525;Erro;Erro;
172.23.73.44;2023-10-10 12:10:02.060571;Erro;Erro;
172.23.73.44;2023-10-10 12:10:47.112549;Erro;Erro;
172.23.73.44;2023-10-10 12:11:30.120927;Erro;Erro;
172.23.73.44;2023-10-10 12:12:17.240547;Erro;Erro;
172.23.73.44;2023-10-10 12:12:58.184977;Erro;Erro;
172.23.73.44;2023-10-10 12:13:45.312543;Erro;Erro;
172.23.73.44;2023-10-10 12:14:28.316550;Erro;Erro;
172.23.73.44;2023-10-10 12:15:13.384520;Erro;Erro;
172.23.73.44;2023-10-10 12:15:56.368549;Erro;Erro;
172.23.73.44;2023-10-10 12:16:41.432544;Erro;Erro;
172.23.73.44;2023-10-10 12:17:24.424598;Erro;Erro;
172.23.73.44;2023-10-10 12:18:09.484489;Erro;Erro;
172.23.73.44;2023-10-10 12:18:52.496544;Erro;Erro;
172.23.73.44;2023-10-10 12:19:35.500555;Erro;Erro;
172.23.73.44;2023-10-10 12:20:16.472552;Erro;Erro;
172.23.73.44;2023-10-10 12:21:01.517044;Erro;Erro;
172.23.73.44;2023-10-10 12:21:46.592568;Erro;Erro;
172.23.73.44;2023-10-10 12:22:29.580853;Erro;Erro;
172.23.73.44;2023-10-10 12:23:16.680603;Erro;Erro;
172.23.73.44;2023-10-10 12:23:59.692811;Erro;Erro;
172.23.73.44;2023-10-10 12:24:46.796550;Erro;Erro;
172.23.73.44;2023-10-10 12:25:29.821743;Erro;Erro;
172.23.73.44;2023-10-10 12:26:16.908546;Erro;Erro;
172.23.73.44;2023-10-10 12:26:59.916966;Erro;Erro;
172.23.73.44;2023-10-10 12:27:44.969304;Erro;Erro;
172.23.73.44;2023-10-10 12:28:28.000585;Erro;Erro;
172.23.73.44;2023-10-10 12:29:15.084544;Erro;Erro;
172.23.73.44;2023-10-10 12:29:58.108565;Erro;Erro;
172.23.73.44;2023-10-10 12:30:45.204553;Erro;Erro;
172.23.73.44;2023-10-10 12:31:28.208657;Erro;Erro;
172.23.73.44;2023-10-10 12:32:15.304546;Erro;Erro;
172.23.73.44;2023-10-10 12:32:58.324552;Erro;Erro;
172.23.73.44;2023-10-10 12:33:43.396529;Erro;Erro;
172.23.73.44;2023-10-10 12:34:26.412587;Erro;Erro;
172.23.73.44;2023-10-10 12:35:13.508566;Erro;Erro;
172.23.73.44;2023-10-10 12:35:56.488975;Erro;Erro;
172.23.73.44;2023-10-10 12:36:43.592556;Erro;Erro;
172.23.73.44;2023-10-10 12:37:26.604810;Erro;Erro;
172.23.73.44;2023-10-10 12:38:13.708542;Erro;Erro;
