172.23.72.174;2022-12-15 10:23:51.416058;Erro;Erro;
172.23.72.174;2023-10-24 12:42:13.904236;Erro;Erro;
172.23.72.174;2023-10-24 12:42:46.672192;Erro;Erro;
172.23.72.174;2023-10-24 12:43:21.499977;Erro;Erro;
172.23.72.174;2023-10-24 12:43:56.311934;Erro;Erro;
172.23.72.174;2023-10-24 12:44:29.080159;Erro;Erro;
172.23.72.174;2023-10-24 12:45:03.890807;Erro;Erro;
172.23.72.174;2023-10-24 12:45:38.715927;Erro;Erro;
172.23.72.174;2023-10-24 12:46:13.524191;Erro;Erro;
172.23.72.174;2023-10-24 12:46:48.336204;Erro;Erro;
172.23.72.174;2023-10-24 12:47:21.115939;Erro;Erro;
172.23.72.174;2023-10-24 12:47:55.919963;Erro;Erro;
172.23.72.174;2023-10-24 12:48:30.751902;Erro;Erro;
172.23.72.174;2023-10-24 12:49:03.504244;Erro;Erro;
172.23.72.174;2023-10-24 12:49:07.669013;0.000000000;0.000000000
172.23.72.174;2023-10-24 12:49:08.922424;0.000000000;0.000000000
172.23.72.174;2023-10-24 12:49:11.720392;0.000000000;0.000000000
172.23.72.174;2023-10-24 12:49:38.324218;Erro;Erro;
172.23.72.174;2023-10-24 12:49:45.733858;-20.463220317;-43.924737077
172.23.72.174;2023-10-24 12:50:19.440666;-20.463219522;-43.924738010
172.23.72.174;2023-10-24 12:50:53.412209;-20.463220459;-43.924738645
172.23.72.174;2023-10-24 12:51:28.439338;-20.463221155;-43.924738573
172.23.72.174;2023-10-24 12:52:03.764639;-20.463221746;-43.924738275
172.23.72.174;2023-10-24 12:52:39.041282;-20.463222015;-43.924738057
172.23.72.174;2023-10-24 12:53:13.526694;-20.463221986;-43.924738189
172.23.72.174;2023-10-24 12:53:46.914580;-20.463221817;-43.924738236
172.23.72.174;2023-10-24 12:54:21.030868;-20.463221660;-43.924738265
172.23.72.174;2023-10-24 12:54:54.874126;-20.463221678;-43.924738318
172.23.72.174;2023-10-24 12:55:29.914917;-20.463221768;-43.924738378
172.23.72.174;2023-10-24 12:56:03.359915;-20.463221801;-43.924738411
172.23.72.174;2023-10-24 12:56:38.428799;-20.463221714;-43.924738449
172.23.72.174;2023-10-26 08:23:46.581830;-20.477670047;-43.918731635
172.23.72.174;2023-10-26 08:24:20.761427;-20.477437184;-43.918920356
172.23.72.174;2023-10-26 08:24:57.135102;-20.477436945;-43.918919662
172.23.72.174;2023-10-26 08:25:30.964281;-20.477439890;-43.918915744
172.23.72.174;2023-10-26 08:26:04.376698;-20.477439520;-43.918916445
172.23.72.174;2023-10-26 08:26:38.543569;-20.476732653;-43.919202518
172.23.72.174;2023-10-26 08:27:12.574966;-20.475324711;-43.919769909
172.23.72.174;2023-10-26 08:27:46.252698;-20.475064051;-43.921033134
172.23.72.174;2023-10-26 08:28:22.074738;-20.474251277;-43.923107174
172.23.72.174;2023-10-26 08:28:56.035963;-20.473182441;-43.923578746
172.23.72.174;2023-10-26 08:29:30.464720;-20.472432538;-43.924047924
172.23.72.174;2023-10-26 08:30:04.238473;-20.473242711;-43.924207750
172.23.72.174;2023-10-26 08:30:38.264698;-20.473239094;-43.924370921
172.23.72.174;2023-10-26 08:31:11.308754;-20.473152722;-43.924329349
172.23.72.174;2023-10-26 08:31:46.060104;-20.472468200;-43.923860842
172.23.72.174;2023-10-26 08:32:21.904985;-20.469462904;-43.922716433
172.23.72.174;2023-10-26 08:32:55.072655;-20.465890717;-43.921105347
172.23.72.174;2023-10-26 08:33:28.976712;-20.463184440;-43.919479584
172.23.72.174;2023-10-26 08:34:03.966112;-20.461041735;-43.918465604
172.23.72.174;2023-10-26 08:34:37.365527;-20.462783229;-43.920564519
172.23.72.174;2023-10-26 08:35:11.809093;-20.460868661;-43.921155966
172.23.72.174;2023-10-26 08:35:45.728804;-20.460089468;-43.923481797
172.23.72.174;2023-10-26 08:36:21.584280;-20.459245240;-43.924606001
172.23.72.174;2023-10-26 08:36:55.681872;-20.457209408;-43.923240969
172.23.72.174;2023-10-26 08:37:28.576678;-20.455527617;-43.924013440
172.23.72.174;2023-10-26 08:38:03.955308;-20.456327762;-43.925278608
172.23.72.174;2023-10-26 08:38:36.700713;-20.456135343;-43.925443160
172.23.72.174;2023-10-26 08:39:10.979827;-20.456135229;-43.925443432
172.23.72.174;2023-10-26 08:39:44.482741;-20.456134656;-43.925443556
172.23.72.174;2023-10-26 08:40:21.597052;-20.456133978;-43.925443891
172.23.72.174;2023-10-26 08:40:54.307239;-20.456133882;-43.925443523
172.23.72.174;2023-10-26 08:41:28.322961;-20.456133572;-43.925443009
172.23.72.174;2023-10-26 08:42:02.620319;-20.456133389;-43.925442685
172.23.72.174;2023-10-26 08:42:36.848879;-20.456155294;-43.925391590
172.23.72.174;2023-10-26 08:43:10.826956;-20.455669822;-43.923546502
172.23.72.174;2023-10-26 08:43:44.800747;-20.457615189;-43.923761939
172.23.72.174;2023-10-26 08:44:25.407255;-20.459985856;-43.924771501
172.23.72.174;2023-10-26 08:44:57.695178;-20.462323472;-43.925372582
172.23.72.174;2023-10-26 08:45:28.846812;-20.464307958;-43.926044287
172.23.72.174;2023-10-26 08:46:02.819341;-20.466027028;-43.926087395
172.23.72.174;2023-10-26 08:46:36.218971;-20.466434520;-43.924711623
172.23.72.174;2023-10-26 08:47:10.653387;-20.467059058;-43.923556264
172.23.72.174;2023-10-26 08:47:44.010241;-20.468343568;-43.923602559
172.23.72.174;2023-10-26 08:48:20.400765;-20.469746192;-43.923660239
172.23.72.174;2023-10-26 08:48:55.180753;-20.471079466;-43.923742019
172.23.72.174;2023-10-26 08:49:29.475070;-20.472796827;-43.923850715
172.23.72.174;2023-10-26 08:50:03.404707;-20.474607057;-43.922930036
172.23.72.174;2023-10-26 08:50:38.180388;-20.474978970;-43.920678953
172.23.72.174;2023-10-26 08:51:11.471144;-20.476576650;-43.919329757
172.23.72.174;2023-10-26 08:51:45.043859;-20.477684466;-43.918747988
172.23.72.174;2023-10-26 08:52:20.342509;-20.477443049;-43.918922063
172.23.72.174;2023-10-26 08:52:54.664352;-20.477445909;-43.918923186
172.23.72.174;2023-10-26 08:53:29.216084;-20.477542679;-43.918704687
172.23.72.174;2023-10-26 08:54:03.592839;-20.475256010;-43.919787692
172.23.72.174;2023-10-26 08:54:36.588305;-20.475132062;-43.922053977
172.23.72.174;2023-10-26 08:55:10.618023;-20.473965315;-43.923253462
172.23.72.174;2023-10-26 08:55:45.613908;-20.472796093;-43.923727973
172.23.72.174;2023-10-26 08:56:23.011008;-20.471213318;-43.923140757
172.23.72.174;2023-10-26 08:56:55.854737;-20.467711211;-43.922231453
172.23.72.174;2023-10-26 08:57:30.222845;-20.464433522;-43.920225394
172.23.72.174;2023-10-26 08:58:04.208608;-20.462072120;-43.918759440
172.23.72.174;2023-10-26 08:58:38.044418;-20.461317730;-43.915387185
172.23.72.174;2023-10-26 08:59:13.090979;-20.463044681;-43.911630609
172.23.72.174;2023-10-26 08:59:45.107344;-20.464338413;-43.909570148
172.23.72.174;2023-10-26 09:00:21.168733;-20.464056596;-43.907858528
172.23.72.174;2023-10-26 09:00:55.040691;-20.463470947;-43.907220068
172.23.72.174;2023-10-26 09:01:29.156518;-20.463472417;-43.907219538
172.23.72.174;2023-10-26 09:02:03.908726;-20.463376440;-43.907133363
172.23.72.174;2023-10-26 09:02:37.376324;-20.463253140;-43.906872969
172.23.72.174;2023-10-26 09:03:11.467239;-20.463159746;-43.906825096
172.23.72.174;2023-10-26 09:03:45.480712;-20.463158607;-43.906826894
172.23.72.174;2023-10-26 09:04:21.009705;-20.463158512;-43.906826895
172.23.72.174;2023-10-26 09:04:56.075011;-20.463159288;-43.906826108
172.23.72.174;2023-10-26 09:05:29.955650;-20.463160133;-43.906825034
172.23.72.174;2023-10-26 09:06:03.484316;-20.463160049;-43.906824822
172.23.72.174;2023-10-26 09:06:36.893264;-20.463231104;-43.906854393
172.23.72.174;2023-10-26 09:07:11.967143;-20.463811548;-43.907256541
172.23.72.174;2023-10-26 09:07:45.380746;-20.464471530;-43.908053611
172.23.72.174;2023-10-26 09:08:21.695720;-20.465143315;-43.908957112
172.23.72.174;2023-10-26 09:08:55.276846;-20.464285288;-43.909504390
172.23.72.174;2023-10-26 09:09:28.327176;-20.463499571;-43.910597324
172.23.72.174;2023-10-26 09:10:02.302081;-20.462419251;-43.912722064
172.23.72.174;2023-10-26 09:10:36.403424;-20.461541552;-43.914906609
172.23.72.174;2023-10-26 09:11:10.824688;-20.461147870;-43.917339489
172.23.72.174;2023-10-26 09:11:44.658650;-20.461845723;-43.918513331
172.23.72.174;2023-10-26 09:12:22.213602;-20.461344576;-43.918191405
172.23.72.174;2023-10-26 09:12:56.391167;-20.461575623;-43.919176761
172.23.72.174;2023-10-26 09:13:29.232184;-20.462163844;-43.919842165
172.23.72.174;2023-10-26 09:14:03.172332;-20.462877173;-43.921296701
172.23.72.174;2023-10-26 09:14:37.716737;-20.461900224;-43.921226807
172.23.72.174;2023-10-26 09:16:30.676331;-20.459927503;-43.923035127
172.23.72.174;2023-10-26 09:17:04.147306;-20.459954903;-43.923205780
172.23.72.174;2023-10-26 09:17:30.033563;-20.460711518;-43.924816471
172.23.72.174;2023-10-26 09:17:30.989715;-20.460658032;-43.924402950
172.23.72.174;2023-10-26 09:18:00.485049;-20.460917501;-43.921151518
172.23.72.174;2023-10-26 09:18:03.369194;-20.461923973;-43.926433587
172.23.72.174;2023-10-26 09:18:37.474716;-20.462795126;-43.928045850
172.23.72.174;2023-10-26 09:19:28.821517;-20.465129628;-43.928471827
172.23.72.174;2023-10-26 09:19:44.888668;-20.465430165;-43.928654692
172.23.72.174;2023-10-26 09:20:21.118430;-20.465498475;-43.928725138
172.23.72.174;2023-10-26 09:20:56.002063;-20.465497315;-43.928722909
172.23.72.174;2023-10-26 09:21:29.511409;-20.465400332;-43.928716560
172.23.72.174;2023-10-26 09:22:03.716128;-20.465648472;-43.928640982
172.23.72.174;2023-10-26 09:22:37.491008;-20.465572017;-43.928666505
172.23.72.174;2023-10-26 09:23:11.925054;-20.464956742;-43.928697247
172.23.72.174;2023-10-26 09:23:45.665091;-20.466563652;-43.929905801
172.23.72.174;2023-10-26 09:24:21.008563;-20.467840679;-43.931355979
172.23.72.174;2023-10-26 09:24:55.289971;-20.466617978;-43.932303402
172.23.72.174;2023-10-26 09:25:31.484422;-20.464005297;-43.932834666
172.23.72.174;2023-10-26 09:26:04.966557;-20.461045062;-43.933207213
172.23.72.174;2023-10-26 09:26:38.733182;-20.457303420;-43.934620754
172.23.72.174;2023-10-26 09:27:12.715475;-20.453401178;-43.935018506
172.23.72.174;2023-10-26 09:27:46.043454;-20.452197877;-43.935114644
172.23.72.174;2023-10-26 09:28:20.826714;-20.452222305;-43.935178475
172.23.72.174;2023-10-26 09:28:55.545499;-20.452221833;-43.935179084
172.23.72.174;2023-10-26 09:29:30.578482;-20.452221890;-43.935179205
172.23.72.174;2023-10-26 09:30:04.506857;-20.452222300;-43.935179144
172.23.72.174;2023-10-26 09:30:38.522097;-20.452216414;-43.935132083
172.23.72.174;2023-10-26 09:31:12.056712;-20.453822971;-43.935235891
172.23.72.174;2023-10-26 09:31:46.090454;-20.456209060;-43.935082196
172.23.72.174;2023-10-26 09:32:22.318908;-20.458547104;-43.934056152
172.23.72.174;2023-10-26 09:32:56.096710;-20.460801879;-43.933187105
172.23.72.174;2023-10-26 09:33:29.677506;-20.462738874;-43.932538662
172.23.72.174;2023-10-26 09:34:03.795985;-20.465088961;-43.932739247
172.23.72.174;2023-10-26 09:34:38.140622;-20.467471638;-43.932498337
172.23.72.174;2023-10-26 09:35:12.375930;-20.467475893;-43.930541921
172.23.72.174;2023-10-26 09:35:46.228613;-20.465467872;-43.929308561
172.23.72.174;2023-10-26 09:38:14.643981;-20.465411773;-43.928741335
172.23.72.174;2023-10-26 09:38:17.160208;-20.465348018;-43.928589958
172.23.72.174;2023-10-26 09:38:39.194762;-20.465376470;-43.928770652
172.23.72.174;2023-10-26 09:38:40.654882;-20.465383742;-43.928778037
172.23.72.174;2023-10-26 09:39:11.709453;-20.464942063;-43.928711056
172.23.72.174;2023-10-26 09:39:32.903650;-20.465398010;-43.928769082
172.23.72.174;2023-10-26 09:39:45.566871;-20.462708176;-43.927901518
172.23.72.174;2023-10-26 09:40:21.293421;-20.462056463;-43.926493736
172.23.72.174;2023-10-26 09:40:56.092260;-20.462891977;-43.928110294
172.23.72.174;2023-10-26 09:41:29.980693;-20.466360799;-43.929829457
172.23.72.174;2023-10-26 09:42:03.123182;-20.467530792;-43.931014462
172.23.72.174;2023-10-26 09:42:38.017501;-20.467000509;-43.932360954
172.23.72.174;2023-10-26 09:43:12.006315;-20.464454921;-43.932748687
172.23.72.174;2023-10-26 09:43:49.417685;-20.461542277;-43.932779244
172.23.72.174;2023-10-26 09:44:21.116703;-20.457783253;-43.934400791
172.23.72.174;2023-10-26 09:44:54.618392;-20.454110776;-43.935193933
172.23.72.174;2023-10-26 09:45:32.158213;-20.453543045;-43.935315433
172.23.72.174;2023-10-26 09:48:13.204203;Erro;Erro;
172.23.72.174;2023-10-26 09:48:48.023858;Erro;Erro;
172.23.72.174;2023-10-26 09:49:20.803918;Erro;Erro;
172.23.72.174;2023-10-26 09:49:55.600206;Erro;Erro;
172.23.72.174;2023-10-26 09:50:30.420209;Erro;Erro;
172.23.72.174;2023-10-26 09:50:52.082661;-20.453329279;-43.935301620
172.23.72.174;2023-10-26 09:51:05.236202;Erro;Erro;
172.23.72.174;2023-10-26 09:51:07.321748;-20.453329547;-43.935302088
172.23.72.174;2023-10-26 09:51:11.278922;-20.453333046;-43.935298858
172.23.72.174;2023-10-26 09:51:38.011941;Erro;Erro;
172.23.72.174;2023-10-26 09:51:44.475530;-20.453332359;-43.935298419
172.23.72.174;2023-10-26 09:52:21.880274;-20.453331521;-43.935298282
172.23.72.174;2023-10-26 09:52:55.182367;-20.453331290;-43.935298085
172.23.72.174;2023-10-26 09:53:29.283625;-20.453330940;-43.935297598
172.23.72.174;2023-10-26 09:54:03.586916;-20.453330592;-43.935297151
172.23.72.174;2023-10-26 09:54:37.472710;-20.452826903;-43.935119460
172.23.72.174;2023-10-26 09:55:11.502712;-20.453968114;-43.935092226
172.23.72.174;2023-10-26 09:55:44.730109;-20.457720744;-43.934380342
172.23.72.174;2023-10-26 09:56:21.201849;-20.461665125;-43.932853876
172.23.72.174;2023-10-26 09:56:56.187429;-20.465493595;-43.932679909
172.23.72.174;2023-10-26 09:57:29.833413;-20.464568429;-43.931259732
172.23.72.174;2023-10-27 08:13:02.645743;-20.464494578;-43.928796390
172.23.72.174;2023-10-27 08:13:29.159740;-20.465433535;-43.929224236
172.23.72.174;2023-10-27 08:16:10.775992;Erro;Erro;
172.23.72.174;2023-10-27 08:16:45.599918;Erro;Erro;
172.23.72.174;2023-10-27 08:17:20.404176;Erro;Erro;
172.23.72.174;2023-10-27 08:17:53.171926;Erro;Erro;
172.23.72.174;2023-10-27 08:18:25.952089;Erro;Erro;
172.23.72.174;2023-10-27 08:19:00.763911;Erro;Erro;
172.23.72.174;2023-10-27 08:19:35.576157;Erro;Erro;
172.23.72.174;2023-10-27 08:20:08.344160;Erro;Erro;
172.23.72.174;2023-10-27 08:20:43.163909;Erro;Erro;
172.23.72.174;2023-10-27 08:21:15.939934;Erro;Erro;
172.23.72.174;2023-10-27 08:21:50.736241;Erro;Erro;
172.23.72.174;2023-10-27 08:22:25.551943;Erro;Erro;
172.23.72.174;2023-10-27 08:22:58.319918;Erro;Erro;
172.23.72.174;2023-10-27 08:23:33.151924;Erro;Erro;
172.23.72.174;2023-10-27 08:23:37.839507;-20.458947530;-43.931305110
172.23.72.174;2023-10-27 08:23:39.490036;-20.458947529;-43.931305103
172.23.72.174;2023-10-27 08:23:50.378692;-20.458947577;-43.931305192
172.23.72.174;2023-10-27 08:24:07.967937;Erro;Erro;
172.23.72.174;2023-10-27 08:24:48.001161;-20.458497840;-43.931155915
172.23.72.174;2023-10-27 08:24:50.086129;-20.458520680;-43.931334337
172.23.72.174;2023-10-27 08:26:02.069876;-20.458397573;-43.931399217
172.23.72.174;2023-10-27 08:26:09.263147;-20.458395322;-43.931399109
172.23.72.174;2023-10-27 08:26:32.062993;-20.458401059;-43.931390870
172.23.72.174;2023-10-27 08:27:12.006125;-20.458404656;-43.931389667
172.23.72.174;2023-10-27 08:28:12.515536;-20.458403539;-43.931389261
172.23.72.174;2023-10-27 08:28:41.655622;-20.458403910;-43.931388795
172.23.72.174;2023-10-27 08:28:52.772055;-20.458400145;-43.931396768
172.23.72.174;2023-10-27 08:29:22.376457;-20.458891591;-43.931067319
172.23.72.174;2023-10-27 08:30:37.144233;-20.460987363;-43.931049227
172.23.72.174;2023-10-27 08:31:38.339649;-20.464764867;-43.931565586
172.23.72.174;2023-10-27 08:31:41.155099;-20.462935817;-43.931000605
172.23.72.174;2023-10-27 08:31:56.660179;-20.459926021;-43.931014209
172.23.72.174;2023-10-27 08:32:36.508099;-20.468056421;-43.932076085
172.23.72.174;2023-10-27 08:32:49.013340;-20.467689428;-43.930898506
172.23.72.174;2023-10-27 08:33:20.391331;-20.466005467;-43.929613514
172.23.72.174;2023-10-27 08:33:58.915651;-20.466492414;-43.929041013
172.23.72.174;2023-10-27 08:34:39.535765;-20.467955959;-43.928618891
172.23.72.174;2023-10-27 08:35:05.571120;-20.468146244;-43.928591986
172.23.72.174;2023-10-27 08:35:42.202586;-20.468035853;-43.928601877
172.23.72.174;2023-10-27 08:36:41.901650;Erro;Erro;
172.23.72.174;2023-10-27 08:36:47.108340;-20.466006050;-43.928858271
172.23.72.174;2023-10-27 08:37:20.567265;-20.465123430;-43.929300928
172.23.72.174;2023-10-27 08:39:33.393014;-20.461867198;-43.921387977
172.23.72.174;2023-10-27 08:41:45.008433;-20.454551146;-43.916040262
172.23.72.174;2023-10-27 08:42:06.262466;-20.455809291;-43.916129359
172.23.72.174;2023-10-27 08:44:17.226142;Erro;Erro;
172.23.72.174;2023-10-27 08:45:09.531929;Erro;Erro;
172.23.72.174;2023-10-27 08:46:34.727845;-20.454252578;-43.916900335
172.23.72.174;2023-10-27 08:46:37.933046;-20.454291870;-43.916686236
172.23.72.174;2023-10-27 08:47:01.012194;-20.455037531;-43.916079418
172.23.72.174;2023-10-27 08:48:10.007591;-20.458744766;-43.918697502
172.23.72.174;2023-10-27 08:48:39.227940;Erro;Erro;
172.23.72.174;2023-10-27 08:49:50.641662;Erro;Erro;
172.23.72.174;2023-10-27 08:49:54.831438;Erro;Erro;
172.23.72.174;2023-10-27 08:50:22.830981;-20.462468473;-43.921384368
172.23.72.174;2023-10-27 08:50:43.213224;-20.454481967;-43.918072187
172.23.72.174;2023-10-27 08:52:45.305002;-20.460066447;-43.923421967
172.23.72.174;2023-10-27 08:52:53.342567;-20.460167364;-43.923555298
172.23.72.174;2023-10-27 08:53:26.288066;-20.454482031;-43.918071434
172.23.72.174;2023-10-27 08:53:45.896415;-20.460632742;-43.924722212
172.23.72.174;2023-10-27 08:54:15.943795;-20.459951483;-43.922502366
172.23.72.174;2023-10-27 08:54:52.760739;-20.461732789;-43.925720321
172.23.72.174;2023-10-27 08:54:58.217605;-20.464216479;-43.928606874
172.23.72.174;2023-10-27 08:55:05.057544;-20.461198139;-43.921139889
172.23.72.174;2023-10-27 08:55:08.148705;-20.463636726;-43.928419490
172.23.72.174;2023-10-27 08:55:53.411374;-20.465884457;-43.928880783
172.23.72.174;2023-10-27 08:56:03.461170;Erro;Erro;
172.23.72.174;2023-10-27 08:56:09.619345;-20.466666626;-43.929194752
172.23.72.174;2023-10-27 08:56:16.853755;Erro;Erro;
172.23.72.174;2023-10-27 08:57:03.506728;-20.467825038;-43.928696721
172.23.72.174;2023-10-27 08:57:14.060723;-20.467777493;-43.928541556
172.23.72.174;2023-10-27 08:58:02.854223;-20.467951291;-43.928335838
172.23.72.174;2023-10-27 08:58:27.665774;-20.467891474;-43.928386525
172.23.72.174;2023-10-27 08:59:08.799465;-20.466947995;-43.929141776
172.23.72.174;2023-10-27 08:59:31.158930;-20.465593256;-43.928861555
172.23.72.174;2023-10-27 09:00:06.043923;-20.467171605;-43.930407209
172.23.72.174;2023-10-27 09:01:30.618787;-20.467258157;-43.930482184
172.23.72.174;2023-10-27 09:01:48.999395;-20.467163282;-43.932382620
172.23.72.174;2023-10-27 09:01:50.665366;-20.467921699;-43.931544323
172.23.72.174;2023-10-27 09:02:23.137570;-20.464763204;-43.931396742
172.23.72.174;2023-10-27 09:04:04.045626;-20.454922096;-43.926570491
172.23.72.174;2023-10-27 09:04:54.278098;-20.453381677;-43.924765464
172.23.72.174;2023-10-27 09:06:05.093542;-20.454035611;-43.923006284
172.23.72.174;2023-10-27 09:06:28.577849;-20.456457429;-43.922803249
172.23.72.174;2023-10-27 09:08:30.353433;Erro;Erro;
172.23.72.174;2023-10-27 09:09:03.131312;Erro;Erro;
172.23.72.174;2023-10-27 09:09:29.121371;-20.453477257;-43.926336908
172.23.72.174;2023-10-27 09:10:14.800952;Erro;Erro;
172.23.72.174;2023-10-27 09:10:41.820975;-20.463019079;-43.920855269
172.23.72.174;2023-10-27 09:13:22.632163;Erro;Erro;
172.23.72.174;2023-10-27 09:13:39.600366;Erro;Erro;
172.23.72.174;2023-10-27 09:14:00.304030;Erro;Erro;
172.23.72.174;2023-10-27 09:14:36.410582;Erro;Erro;
172.23.72.174;2023-10-27 09:15:09.783204;Erro;Erro;
172.23.72.174;2023-10-27 09:15:22.008024;Erro;Erro;
172.23.72.174;2023-10-27 09:15:54.768053;Erro;Erro;
172.23.72.174;2023-10-27 09:17:02.579572;Erro;Erro;
172.23.72.174;2023-10-27 09:17:23.620017;Erro;Erro;
172.23.72.174;2023-10-27 09:17:42.669667;Erro;Erro;
172.23.72.174;2023-10-27 09:17:44.254872;-20.454453986;-43.918048697
172.23.72.174;2023-10-27 09:17:47.048506;Erro;Erro;
172.23.72.174;2023-10-27 09:17:51.597969;-20.456559416;-43.916287321
172.23.72.174;2023-10-27 09:18:51.276327;Erro;Erro;
172.23.72.174;2023-10-27 09:19:08.643319;-20.460724080;-43.918745930
172.23.72.174;2023-10-27 09:19:26.479126;Erro;Erro;
172.23.72.174;2023-10-27 09:20:02.877350;-20.461924134;-43.919534998
172.23.72.174;2023-10-27 09:20:05.419929;-20.462258921;-43.919935379
172.23.72.174;2023-10-27 09:20:08.391382;-20.459402819;-43.918773233
172.23.72.174;2023-10-27 09:20:34.861398;-20.462792269;-43.921331973
172.23.72.174;2023-10-27 09:21:11.013840;-20.461802879;-43.921218591
172.23.72.174;2023-10-27 09:21:28.689987;Erro;Erro;
172.23.72.174;2023-10-27 09:22:54.471436;-20.459957953;-43.923196835
172.23.72.174;2023-10-27 09:23:40.091609;-20.460168991;-43.921701118
172.23.72.174;2023-10-27 09:23:52.247867;-20.460570937;-43.923967410
172.23.72.174;2023-10-27 09:24:01.050773;-20.461164035;-43.925213942
172.23.72.174;2023-10-27 09:24:37.188440;-20.462112329;-43.927303152
172.23.72.174;2023-10-27 09:25:08.119879;-20.463656535;-43.928405038
172.23.72.174;2023-10-27 09:25:30.858423;-20.460085053;-43.921960889
172.23.72.174;2023-10-27 09:25:41.281544;-20.465172620;-43.929291289
172.23.72.174;2023-10-27 09:26:16.021171;-20.466702265;-43.929059154
172.23.72.174;2023-10-27 09:26:48.943858;-20.467920269;-43.928637685
172.23.72.174;2023-10-27 09:27:23.003165;-20.467953878;-43.928618634
172.23.72.174;2023-10-27 09:27:57.415420;-20.467904083;-43.928597593
172.23.72.174;2023-10-27 09:28:31.483940;-20.467776027;-43.928547679
172.23.72.174;2023-10-27 09:29:05.757797;-20.465935377;-43.928815808
172.23.72.174;2023-10-27 09:29:39.891998;-20.466101402;-43.929745749
172.23.72.174;2023-10-27 09:30:13.473536;-20.467516043;-43.930841220
172.23.72.174;2023-10-27 09:30:48.064497;-20.467305086;-43.932388918
172.23.72.174;2023-10-27 09:31:21.385686;-20.466249694;-43.932251343
172.23.72.174;2023-10-27 09:31:55.922860;-20.464544282;-43.932720214
172.23.72.174;2023-10-27 09:32:30.544216;-20.462800152;-43.932451421
172.23.72.174;2023-10-27 09:33:04.014901;-20.460868163;-43.933077365
172.23.72.174;2023-10-27 09:33:37.989963;-20.459357103;-43.933627339
172.23.72.174;2023-10-27 09:34:12.115826;-20.457374525;-43.934569624
172.23.72.174;2023-10-27 09:34:46.518431;-20.454979449;-43.934679167
172.23.72.174;2023-10-27 09:35:20.985354;-20.454885941;-43.934767014
172.23.72.174;2023-10-27 09:35:54.696703;-20.454887019;-43.934765673
172.23.72.174;2023-10-27 09:36:28.510675;-20.454888058;-43.934766246
172.23.72.174;2023-10-27 09:37:02.711905;-20.454889969;-43.934767863
172.23.72.174;2023-10-27 09:37:36.103967;-20.455083308;-43.934667999
172.23.72.174;2023-10-27 09:38:10.713648;-20.456048923;-43.934649293
172.23.72.174;2023-10-27 09:38:45.148030;-20.458029667;-43.934384617
172.23.72.174;2023-10-27 09:39:19.136707;-20.460213817;-43.933415200
172.23.72.174;2023-10-27 09:39:53.231662;-20.462117006;-43.932574415
172.23.72.174;2023-10-27 09:40:27.840705;-20.464340937;-43.932842294
172.23.72.174;2023-10-27 09:41:01.233673;-20.466525561;-43.932471917
172.23.72.174;2023-10-27 09:41:36.180763;-20.468013875;-43.931601290
172.23.72.174;2023-10-27 09:42:09.848037;-20.466535348;-43.929894595
172.23.72.174;2023-10-27 09:42:43.770691;-20.464543302;-43.928771928
172.23.72.174;2023-10-27 09:43:17.925979;-20.462539888;-43.927713650
172.23.72.174;2023-10-27 09:43:51.995513;-20.461661315;-43.925469174
172.23.72.174;2023-10-27 09:44:26.257301;-20.462953124;-43.925611035
172.23.72.174;2023-10-27 09:45:00.887920;-20.464800088;-43.926196660
172.23.72.174;2023-10-27 09:45:34.748493;-20.466346029;-43.925740390
172.23.72.174;2023-10-27 09:46:08.624830;-20.466543519;-43.924137036
172.23.72.174;2023-10-27 09:46:42.744093;-20.467630927;-43.923560314
172.23.72.174;2023-10-27 09:47:16.748745;-20.468939945;-43.923610893
172.23.72.174;2023-10-27 09:47:51.001518;-20.470256350;-43.923662993
172.23.72.174;2023-10-27 09:48:24.881562;-20.472082538;-43.923903166
172.23.72.174;2023-10-27 09:48:59.196860;-20.473454801;-43.923620843
172.23.72.174;2023-10-27 09:49:33.202731;-20.475076446;-43.922375639
172.23.72.174;2023-10-27 09:50:07.405595;-20.474904304;-43.920213230
172.23.72.174;2023-10-27 09:50:41.072812;-20.476890600;-43.919502326
172.23.72.174;2023-10-27 09:51:16.125878;-20.476995725;-43.919592734
172.23.72.174;2023-10-27 09:51:49.755433;-20.476976473;-43.919624086
172.23.72.174;2023-10-27 09:52:23.488683;-20.476975534;-43.919623027
172.23.72.174;2023-10-27 09:52:57.936092;-20.476452805;-43.919341028
172.23.72.174;2023-10-27 09:53:32.421015;-20.474831278;-43.920011287
172.23.72.174;2023-10-27 09:54:06.153798;-20.474836066;-43.922523654
172.23.72.174;2023-10-27 09:54:40.677045;-20.472057877;-43.923790025
172.23.72.174;2023-10-27 09:55:14.744225;-20.469568474;-43.923563172
172.23.72.174;2023-10-27 09:55:48.965297;-20.467556740;-43.923488309
172.23.72.174;2023-10-27 09:56:23.316701;-20.466364834;-43.924957629
172.23.72.174;2023-10-27 09:56:57.713815;-20.464760171;-43.926047147
172.23.72.174;2023-10-27 09:57:31.814830;-20.462626298;-43.925447989
172.23.72.174;2023-10-27 09:58:05.364662;-20.459896962;-43.924742173
172.23.72.174;2023-10-27 09:58:39.148719;-20.457029666;-43.923084153
172.23.72.174;2023-10-27 09:59:14.768051;-20.453556681;-43.923189493
