172.23.72.104;2022-12-15 10:19:29.272065;Erro;Erro;
172.23.72.104;2022-12-16 09:39:31.235499;-20.465285751;-43.927643646
172.23.72.104;2022-12-16 09:39:53.638913;-20.465439142;-43.927488950
172.23.72.104;2022-12-16 09:40:23.649480;-20.465449541;-43.927466494
172.23.72.104;2022-12-16 09:40:53.975237;-20.465437307;-43.927454418
172.23.72.104;2022-12-16 09:41:24.299969;-20.465452945;-43.927550700
172.23.72.104;2022-12-16 09:41:54.585737;-20.465409165;-43.927666137
172.23.72.104;2022-12-16 09:42:31.813153;-20.464676066;-43.926989148
172.23.72.104;2022-12-16 09:43:04.382831;-20.463263577;-43.926187645
172.23.72.104;2022-12-16 09:43:34.418198;-20.461636180;-43.925444909
172.23.72.104;2022-12-16 09:43:56.425801;-20.461342751;-43.925760865
172.23.72.104;2022-12-16 09:44:55.616444;-20.463178157;-43.928743711
172.23.72.104;2022-12-16 09:46:18.663994;-20.466566311;-43.932262343
172.23.72.104;2022-12-16 09:46:19.509482;-20.466566311;-43.932262343
172.23.72.104;2022-12-16 09:50:04.040371;-20.458180617;-43.933717220
172.23.72.104;2022-12-16 09:50:04.056635;-20.458180617;-43.933717220
172.23.72.104;2022-12-16 09:50:04.042382;-20.458180617;-43.933717220
172.23.72.104;2022-12-16 09:50:04.117173;-20.458180617;-43.933717220
172.23.72.104;2022-12-16 09:50:56.812481;-20.458178074;-43.933718524
172.23.72.104;2022-12-16 09:51:04.063352;-20.458178395;-43.933717994
172.23.72.104;2022-12-16 09:51:34.235611;-20.458178615;-43.933717866
172.23.72.104;2022-12-16 09:52:07.850441;-20.458224240;-43.933630924
172.23.72.104;2022-12-16 09:53:58.159314;-20.462733844;-43.932551174
172.23.72.104;2022-12-16 09:54:02.826951;-20.463002101;-43.932674771
172.23.72.104;2022-12-16 09:54:18.258059;-20.463885134;-43.932914066
172.23.72.104;2022-12-16 09:55:11.943527;-20.466761039;-43.932435929
172.23.72.104;2022-12-16 09:57:03.260277;-20.472917653;-43.932009255
172.23.72.104;2022-12-16 09:57:09.862441;-20.473224527;-43.931696825
172.23.72.104;2022-12-16 09:57:40.071178;-20.473304659;-43.930206703
172.23.72.104;2022-12-16 09:58:10.543846;-20.471881166;-43.929442776
172.23.72.104;2022-12-16 09:58:40.844043;-20.470684142;-43.928341261
172.23.72.104;2022-12-16 09:59:11.143523;-20.469811208;-43.926921278
172.23.72.104;2022-12-16 09:59:41.556071;-20.469022329;-43.925446006
172.23.72.104;2022-12-16 10:00:12.281596;-20.467801356;-43.924407548
172.23.72.104;2022-12-16 10:00:41.984288;-20.466907559;-43.923583028
172.23.72.104;2022-12-16 10:01:12.380068;-20.468106152;-43.923569526
172.23.72.104;2022-12-16 10:01:42.488967;-20.469278751;-43.923592822
172.23.72.104;2022-12-16 10:02:12.693992;-20.470447107;-43.923663414
172.23.72.104;2022-12-16 10:02:42.945351;-20.471977128;-43.923847453
172.23.72.104;2022-12-16 10:03:13.233435;-20.473520538;-43.923571298
172.23.72.104;2022-12-16 10:03:43.465075;-20.475015087;-43.922495548
172.23.72.104;2022-12-16 10:04:13.664768;-20.474879926;-43.920501007
172.23.72.104;2022-12-16 10:04:44.048940;-20.474884674;-43.919431445
172.23.72.104;2022-12-16 10:05:14.279521;-20.475408446;-43.919389973
172.23.72.104;2022-12-16 10:05:44.298323;-20.475346525;-43.919324687
172.23.72.104;2022-12-16 10:06:14.648925;-20.475383139;-43.919287028
172.23.72.104;2022-12-16 10:06:44.877009;-20.475338244;-43.919324527
172.23.72.104;2022-12-16 10:07:15.280863;-20.475323604;-43.919338098
172.23.72.104;2022-12-16 10:07:45.316234;-20.474638435;-43.919772787
172.23.72.104;2022-12-16 10:08:15.713264;-20.474633929;-43.920159538
172.23.72.104;2022-12-16 10:08:46.121179;-20.475034383;-43.922333123
172.23.72.104;2022-12-16 10:09:16.074589;-20.472662213;-43.923760378
172.23.72.104;2022-12-16 10:09:46.608595;-20.471047946;-43.923643913
172.23.72.104;2022-12-16 10:10:16.680310;-20.470049869;-43.923547222
172.23.72.104;2022-12-16 10:10:46.919758;-20.469136555;-43.923498303
172.23.72.104;2022-12-16 10:11:17.123376;-20.468300309;-43.923516884
172.23.72.104;2022-12-16 10:11:47.503043;-20.467687552;-43.923488524
172.23.72.104;2022-12-16 10:12:17.655075;-20.466988730;-43.923470015
172.23.72.104;2022-12-16 10:12:47.990183;-20.466425391;-43.924283811
172.23.72.104;2022-12-16 10:13:18.213104;-20.466350794;-43.925021787
172.23.72.104;2022-12-16 10:13:48.336114;-20.466095506;-43.925974562
172.23.72.104;2022-12-16 10:14:18.833932;-20.465449511;-43.926177185
172.23.72.104;2022-12-16 10:14:49.069456;-20.463893142;-43.925789175
172.23.72.104;2022-12-16 10:15:19.676778;-20.461711782;-43.924984338
172.23.72.104;2022-12-16 10:15:49.451301;-20.459436905;-43.924623864
172.23.72.104;2022-12-16 10:16:19.758277;-20.459263428;-43.923888855
172.23.72.104;2022-12-16 10:17:20.236766;0.000000000;0.000000000
172.23.72.104;2022-12-16 10:17:21.343665;0.000000000;0.000000000
172.23.72.104;2022-12-16 10:17:50.528768;-20.459550041;-43.923848355
172.23.72.104;2022-12-16 10:18:20.661707;-20.459545942;-43.923853061
172.23.72.104;2022-12-16 10:18:51.149227;-20.459545129;-43.923853804
172.23.72.104;2022-12-16 10:19:21.280092;-20.459546166;-43.923853518
172.23.72.104;2022-12-16 10:19:51.540792;-20.459547195;-43.923852857
172.23.72.104;2022-12-16 10:20:21.780700;-20.459547842;-43.923851921
172.23.72.104;2022-12-16 10:20:52.008686;-20.459547891;-43.923851168
172.23.72.104;2022-12-16 10:21:22.283470;-20.459547844;-43.923850551
172.23.72.104;2022-12-16 10:21:52.374020;-20.459548133;-43.923850105
172.23.72.104;2022-12-16 10:22:22.663297;-20.459548536;-43.923849898
172.23.72.104;2022-12-16 10:22:52.999304;-20.459548696;-43.923849910
172.23.72.104;2022-12-16 10:23:23.336933;-20.459548486;-43.923849935
172.23.72.104;2022-12-16 10:23:53.448170;-20.459548490;-43.923849841
172.23.72.104;2022-12-16 10:24:23.719322;-20.459548788;-43.923849661
172.23.72.104;2022-12-16 10:24:54.088206;-20.459549125;-43.923849498
172.23.72.104;2022-12-16 10:25:24.274640;-20.459549130;-43.923849377
172.23.72.104;2022-12-16 10:25:54.399952;-20.459548992;-43.923849300
172.23.72.104;2022-12-16 10:26:24.683345;-20.459549137;-43.923849218
172.23.72.104;2022-12-16 10:26:55.079417;-20.459549373;-43.923849137
172.23.72.104;2022-12-16 10:27:25.266536;-20.459549495;-43.923849103
172.23.72.104;2022-12-16 10:27:55.505591;-20.459549267;-43.923849088
172.23.72.104;2022-12-16 10:28:25.756861;-20.459549078;-43.923849074
172.23.72.104;2022-12-16 10:28:55.996151;-20.459549157;-43.923849042
172.23.72.104;2022-12-16 10:29:26.165337;-20.459549217;-43.923848976
172.23.72.104;2022-12-16 10:29:56.557202;-20.459549041;-43.923848872
172.23.72.104;2022-12-16 10:30:27.293963;-20.459305403;-43.924311965
172.23.72.104;2022-12-16 10:30:57.026345;-20.459239334;-43.924490260
172.23.72.104;2022-12-16 10:31:27.228331;-20.460384331;-43.924759838
172.23.72.104;2022-12-16 10:31:57.406617;-20.461512092;-43.926647102
172.23.72.104;2022-12-16 10:32:27.591585;-20.463618712;-43.928905192
172.23.72.104;2022-12-16 10:32:58.090250;-20.466098678;-43.930275885
172.23.72.104;2022-12-16 10:33:28.318026;-20.467950038;-43.931872953
172.23.72.104;2022-12-16 10:33:58.316625;-20.466839362;-43.932313941
172.23.72.104;2022-12-16 10:34:28.555868;-20.464995069;-43.932568836
172.23.72.104;2022-12-16 10:34:58.814431;-20.463069212;-43.932633814
172.23.72.104;2022-12-16 10:35:29.268455;-20.460732113;-43.932609527
172.23.72.104;2022-12-16 10:35:59.345358;-20.458636179;-43.933711535
172.23.72.104;2022-12-16 10:36:29.793926;-20.458577681;-43.933733675
172.23.72.104;2022-12-16 10:36:59.892330;-20.458578697;-43.933733524
172.23.72.104;2022-12-16 10:37:30.264938;-20.458579053;-43.933733255
172.23.72.104;2022-12-16 10:38:00.418705;-20.458573932;-43.933735478
172.23.72.104;2022-12-16 10:38:30.749239;-20.458265885;-43.933667607
172.23.72.104;2022-12-16 10:39:00.963453;-20.458258119;-43.933768257
172.23.72.104;2022-12-16 10:39:31.149452;-20.458259418;-43.933767322
172.23.72.104;2022-12-16 10:40:01.282032;-20.458259608;-43.933767619
172.23.72.104;2022-12-16 10:40:31.625500;-20.458292818;-43.933684489
172.23.72.104;2022-12-16 10:41:01.897860;-20.459761235;-43.933041570
172.23.72.104;2022-12-16 10:41:32.276231;-20.461508982;-43.932517370
172.23.72.104;2022-12-16 10:42:02.473054;-20.463305666;-43.932793307
172.23.72.104;2022-12-16 10:42:32.464654;-20.464846318;-43.932733307
172.23.72.104;2022-12-16 10:43:02.729862;-20.466316067;-43.932357048
172.23.72.104;2022-12-16 10:43:33.018376;-20.467894261;-43.932494526
172.23.72.104;2022-12-16 10:44:03.266307;-20.469505205;-43.932457973
172.23.72.104;2022-12-16 10:44:33.538722;-20.471470411;-43.932356971
172.23.72.104;2022-12-16 10:45:03.921251;-20.473156572;-43.931777948
172.23.72.104;2022-12-16 10:45:34.068049;-20.473345147;-43.930244084
172.23.72.104;2022-12-16 10:46:04.316829;-20.471933413;-43.929475050
172.23.72.104;2022-12-16 10:46:34.919568;-20.470723839;-43.928391230
172.23.72.104;2022-12-16 10:47:04.877594;-20.469836835;-43.927004081
172.23.72.104;2022-12-16 10:47:35.077915;-20.469053499;-43.925527286
172.23.72.104;2022-12-16 10:48:05.377661;-20.467882758;-43.924444688
172.23.72.104;2022-12-16 10:48:35.688101;-20.466924197;-43.923590196
172.23.72.104;2022-12-16 10:49:05.908339;-20.468093432;-43.923571656
172.23.72.104;2022-12-16 10:49:36.179514;-20.469255411;-43.923592681
172.23.72.104;2022-12-16 10:50:06.405829;-20.470423979;-43.923668194
172.23.72.104;2022-12-16 10:50:36.670805;-20.472078411;-43.923859625
172.23.72.104;2022-12-16 10:51:06.859957;-20.474021613;-43.923264659
172.23.72.104;2022-12-16 10:51:37.285575;-20.475336764;-43.921669394
172.23.72.104;2022-12-16 10:52:07.242120;-20.474727014;-43.920107014
172.23.72.104;2022-12-16 10:52:37.579923;-20.474696545;-43.919683739
172.23.72.104;2022-12-16 10:53:07.892770;-20.475231612;-43.919466371
172.23.72.104;2022-12-16 10:53:38.073406;-20.475636141;-43.919102803
172.23.72.104;2022-12-16 10:54:08.292770;-20.475640168;-43.919095591
172.23.72.104;2022-12-16 10:54:38.776219;-20.475672456;-43.919019854
172.23.72.104;2022-12-16 10:55:08.815257;-20.475844374;-43.919040460
172.23.72.104;2022-12-16 10:55:39.075443;-20.475741519;-43.918882116
172.23.72.104;2022-12-16 10:56:09.335681;-20.475741158;-43.918880156
172.23.72.104;2022-12-16 10:56:40.910463;-20.475766232;-43.918925995
172.23.72.104;2022-12-16 10:57:09.739011;-20.475488521;-43.919414976
172.23.72.104;2022-12-16 10:57:40.082865;-20.474616066;-43.920106339
172.23.72.104;2022-12-16 10:58:10.409895;-20.474026607;-43.918317812
172.23.72.104;2022-12-16 10:58:40.494834;-20.474429884;-43.916009843
172.23.72.104;2022-12-16 10:59:11.130080;-20.473725037;-43.913736332
172.23.72.104;2022-12-16 10:59:41.198184;-20.472416314;-43.911675274
172.23.72.104;2022-12-16 11:00:11.323270;-20.471501277;-43.909686252
172.23.72.104;2022-12-16 11:00:41.705431;-20.470245701;-43.911099646
172.23.72.104;2022-12-16 11:01:11.931504;-20.469251535;-43.913111987
172.23.72.104;2022-12-16 11:01:42.293561;-20.468197934;-43.915080948
172.23.72.104;2022-12-16 11:02:12.492053;-20.468599295;-43.917067946
172.23.72.104;2022-12-16 11:02:42.737395;-20.469545108;-43.917087981
172.23.72.104;2022-12-16 11:03:13.236881;-20.469640842;-43.916813588
172.23.72.104;2022-12-16 11:03:43.182813;-20.469650347;-43.916796695
172.23.72.104;2022-12-16 11:04:13.903065;-20.469648527;-43.916795744
172.23.72.104;2022-12-16 11:04:43.697381;-20.469647828;-43.916795447
172.23.72.104;2022-12-16 11:05:13.944377;-20.469647907;-43.916795615
172.23.72.104;2022-12-16 11:05:44.431729;-20.469492420;-43.916712350
172.23.72.104;2022-12-16 11:06:14.404375;-20.469400891;-43.916749326
172.23.72.104;2022-12-16 11:06:44.886634;-20.469324223;-43.916673282
172.23.72.104;2022-12-16 11:07:15.019629;-20.469323075;-43.916672986
172.23.72.104;2022-12-16 11:07:45.207376;-20.469321587;-43.916672626
172.23.72.104;2022-12-16 11:08:15.444714;-20.469321624;-43.916672472
172.23.72.104;2022-12-16 11:08:45.608834;-20.469321619;-43.916672478
172.23.72.104;2022-12-16 11:09:16.126006;-20.469321312;-43.916672689
172.23.72.104;2022-12-16 11:09:46.417561;-20.469321096;-43.916673069
172.23.72.104;2022-12-16 11:10:16.587408;-20.469321043;-43.916673228
172.23.72.104;2022-12-16 11:10:46.778930;-20.469321067;-43.916673406
172.23.72.104;2022-12-16 11:11:16.934939;-20.469490274;-43.916914110
172.23.72.104;2022-12-16 11:11:47.320382;-20.469023924;-43.917419337
172.23.72.104;2022-12-16 11:12:17.609348;-20.468471190;-43.916789678
172.23.72.104;2022-12-16 11:12:47.844268;-20.468007370;-43.916078520
172.23.72.104;2022-12-16 11:13:18.087825;-20.468289920;-43.915044854
172.23.72.104;2022-12-16 11:13:48.424859;-20.468866669;-43.914065660
172.23.72.104;2022-12-16 11:14:18.536567;-20.469221860;-43.913125638
172.23.72.104;2022-12-16 11:14:49.116653;-20.469631268;-43.912322676
172.23.72.104;2022-12-16 11:15:19.334342;-20.470051827;-43.911596800
172.23.72.104;2022-12-16 11:15:49.493340;-20.470470378;-43.910791359
172.23.72.104;2022-12-16 11:16:19.585800;-20.470920608;-43.910042925
172.23.72.104;2022-12-16 11:16:49.925933;-20.471526794;-43.909871042
172.23.72.104;2022-12-16 11:17:20.363249;-20.471944175;-43.910822746
172.23.72.104;2022-12-16 11:17:50.295536;-20.472312306;-43.911451576
172.23.72.104;2022-12-16 11:18:20.660111;-20.472676893;-43.912120126
172.23.72.104;2022-12-16 11:18:50.796512;-20.473198326;-43.913050243
172.23.72.104;2022-12-16 11:19:21.195675;-20.474173951;-43.914575849
172.23.72.104;2022-12-16 11:19:51.755836;-20.474426493;-43.915487498
172.23.72.104;2022-12-16 11:20:21.640858;-20.474283253;-43.916255994
172.23.72.104;2022-12-16 11:20:51.896343;-20.473859459;-43.916977666
172.23.72.104;2022-12-16 11:21:22.295202;-20.473895035;-43.917905420
172.23.72.104;2022-12-16 11:21:52.547510;-20.473967956;-43.918735383
172.23.72.104;2022-12-16 11:22:22.968877;-20.474087251;-43.919594042
172.23.72.104;2022-12-16 11:22:52.937323;-20.474869852;-43.920344517
172.23.72.104;2022-12-16 11:23:23.446259;-20.476603118;-43.919393418
172.23.72.104;2022-12-16 11:23:53.548740;-20.477617259;-43.918745356
172.23.72.104;2022-12-16 11:24:23.953413;-20.477518791;-43.918796218
172.23.72.104;2022-12-16 11:24:53.962141;-20.477440595;-43.918906965
172.23.72.104;2022-12-16 11:25:24.237505;-20.477438570;-43.918909126
172.23.72.104;2022-12-16 11:25:54.495595;-20.477438184;-43.918908357
172.23.72.104;2022-12-16 11:26:24.908159;-20.477411076;-43.918639981
172.23.72.104;2022-12-16 11:26:55.081690;-20.476274075;-43.919501648
172.23.72.104;2022-12-16 11:27:25.301090;-20.474897578;-43.920185355
172.23.72.104;2022-12-16 11:27:55.905179;-20.474566304;-43.920304842
172.23.72.104;2022-12-16 11:28:25.714491;-20.474009793;-43.917923246
172.23.72.104;2022-12-16 11:28:56.037427;-20.473243356;-43.918393932
172.23.72.104;2022-12-16 11:29:26.415454;-20.472293644;-43.920771755
172.23.72.104;2022-12-16 11:29:57.009362;-20.469297861;-43.920770793
172.23.72.104;2022-12-16 11:30:26.879149;-20.468693762;-43.920705853
172.23.72.104;2022-12-16 11:30:57.172634;-20.468858897;-43.920479184
172.23.72.104;2022-12-16 11:31:27.980609;-20.468858779;-43.920480066
172.23.72.104;2022-12-16 11:34:07.236082;Erro;Erro;
172.23.72.104;2022-12-16 11:34:37.944139;Erro;Erro;
172.23.72.104;2022-12-16 11:35:08.664118;Erro;Erro;
172.23.72.104;2022-12-16 11:35:39.396159;Erro;Erro;
