172.23.72.184;2022-12-15 10:26:02.488061;Erro;Erro;
172.23.72.184;2022-12-16 09:39:53.779452;-20.478675440;-43.937756704
172.23.72.184;2023-11-20 09:43:47.992300;Erro;Erro;
172.23.72.184;2023-11-20 09:44:02.320373;Erro;Erro;
172.23.72.184;2023-11-20 09:44:22.804185;Erro;Erro;
172.23.72.184;2023-11-20 09:44:35.103949;Erro;Erro;
172.23.72.184;2023-11-20 09:44:55.572275;Erro;Erro;
172.23.72.184;2023-11-20 09:45:09.904431;Erro;Erro;
172.23.72.184;2023-11-20 09:45:30.396029;Erro;Erro;
172.23.72.184;2023-11-20 09:45:42.680198;Erro;Erro;
172.23.72.184;2023-11-20 09:46:03.160164;Erro;Erro;
172.23.72.184;2023-11-20 09:46:17.492223;Erro;Erro;
172.23.72.184;2023-11-20 09:46:37.976161;Erro;Erro;
172.23.72.184;2023-11-20 09:46:50.267957;Erro;Erro;
172.23.72.184;2023-11-20 09:47:10.736079;Erro;Erro;
172.23.72.184;2023-11-20 09:47:25.083942;Erro;Erro;
172.23.72.184;2023-11-20 09:47:45.552315;Erro;Erro;
172.23.72.184;2023-11-20 09:47:59.888356;Erro;Erro;
172.23.72.184;2023-11-20 09:48:18.331989;Erro;Erro;
172.23.72.184;2023-11-20 09:48:32.656252;Erro;Erro;
172.23.72.184;2023-11-20 09:48:53.147954;Erro;Erro;
172.23.72.184;2023-11-20 09:49:05.435909;Erro;Erro;
172.23.72.184;2023-11-20 09:49:27.967902;Erro;Erro;
172.23.72.184;2023-11-20 09:49:40.248162;Erro;Erro;
172.23.72.184;2023-11-20 09:50:00.735959;Erro;Erro;
172.23.72.184;2023-11-20 09:50:15.056360;Erro;Erro;
172.23.72.184;2023-11-20 09:50:33.500059;Erro;Erro;
172.23.72.184;2023-11-20 09:50:47.839805;Erro;Erro;
172.23.72.184;2023-11-20 09:51:08.304713;Erro;Erro;
172.23.72.184;2023-11-20 09:51:22.648158;Erro;Erro;
172.23.72.184;2023-11-20 09:51:43.120344;Erro;Erro;
172.23.72.184;2023-11-20 09:51:55.431926;Erro;Erro;
172.23.72.184;2023-11-20 09:52:15.896236;Erro;Erro;
172.23.72.184;2023-11-20 09:52:30.239910;Erro;Erro;
172.23.72.184;2023-11-20 09:52:50.704466;Erro;Erro;
172.23.72.184;2023-11-20 09:53:02.992274;Erro;Erro;
172.23.72.184;2023-11-20 09:53:23.495946;Erro;Erro;
172.23.72.184;2023-11-20 09:53:37.823909;Erro;Erro;
172.23.72.184;2023-11-20 09:53:58.292231;Erro;Erro;
172.23.72.184;2023-11-20 09:54:10.591917;Erro;Erro;
172.23.72.184;2023-11-20 09:54:31.075940;Erro;Erro;
172.23.72.184;2023-11-20 09:54:45.396205;Erro;Erro;
172.23.72.184;2023-11-20 09:55:05.876224;Erro;Erro;
172.23.72.184;2023-11-20 09:55:20.208337;Erro;Erro;
172.23.72.184;2023-11-20 09:55:40.688341;Erro;Erro;
172.23.72.184;2023-11-20 09:55:52.999940;Erro;Erro;
172.23.72.184;2023-11-20 09:56:13.464222;Erro;Erro;
172.23.72.184;2023-11-20 09:56:27.803937;Erro;Erro;
172.23.72.184;2023-11-20 09:56:48.272333;Erro;Erro;
172.23.72.184;2023-11-20 09:57:00.560324;Erro;Erro;
172.23.72.184;2023-11-20 09:57:21.040303;Erro;Erro;
172.23.72.184;2023-11-20 09:57:35.387936;Erro;Erro;
172.23.72.184;2023-11-20 09:57:55.860203;Erro;Erro;
172.23.72.184;2023-11-20 09:58:08.152210;Erro;Erro;
172.23.72.184;2023-11-20 09:58:28.647957;Erro;Erro;
172.23.72.184;2023-11-20 09:58:42.968198;Erro;Erro;
172.23.72.184;2023-11-20 09:59:03.455902;Erro;Erro;
172.23.72.184;2023-11-20 09:59:15.747949;Erro;Erro;
172.23.72.184;2023-11-20 09:59:38.256305;Erro;Erro;
172.23.72.184;2023-11-20 09:59:50.548074;Erro;Erro;
172.23.72.184;2023-11-20 10:00:11.024273;Erro;Erro;
172.23.72.184;2023-11-20 10:00:23.316219;Erro;Erro;
172.23.72.184;2023-11-20 10:00:45.844210;Erro;Erro;
172.23.72.184;2023-11-20 10:00:58.151944;Erro;Erro;
172.23.72.184;2023-11-20 10:01:18.608296;Erro;Erro;
172.23.72.184;2023-11-20 10:01:32.944349;Erro;Erro;
172.23.72.184;2023-11-20 10:01:53.443954;Erro;Erro;
172.23.72.184;2023-11-20 10:02:05.727939;Erro;Erro;
172.23.72.184;2023-11-20 10:02:26.192286;Erro;Erro;
172.23.72.184;2023-11-20 10:02:40.532226;Erro;Erro;
172.23.72.184;2023-11-20 10:03:01.012212;Erro;Erro;
172.23.72.184;2023-11-20 10:03:13.319939;Erro;Erro;
172.23.72.184;2023-11-20 10:03:33.780235;Erro;Erro;
172.23.72.184;2023-11-20 10:03:48.116164;Erro;Erro;
172.23.72.184;2023-11-20 10:04:08.592323;Erro;Erro;
172.23.72.184;2023-11-20 10:04:22.928336;Erro;Erro;
172.23.72.184;2023-11-20 10:04:43.412156;Erro;Erro;
172.23.72.184;2023-11-20 10:04:55.696361;Erro;Erro;
172.23.72.184;2023-11-20 10:05:16.184167;Erro;Erro;
172.23.72.184;2023-11-20 10:05:28.472197;Erro;Erro;
172.23.72.184;2023-11-20 10:05:51.000168;Erro;Erro;
172.23.72.184;2023-11-20 10:06:03.281353;Erro;Erro;
172.23.72.184;2023-11-20 10:06:25.812202;Erro;Erro;
172.23.72.184;2023-11-20 10:06:36.063967;Erro;Erro;
172.23.72.184;2023-11-20 10:06:58.584157;Erro;Erro;
172.23.72.184;2023-11-20 10:07:10.875938;Erro;Erro;
172.23.72.184;2023-11-20 10:07:31.352170;Erro;Erro;
172.23.72.184;2023-11-20 10:07:45.688157;Erro;Erro;
172.23.72.184;2023-11-20 10:08:06.172059;Erro;Erro;
172.23.72.184;2023-11-20 10:08:20.500223;Erro;Erro;
172.23.72.184;2023-11-20 10:08:40.987963;Erro;Erro;
172.23.72.184;2023-11-20 10:08:53.272249;Erro;Erro;
172.23.72.184;2023-11-20 10:09:13.752258;Erro;Erro;
172.23.72.184;2023-11-20 10:09:28.088221;Erro;Erro;
172.23.72.184;2023-11-20 10:09:48.560346;Erro;Erro;
172.23.72.184;2023-11-20 10:10:00.859760;Erro;Erro;
172.23.72.184;2023-11-20 10:10:21.328318;Erro;Erro;
172.23.72.184;2023-11-20 10:10:35.664336;Erro;Erro;
172.23.72.184;2023-11-20 10:10:56.144320;Erro;Erro;
172.23.72.184;2023-11-20 10:11:08.443938;Erro;Erro;
172.23.72.184;2023-11-20 10:11:28.920167;Erro;Erro;
172.23.72.184;2023-11-20 10:11:43.275872;Erro;Erro;
172.23.72.184;2023-11-20 10:12:03.739920;Erro;Erro;
172.23.72.184;2023-11-20 10:12:16.035964;Erro;Erro;
172.23.72.184;2023-11-20 10:12:38.548168;Erro;Erro;
172.23.72.184;2023-11-20 10:12:50.832328;Erro;Erro;
172.23.72.184;2023-11-20 10:13:11.327895;Erro;Erro;
172.23.72.184;2023-11-20 10:13:23.615938;Erro;Erro;
172.23.72.184;2023-11-20 10:13:44.095934;Erro;Erro;
172.23.72.184;2023-11-20 10:13:58.416308;Erro;Erro;
172.23.72.184;2023-11-20 10:14:18.915900;Erro;Erro;
172.23.72.184;2023-11-20 10:14:31.207923;Erro;Erro;
172.23.72.184;2023-11-20 10:14:53.712319;Erro;Erro;
172.23.72.184;2023-11-20 10:15:06.004173;Erro;Erro;
172.23.72.184;2023-11-20 10:15:26.488161;Erro;Erro;
172.23.72.184;2023-11-20 10:15:38.791746;Erro;Erro;
172.23.72.184;2023-11-20 10:16:01.300245;Erro;Erro;
172.23.72.184;2023-11-20 10:16:13.588290;Erro;Erro;
172.23.72.184;2023-11-20 10:16:34.079937;Erro;Erro;
172.23.72.184;2023-11-20 10:16:48.400346;Erro;Erro;
172.23.72.184;2023-11-20 10:17:08.880330;Erro;Erro;
172.23.72.184;2023-11-20 10:17:21.184036;Erro;Erro;
172.23.72.184;2023-11-20 10:17:43.712010;Erro;Erro;
172.23.72.184;2023-11-20 10:17:55.984352;Erro;Erro;
172.23.72.184;2023-11-20 10:18:16.472167;Erro;Erro;
172.23.72.184;2023-11-20 10:18:28.767922;Erro;Erro;
172.23.72.184;2023-11-20 10:18:51.299903;Erro;Erro;
172.23.72.184;2023-11-20 10:19:03.568498;Erro;Erro;
172.23.72.184;2023-11-20 10:19:24.067953;Erro;Erro;
172.23.72.184;2023-11-20 10:19:38.384317;Erro;Erro;
172.23.72.184;2023-11-20 10:19:58.887934;Erro;Erro;
172.23.72.184;2023-11-20 10:20:11.152293;Erro;Erro;
172.23.72.184;2023-11-20 10:20:31.643942;Erro;Erro;
172.23.72.184;2023-11-20 10:20:45.968378;Erro;Erro;
172.23.72.184;2023-11-20 10:21:06.456159;Erro;Erro;
172.23.72.184;2023-11-20 10:21:18.740251;Erro;Erro;
172.23.72.184;2023-11-20 10:21:41.264365;Erro;Erro;
172.23.72.184;2023-11-20 10:21:53.552317;Erro;Erro;
172.23.72.184;2023-11-20 10:22:14.032328;Erro;Erro;
172.23.72.184;2023-11-20 10:22:26.331936;Erro;Erro;
172.23.72.184;2023-11-20 10:22:48.848326;Erro;Erro;
172.23.72.184;2023-11-20 10:23:01.151939;Erro;Erro;
172.23.72.184;2023-11-20 10:23:21.624271;Erro;Erro;
172.23.72.184;2023-11-20 10:23:33.923915;Erro;Erro;
172.23.72.184;2023-11-20 10:23:56.443933;Erro;Erro;
172.23.72.184;2023-11-20 10:24:08.735908;Erro;Erro;
172.23.72.184;2023-11-20 10:24:31.248341;Erro;Erro;
172.23.72.184;2023-11-20 10:24:43.547919;Erro;Erro;
172.23.72.184;2023-11-20 10:25:04.031919;Erro;Erro;
172.23.72.184;2023-11-20 10:25:16.327915;Erro;Erro;
172.23.72.184;2023-11-20 10:25:38.832353;Erro;Erro;
172.23.72.184;2023-11-20 10:25:51.120334;Erro;Erro;
172.23.72.184;2023-11-20 10:26:11.608170;Erro;Erro;
172.23.72.184;2023-11-20 10:26:23.888299;Erro;Erro;
172.23.72.184;2023-11-20 10:26:46.416310;Erro;Erro;
172.23.72.184;2023-11-20 10:26:58.712204;Erro;Erro;
172.23.72.184;2023-11-20 10:27:19.184342;Erro;Erro;
172.23.72.184;2023-11-20 10:27:31.476272;Erro;Erro;
172.23.72.184;2023-11-20 10:27:54.000362;Erro;Erro;
172.23.72.184;2023-11-20 10:28:06.288335;Erro;Erro;
172.23.72.184;2023-11-20 10:28:26.791940;Erro;Erro;
172.23.72.184;2023-11-20 10:28:39.067936;Erro;Erro;
172.23.72.184;2023-11-20 10:29:01.592169;Erro;Erro;
172.23.72.184;2023-11-20 10:29:13.880160;Erro;Erro;
172.23.72.184;2023-11-20 10:29:36.423785;Erro;Erro;
172.23.72.184;2023-11-20 10:29:48.696219;Erro;Erro;
172.23.72.184;2023-11-20 10:30:09.176170;Erro;Erro;
172.23.72.184;2023-11-20 10:30:21.464159;Erro;Erro;
172.23.72.184;2023-11-20 10:30:43.995937;Erro;Erro;
172.23.72.184;2023-11-20 10:30:56.276236;Erro;Erro;
172.23.72.184;2023-11-20 10:31:16.787952;Erro;Erro;
172.23.72.184;2023-11-20 10:31:29.048264;Erro;Erro;
172.23.72.184;2023-11-20 10:31:51.568307;Erro;Erro;
172.23.72.184;2023-11-20 10:32:03.871904;Erro;Erro;
172.23.72.184;2023-11-20 10:32:26.384376;Erro;Erro;
172.23.72.184;2023-11-20 10:32:38.672351;Erro;Erro;
172.23.72.184;2023-11-20 10:32:59.160154;Erro;Erro;
172.23.72.184;2023-11-20 10:33:11.447974;Erro;Erro;
172.23.72.184;2023-11-20 10:33:33.969645;Erro;Erro;
172.23.72.184;2023-11-20 10:33:44.231940;Erro;Erro;
172.23.72.184;2023-11-20 10:34:06.740247;Erro;Erro;
172.23.72.184;2023-11-20 10:34:19.035950;Erro;Erro;
172.23.72.184;2023-11-20 10:34:41.552374;Erro;Erro;
172.23.72.184;2023-11-20 10:34:53.840320;Erro;Erro;
172.23.72.184;2023-11-20 10:35:14.339942;Erro;Erro;
172.23.72.184;2023-11-20 10:35:26.627938;Erro;Erro;
172.23.72.184;2023-11-20 10:35:49.155926;Erro;Erro;
172.23.72.184;2023-11-20 10:36:01.436021;Erro;Erro;
172.23.72.184;2023-11-20 10:36:21.927913;Erro;Erro;
172.23.72.184;2023-11-20 10:36:34.207875;Erro;Erro;
172.23.72.184;2023-11-20 10:36:56.720348;Erro;Erro;
172.23.72.184;2023-11-20 10:37:09.016198;Erro;Erro;
172.23.72.184;2023-11-20 10:37:29.503918;Erro;Erro;
172.23.72.184;2023-11-20 10:37:43.824359;Erro;Erro;
172.23.72.184;2023-11-20 10:38:04.312220;Erro;Erro;
172.23.72.184;2023-11-20 10:38:16.607900;Erro;Erro;
172.23.72.184;2023-11-20 10:38:39.120339;Erro;Erro;
172.23.72.184;2023-11-20 10:38:51.419945;Erro;Erro;
172.23.72.184;2023-11-20 10:39:13.936399;Erro;Erro;
172.23.72.184;2023-11-20 10:39:24.184294;Erro;Erro;
172.23.72.184;2023-11-20 10:39:46.712243;Erro;Erro;
172.23.72.184;2023-11-20 10:39:59.011880;Erro;Erro;
172.23.72.184;2023-11-20 10:40:21.531938;Erro;Erro;
172.23.72.184;2023-11-20 10:40:33.831894;Erro;Erro;
172.23.72.184;2023-11-20 10:40:54.292155;Erro;Erro;
172.23.72.184;2023-11-20 10:41:06.580239;Erro;Erro;
172.23.72.184;2023-11-20 10:41:29.104307;Erro;Erro;
172.23.72.184;2023-11-20 10:41:41.400194;Erro;Erro;
172.23.72.184;2023-11-20 10:42:01.887911;Erro;Erro;
172.23.72.184;2023-11-20 10:42:14.168234;Erro;Erro;
172.23.72.184;2023-11-20 10:42:36.707908;Erro;Erro;
172.23.72.184;2023-11-20 10:42:48.984167;Erro;Erro;
172.23.72.184;2023-11-20 10:43:11.504274;Erro;Erro;
172.23.72.184;2023-11-20 10:43:21.748175;Erro;Erro;
172.23.72.184;2023-11-20 10:43:44.273972;Erro;Erro;
172.23.72.184;2023-11-20 10:43:56.575914;Erro;Erro;
172.23.72.184;2023-11-20 10:44:19.088339;Erro;Erro;
172.23.72.184;2023-11-20 10:44:31.376333;Erro;Erro;
172.23.72.184;2023-11-20 10:44:51.871908;Erro;Erro;
172.23.72.184;2023-11-20 10:45:04.159902;Erro;Erro;
172.23.72.184;2023-11-20 10:45:26.680167;Erro;Erro;
172.23.72.184;2023-11-20 10:45:36.927925;Erro;Erro;
172.23.72.184;2023-11-20 10:45:59.448165;Erro;Erro;
172.23.72.184;2023-11-20 10:46:11.751918;Erro;Erro;
172.23.72.184;2023-11-20 10:46:34.264167;Erro;Erro;
172.23.72.184;2023-11-20 10:46:44.519961;Erro;Erro;
172.23.72.184;2023-11-20 10:47:09.080157;Erro;Erro;
172.23.72.184;2023-11-20 10:47:21.360389;Erro;Erro;
172.23.72.184;2023-11-20 10:47:41.848164;Erro;Erro;
172.23.72.184;2023-11-20 10:47:54.151943;Erro;Erro;
172.23.72.184;2023-11-20 10:48:16.664199;Erro;Erro;
172.23.72.184;2023-11-20 10:48:28.948204;Erro;Erro;
172.23.72.184;2023-11-20 10:48:49.436975;Erro;Erro;
172.23.72.184;2023-11-20 10:49:01.727759;Erro;Erro;
172.23.72.184;2023-11-20 10:49:24.244277;Erro;Erro;
172.23.72.184;2023-11-20 10:49:36.528257;Erro;Erro;
172.23.72.184;2023-11-20 10:49:57.012219;Erro;Erro;
172.23.72.184;2023-11-20 10:50:09.307993;Erro;Erro;
172.23.72.184;2023-11-20 10:50:31.839901;Erro;Erro;
172.23.72.184;2023-11-20 10:50:44.116171;Erro;Erro;
172.23.72.184;2023-11-20 10:51:06.640339;Erro;Erro;
172.23.72.184;2023-11-20 10:51:16.891976;Erro;Erro;
172.23.72.184;2023-11-20 10:51:39.424032;Erro;Erro;
172.23.72.184;2023-11-20 10:51:51.711924;Erro;Erro;
172.23.72.184;2023-11-20 10:52:14.267959;Erro;Erro;
172.23.72.184;2023-11-20 10:52:26.516166;Erro;Erro;
172.23.72.184;2023-11-20 10:52:49.040477;Erro;Erro;
172.23.72.184;2023-11-20 10:52:59.295910;Erro;Erro;
172.23.72.184;2023-11-20 10:53:21.808324;Erro;Erro;
172.23.72.184;2023-11-20 10:53:34.104173;Erro;Erro;
172.23.72.184;2023-11-20 10:53:56.624332;Erro;Erro;
172.23.72.184;2023-11-20 10:54:08.923928;Erro;Erro;
172.23.72.184;2023-11-20 10:54:29.407962;Erro;Erro;
172.23.72.184;2023-11-20 10:54:41.684173;Erro;Erro;
172.23.72.184;2023-11-20 10:55:04.223939;Erro;Erro;
172.23.72.184;2023-11-20 10:55:16.496345;Erro;Erro;
172.23.72.184;2023-11-20 10:55:39.024445;Erro;Erro;
172.23.72.184;2023-11-20 10:55:49.268227;Erro;Erro;
172.23.72.184;2023-11-20 10:56:11.807948;Erro;Erro;
172.23.72.184;2023-11-20 10:56:24.091959;Erro;Erro;
172.23.72.184;2023-11-20 10:56:46.631964;Erro;Erro;
172.23.72.184;2023-11-20 10:56:58.896326;Erro;Erro;
172.23.72.184;2023-11-20 10:57:19.411511;-20.482178942;-43.916491232
172.23.72.184;2023-11-20 10:57:21.432225;Erro;Erro;
172.23.72.184;2023-11-20 10:57:23.537677;-20.482210626;-43.916484760
172.23.72.184;2023-11-20 10:57:24.290810;-20.482223225;-43.916480282
172.23.72.184;2023-11-20 10:57:27.172719;-20.482234854;-43.916475724
172.23.72.184;2023-11-20 10:57:31.668169;Erro;Erro;
172.23.72.184;2023-11-20 10:57:33.758147;-20.482431276;-43.916392171
172.23.72.184;2023-11-20 10:57:38.304764;-20.482438494;-43.916390879
172.23.72.184;2023-11-20 10:57:56.240356;Erro;Erro;
172.23.72.184;2023-11-20 10:58:01.319774;-20.482482980;-43.916377876
172.23.72.184;2023-11-20 10:58:06.480300;Erro;Erro;
172.23.72.184;2023-11-20 10:58:12.264728;-20.482494364;-43.916338323
172.23.72.184;2023-11-20 10:58:34.919504;-20.482523007;-43.916382028
172.23.72.184;2023-11-20 10:58:46.511965;-20.482489110;-43.916392568
172.23.72.184;2023-11-20 10:59:09.109174;-20.482492395;-43.916394666
172.23.72.184;2023-11-20 10:59:20.751883;-20.482496487;-43.916395359
172.23.72.184;2023-11-20 10:59:43.608462;-20.482521294;-43.916416040
172.23.72.184;2023-11-20 10:59:53.580719;-20.482638373;-43.916534126
172.23.72.184;2023-11-20 11:00:17.008726;-20.482762167;-43.916413246
172.23.72.184;2023-11-20 11:00:28.504701;-20.482775186;-43.916507627
172.23.72.184;2023-11-20 11:00:51.900961;-20.482839647;-43.916534764
172.23.72.184;2023-11-20 11:01:02.110281;-20.482840173;-43.916535510
172.23.72.184;2023-11-20 11:01:26.023762;-20.482827200;-43.916298957
172.23.72.184;2023-11-20 11:01:36.228731;-20.482821663;-43.916301472
172.23.72.184;2023-11-20 11:02:00.000743;-20.482818333;-43.916311690
172.23.72.184;2023-11-20 11:02:09.968726;-20.482816088;-43.916312613
172.23.72.184;2023-11-20 11:02:33.411624;-20.482679589;-43.916337307
172.23.72.184;2023-11-20 11:02:43.958928;-20.482617503;-43.916362626
172.23.72.184;2023-11-20 11:03:08.135037;-20.481831079;-43.916423590
172.23.72.184;2023-11-20 11:03:18.187285;-20.481834195;-43.916423092
172.23.72.184;2023-11-20 11:03:43.119615;-20.481835932;-43.916429480
172.23.72.184;2023-11-20 11:03:52.660703;-20.481878764;-43.916303928
172.23.72.184;2023-11-20 11:04:16.563091;-20.481871259;-43.916313518
172.23.72.184;2023-11-20 11:04:26.379906;-20.481992879;-43.916410074
172.23.72.184;2023-11-20 11:04:50.592581;-20.482148035;-43.916267750
172.23.72.184;2023-11-20 11:05:00.815324;-20.482154742;-43.916284406
172.23.72.184;2023-11-20 11:05:24.493156;-20.482470289;-43.916289669
172.23.72.184;2023-11-20 11:05:35.008323;-20.482403332;-43.916333049
172.23.72.184;2023-11-20 11:05:58.119936;-20.482541245;-43.916103669
172.23.72.184;2023-11-20 11:06:09.123756;-20.482640184;-43.916158824
172.23.72.184;2023-11-20 11:06:33.187888;-20.482740326;-43.916049709
172.23.72.184;2023-11-20 11:06:42.708745;-20.482709947;-43.916082547
172.23.72.184;2023-11-20 11:07:07.020706;-20.482824123;-43.916177529
172.23.72.184;2023-11-20 11:07:17.056728;-20.482892689;-43.916200521
172.23.72.184;2023-11-20 11:07:41.711099;-20.482848618;-43.916119541
172.23.72.184;2023-11-20 11:07:51.124695;-20.482821572;-43.916051327
172.23.72.184;2023-11-20 11:08:15.256751;-20.482901853;-43.916178317
172.23.72.184;2023-11-20 11:08:25.137945;-20.482777711;-43.916217701
172.23.72.184;2023-11-20 11:08:49.804378;-20.482832789;-43.916172358
172.23.72.184;2023-11-20 11:08:59.451679;-20.482908235;-43.916260554
172.23.72.184;2023-11-20 11:09:24.384743;-20.483011667;-43.916306038
172.23.72.184;2023-11-20 11:09:33.709347;-20.483010333;-43.916303979
172.23.72.184;2023-11-20 11:09:58.420709;-20.482981309;-43.916270998
172.23.72.184;2023-11-20 11:10:07.306544;-20.482968939;-43.916317154
172.23.72.184;2023-11-20 11:10:32.808726;-20.482940892;-43.916290486
172.23.72.184;2023-11-20 11:10:41.428758;-20.482982905;-43.916438477
172.23.72.184;2023-11-20 11:11:06.570270;-20.482962190;-43.916507995
172.23.72.184;2023-11-20 11:11:16.356894;-20.482890503;-43.916521620
172.23.72.184;2023-11-20 11:11:41.032175;-20.482693404;-43.916488248
172.23.72.184;2023-11-20 11:11:49.915150;-20.482699739;-43.916486830
172.23.72.184;2023-11-20 11:12:15.224936;-20.482792859;-43.916515595
172.23.72.184;2023-11-20 11:12:23.713737;-20.482722737;-43.916618341
172.23.72.184;2023-11-20 11:12:49.711687;-20.482664129;-43.916707108
172.23.72.184;2023-11-20 11:12:58.337599;-20.482653132;-43.916724088
172.23.72.184;2023-11-20 11:13:23.924723;-20.482628152;-43.916722792
172.23.72.184;2023-11-20 11:13:32.271825;-20.482621678;-43.916722440
172.23.72.184;2023-11-20 11:13:57.547702;-20.482628717;-43.916800178
172.23.72.184;2023-11-20 11:14:06.647780;-20.482645743;-43.916820418
172.23.72.184;2023-11-20 11:14:32.409971;-20.482744882;-43.916845722
172.23.72.184;2023-11-20 11:14:39.932946;-20.482744805;-43.916845662
172.23.72.184;2023-11-20 11:15:07.168695;-20.482745027;-43.916845670
172.23.72.184;2023-11-20 11:15:14.872948;-20.482744747;-43.916845489
172.23.72.184;2023-11-20 11:15:41.748729;-20.482745956;-43.916845580
172.23.72.184;2023-11-20 11:15:48.127915;-20.482745868;-43.916845597
172.23.72.184;2023-11-20 11:16:16.220737;-20.482745875;-43.916845690
172.23.72.184;2023-11-20 11:16:23.043522;-20.482745927;-43.916845722
172.23.72.184;2023-11-20 11:16:49.976715;-20.482746195;-43.916845958
172.23.72.184;2023-11-20 11:16:57.190847;-20.482746265;-43.916846054
172.23.72.184;2023-11-20 11:17:24.510895;-20.482746541;-43.916846440
172.23.72.184;2023-11-20 11:17:31.392392;-20.482746619;-43.916846523
172.23.72.184;2023-11-20 11:17:58.846294;-20.482746838;-43.916846717
172.23.72.184;2023-11-20 11:18:05.716752;-20.482746841;-43.916846731
172.23.72.184;2023-11-20 11:18:33.640881;-20.482746752;-43.916846691
172.23.72.184;2023-11-20 11:18:40.036732;-20.482746717;-43.916846671
172.23.72.184;2023-11-20 11:19:08.624806;-20.482746525;-43.916846543
172.23.72.184;2023-11-20 11:19:14.527963;-20.482746489;-43.916846515
172.23.72.184;2023-11-20 11:19:43.815560;-20.482745319;-43.916845515
172.23.72.184;2023-11-20 11:19:49.255188;-20.482703900;-43.916837863
172.23.72.184;2023-11-20 11:20:18.709909;-20.482656268;-43.916730410
172.23.72.184;2023-11-20 11:20:24.559587;-20.482662367;-43.916708135
172.23.72.184;2023-11-20 11:20:52.713886;-20.482681908;-43.916708330
172.23.72.184;2023-11-20 11:20:59.056736;-20.482680227;-43.916706674
172.23.72.184;2023-11-20 11:21:28.720709;-20.482747835;-43.916602478
172.23.72.184;2023-11-20 11:21:34.148708;-20.482753829;-43.916594901
172.23.72.184;2023-11-20 11:22:03.476799;-20.482767541;-43.916608256
172.23.72.184;2023-11-20 11:22:08.038180;-20.482767500;-43.916599533
172.23.72.184;2023-11-20 11:22:37.796497;-20.482757914;-43.916585191
172.23.72.184;2023-11-20 11:22:43.600121;-20.482757419;-43.916589365
172.23.72.184;2023-11-20 11:25:22.836219;Erro;Erro;
172.23.72.184;2023-11-20 11:25:28.983901;Erro;Erro;
172.23.72.184;2023-11-20 11:25:57.652243;Erro;Erro;
172.23.72.184;2023-11-20 11:26:03.796170;Erro;Erro;
172.23.72.184;2023-11-20 11:26:32.468263;Erro;Erro;
172.23.72.184;2023-11-20 11:26:38.616221;Erro;Erro;
172.23.72.184;2023-11-20 11:27:05.247909;Erro;Erro;
172.23.72.184;2023-11-20 11:27:13.439896;Erro;Erro;
172.23.72.184;2023-11-20 11:27:42.104158;Erro;Erro;
172.23.72.184;2023-11-20 11:27:48.267838;Erro;Erro;
172.23.72.184;2023-11-20 11:28:16.912300;Erro;Erro;
172.23.72.184;2023-11-20 11:28:23.060173;Erro;Erro;
172.23.72.184;2023-11-20 11:28:51.728272;Erro;Erro;
172.23.72.184;2023-11-20 11:28:57.872275;Erro;Erro;
172.23.72.184;2023-11-20 11:29:26.552165;Erro;Erro;
172.23.72.184;2023-11-20 11:29:32.688380;Erro;Erro;
172.23.72.184;2023-11-20 11:30:01.364201;Erro;Erro;
172.23.72.184;2023-11-20 11:30:07.508173;Erro;Erro;
172.23.72.184;2023-11-20 11:30:36.176300;Erro;Erro;
172.23.72.184;2023-11-20 11:30:42.335906;Erro;Erro;
172.23.72.184;2023-11-20 11:31:10.992070;Erro;Erro;
172.23.72.184;2023-11-20 11:31:17.147970;Erro;Erro;
172.23.72.184;2023-11-20 11:31:45.808275;Erro;Erro;
172.23.72.184;2023-11-20 11:31:51.956174;Erro;Erro;
172.23.72.184;2023-11-20 11:32:20.624320;Erro;Erro;
172.23.72.184;2023-11-20 11:32:26.791912;Erro;Erro;
172.23.72.184;2023-11-20 11:32:55.444200;Erro;Erro;
172.23.72.184;2023-11-20 11:33:01.584279;Erro;Erro;
172.23.72.184;2023-11-20 11:33:30.267930;Erro;Erro;
172.23.72.184;2023-11-20 11:33:36.415942;Erro;Erro;
172.23.72.184;2023-11-20 11:34:05.087898;Erro;Erro;
172.23.72.184;2023-11-20 11:34:11.224148;Erro;Erro;
172.23.72.184;2023-11-20 11:34:39.888218;Erro;Erro;
172.23.72.184;2023-11-20 11:34:46.036169;Erro;Erro;
172.23.72.184;2023-11-20 11:35:14.719920;Erro;Erro;
172.23.72.184;2023-11-20 11:35:20.852166;Erro;Erro;
172.23.72.184;2023-11-20 11:35:49.522390;Erro;Erro;
172.23.72.184;2023-11-20 11:35:55.664378;Erro;Erro;
172.23.72.184;2023-11-20 11:36:24.336295;Erro;Erro;
172.23.72.184;2023-11-20 11:36:30.479970;Erro;Erro;
172.23.72.184;2023-11-20 11:36:59.160165;Erro;Erro;
172.23.72.184;2023-11-20 11:37:05.296387;Erro;Erro;
172.23.72.184;2023-11-20 11:37:33.972189;Erro;Erro;
172.23.72.184;2023-11-20 11:37:40.123962;Erro;Erro;
172.23.72.184;2023-11-20 11:38:08.784278;Erro;Erro;
172.23.72.184;2023-11-20 11:38:14.932208;Erro;Erro;
172.23.72.184;2023-11-20 11:38:43.602453;Erro;Erro;
172.23.72.184;2023-11-20 11:38:49.744422;Erro;Erro;
172.23.72.184;2023-11-20 11:39:18.416269;Erro;Erro;
