172.23.72.224;2022-12-15 10:30:24.632124;Erro;Erro;
172.23.72.224;2023-11-20 10:48:55.621887;-20.469390842;-43.923506639
172.23.72.224;2023-11-20 10:49:07.495705;-20.469085492;-43.923504749
172.23.72.224;2023-11-20 10:49:30.120715;-20.468502470;-43.923505761
172.23.72.224;2023-11-20 10:49:42.398981;-20.468199349;-43.923499064
172.23.72.224;2023-11-20 10:50:03.710510;-20.467690774;-43.923472692
172.23.72.224;2023-11-20 10:50:15.545899;-20.467387985;-43.923450303
172.23.72.224;2023-11-20 10:50:37.959727;-20.466786087;-43.923491387
172.23.72.224;2023-11-20 10:50:50.056721;-20.466540638;-43.923712256
172.23.72.224;2023-11-20 10:51:12.507594;-20.466393784;-43.924515620
172.23.72.224;2023-11-20 10:51:24.280380;-20.466399989;-43.924880313
172.23.72.224;2023-11-20 10:51:46.593055;-20.466327910;-43.925533608
172.23.72.224;2023-11-20 10:51:58.442934;-20.466170988;-43.925840023
172.23.72.224;2023-11-20 10:52:21.238565;-20.465588320;-43.926124412
172.23.72.224;2023-11-20 10:52:32.532705;-20.465258981;-43.926164538
172.23.72.224;2023-11-20 10:52:54.895078;-20.464586906;-43.925992600
172.23.72.224;2023-11-20 10:53:05.634437;-20.464237484;-43.925883359
172.23.72.224;2023-11-20 10:53:28.564723;-20.463396214;-43.925640068
172.23.72.224;2023-11-20 10:53:39.696176;-20.462987125;-43.925494559
172.23.72.224;2023-11-20 10:54:02.616828;-20.462232246;-43.925166772
172.23.72.224;2023-11-20 10:54:13.843533;-20.461886159;-43.925022313
172.23.72.224;2023-11-20 10:54:36.502832;-20.461146708;-43.925136780
172.23.72.224;2023-11-20 10:54:48.296326;-20.461376375;-43.925772805
172.23.72.224;2023-11-20 10:55:11.153419;-20.461577125;-43.927405326
172.23.72.224;2023-11-20 10:55:22.180941;-20.462009304;-43.928039776
172.23.72.224;2023-11-20 10:55:45.144707;-20.463356483;-43.928807008
172.23.72.224;2023-11-20 10:55:56.507775;-20.464026749;-43.929088921
172.23.72.224;2023-11-20 10:56:18.804858;-20.464787871;-43.929614436
172.23.72.224;2023-11-20 10:56:30.442645;-20.465129997;-43.929821876
172.23.72.224;2023-11-20 10:56:53.116904;-20.465822083;-43.930113679
172.23.72.224;2023-11-20 10:57:03.916707;-20.466178951;-43.930283966
172.23.72.224;2023-11-20 10:57:27.005654;-20.466917369;-43.930697304
172.23.72.224;2023-11-20 10:57:38.451661;-20.467304640;-43.930905166
172.23.72.224;2023-11-20 10:58:00.728738;-20.468130334;-43.930830858
172.23.72.224;2023-11-20 10:58:12.932857;-20.468593187;-43.930647434
172.23.72.224;2023-11-20 10:58:35.517816;-20.468908176;-43.930476226
172.23.72.224;2023-11-20 10:58:46.581879;-20.468992933;-43.930209697
172.23.72.224;2023-11-20 10:59:08.552132;-20.468728380;-43.929529834
172.23.72.224;2023-11-20 10:59:20.702074;-20.468719897;-43.929574947
172.23.72.224;2023-11-20 10:59:43.786940;-20.468817488;-43.929517852
172.23.72.224;2023-11-20 10:59:54.728134;-20.468819597;-43.929515819
172.23.72.224;2023-11-20 11:00:17.024720;-20.468810743;-43.929573739
172.23.72.224;2023-11-20 11:00:28.164209;-20.468811237;-43.929573646
172.23.72.224;2023-11-20 11:00:52.063339;-20.468812333;-43.929571522
172.23.72.224;2023-11-20 11:01:02.590829;-20.468802901;-43.929640937
172.23.72.224;2023-11-20 11:01:26.194993;-20.468788426;-43.930514416
172.23.72.224;2023-11-20 11:01:36.905973;-20.468495801;-43.930729987
172.23.72.224;2023-11-20 11:02:00.273758;-20.467719349;-43.930917416
172.23.72.224;2023-11-20 11:02:10.815893;-20.467318945;-43.930798879
172.23.72.224;2023-11-20 11:02:34.236577;-20.466841945;-43.930572696
172.23.72.224;2023-11-20 11:02:44.642410;-20.466220078;-43.930238721
172.23.72.224;2023-11-20 11:03:08.516699;-20.464850153;-43.929563977
172.23.72.224;2023-11-20 11:03:18.792699;-20.464114602;-43.929087078
172.23.72.224;2023-11-20 11:03:43.294647;-20.461925500;-43.927793032
172.23.72.224;2023-11-20 11:03:52.560707;-20.461682960;-43.927033671
172.23.72.224;2023-11-20 11:04:17.045663;-20.461331713;-43.925381836
172.23.72.224;2023-11-20 11:04:27.159822;-20.461311310;-43.925144318
172.23.72.224;2023-11-20 11:04:51.259400;-20.459992350;-43.924722543
172.23.72.224;2023-11-20 11:05:01.234380;-20.458906488;-43.924502552
172.23.72.224;2023-11-20 11:05:24.744726;-20.457149307;-43.923170106
172.23.72.224;2023-11-20 11:05:34.748401;-20.456570549;-43.922705431
172.23.72.224;2023-11-20 11:05:59.062274;-20.456187870;-43.922175652
172.23.72.224;2023-11-20 11:06:09.437592;-20.455834545;-43.921690851
172.23.72.224;2023-11-20 11:06:33.412914;-20.454409059;-43.920520927
172.23.72.224;2023-11-20 11:06:43.074115;-20.454023231;-43.920275525
172.23.72.224;2023-11-20 11:07:07.399409;-20.453592714;-43.920025457
172.23.72.224;2023-11-20 11:07:17.432216;-20.453087674;-43.919825828
172.23.72.224;2023-11-20 11:07:41.911959;-20.451613910;-43.919214845
172.23.72.224;2023-11-20 11:07:51.422805;-20.451157548;-43.919204241
172.23.72.224;2023-11-20 11:08:15.870914;-20.450467399;-43.919467684
172.23.72.224;2023-11-20 11:08:25.524476;-20.450501769;-43.919472569
172.23.72.224;2023-11-20 11:08:49.392067;-20.450571732;-43.919548449
172.23.72.224;2023-11-20 11:08:59.841759;-20.450571995;-43.919548873
172.23.72.224;2023-11-20 11:09:24.534250;-20.450573331;-43.919548812
172.23.72.224;2023-11-20 11:09:33.997831;-20.450573569;-43.919548507
172.23.72.224;2023-11-20 11:09:58.891868;-20.450573416;-43.919548512
172.23.72.224;2023-11-20 11:10:07.620727;-20.450573423;-43.919548600
172.23.72.224;2023-11-20 11:10:32.945472;-20.450573655;-43.919548597
172.23.72.224;2023-11-20 11:10:41.915594;-20.450573755;-43.919548577
172.23.72.224;2023-11-20 11:11:06.766476;-20.450573925;-43.919548499
172.23.72.224;2023-11-20 11:11:16.548804;-20.450573898;-43.919548492
172.23.72.224;2023-11-20 11:11:40.457135;-20.450573614;-43.919548448
172.23.72.224;2023-11-20 11:11:50.319159;-20.450573427;-43.919548443
172.23.72.224;2023-11-20 11:12:16.134227;-20.450572909;-43.919548374
172.23.72.224;2023-11-20 11:12:25.633737;-20.450572782;-43.919548378
172.23.72.224;2023-11-20 11:12:49.586959;-20.450572557;-43.919548471
172.23.72.224;2023-11-20 11:12:58.434406;-20.450572522;-43.919548509
172.23.72.224;2023-11-20 11:13:24.671969;-20.450851942;-43.919231134
172.23.72.224;2023-11-20 11:13:32.314680;-20.451136764;-43.919186006
172.23.72.224;2023-11-20 11:13:57.998073;-20.451884352;-43.919317709
172.23.72.224;2023-11-20 11:14:06.631711;-20.452097158;-43.919431060
172.23.72.224;2023-11-20 11:14:32.708786;-20.452804202;-43.919730802
172.23.72.224;2023-11-20 11:14:40.409725;-20.453019527;-43.919829994
172.23.72.224;2023-11-20 11:15:07.726178;-20.453750708;-43.920183875
172.23.72.224;2023-11-20 11:15:14.765548;-20.453942816;-43.920276289
172.23.72.224;2023-11-20 11:15:41.719399;-20.454604143;-43.920726365
172.23.72.224;2023-11-20 11:15:49.340721;-20.454797421;-43.920863826
172.23.72.224;2023-11-20 11:16:16.140740;-20.455439885;-43.921360908
172.23.72.224;2023-11-20 11:16:23.129615;-20.455600397;-43.921501376
172.23.72.224;2023-11-20 11:16:50.313039;-20.456139111;-43.922093941
172.23.72.224;2023-11-20 11:16:56.952401;-20.456243893;-43.922220671
172.23.72.224;2023-11-20 11:17:24.602444;-20.456592616;-43.922898637
172.23.72.224;2023-11-20 11:17:31.914703;-20.456746468;-43.923064310
172.23.72.224;2023-11-20 11:17:59.455820;-20.457418041;-43.923596204
172.23.72.224;2023-11-20 11:18:05.552766;-20.457597200;-43.923741210
172.23.72.224;2023-11-20 11:18:34.267744;-20.458604626;-43.924441423
172.23.72.224;2023-11-20 11:18:40.025793;-20.458897505;-43.924576270
172.23.72.224;2023-11-20 11:19:08.616857;-20.460327263;-43.924764525
172.23.72.224;2023-11-20 11:19:14.776093;-20.460574921;-43.924790118
172.23.72.224;2023-11-20 11:19:43.747733;-20.461101610;-43.925128157
172.23.72.224;2023-11-20 11:19:49.560735;-20.461137516;-43.925194193
172.23.72.224;2023-11-20 11:20:19.127511;-20.461335336;-43.925444554
172.23.72.224;2023-11-20 11:20:24.507427;-20.461454667;-43.925359000
172.23.72.224;2023-11-20 11:20:53.746332;-20.461389000;-43.925236422
172.23.72.224;2023-11-20 11:20:59.394864;-20.461418775;-43.925265873
172.23.72.224;2023-11-20 11:21:28.517892;-20.461439966;-43.925279439
172.23.72.224;2023-11-20 11:21:34.278547;-20.461434657;-43.925283156
172.23.72.224;2023-11-20 11:22:03.513202;-20.461396853;-43.925228415
172.23.72.224;2023-11-20 11:22:09.012193;-20.461397645;-43.925226676
172.23.72.224;2023-11-20 11:22:37.991549;-20.461423792;-43.925004887
172.23.72.224;2023-11-20 11:22:43.868222;-20.461418636;-43.925073785
172.23.72.224;2023-11-20 11:23:12.993125;-20.462775882;-43.925552168
172.23.72.224;2023-11-20 11:23:18.438545;-20.463181652;-43.925687233
172.23.72.224;2023-11-20 11:23:47.463071;-20.465311444;-43.926225223
172.23.72.224;2023-11-20 11:23:53.357241;-20.465779341;-43.926186110
172.23.72.224;2023-11-20 11:24:22.225955;-20.466466232;-43.924087464
172.23.72.224;2023-11-20 11:24:27.711373;-20.466722429;-43.923717874
172.23.72.224;2023-11-20 11:24:57.164010;-20.467572126;-43.923547691
172.23.72.224;2023-11-20 11:25:02.936489;-20.467592144;-43.923548913
172.23.72.224;2023-11-20 11:25:32.152854;-20.467796458;-43.923575654
172.23.72.224;2023-11-20 11:25:38.205336;-20.467796452;-43.923575699
172.23.72.224;2023-11-20 11:26:06.656924;-20.467796537;-43.923575896
172.23.72.224;2023-11-20 11:26:12.557459;-20.467796364;-43.923575848
172.23.72.224;2023-11-20 11:26:41.524369;-20.467795803;-43.923575326
172.23.72.224;2023-11-20 11:26:47.724044;-20.467823532;-43.923576048
172.23.72.224;2023-11-20 11:27:16.415924;-20.468460547;-43.923615199
172.23.72.224;2023-11-20 11:27:22.520866;-20.468651786;-43.923583625
172.23.72.224;2023-11-20 11:27:51.512594;-20.470072569;-43.923635935
172.23.72.224;2023-11-20 11:27:57.020787;-20.470345251;-43.923663736
172.23.72.224;2023-11-20 11:28:26.577534;-20.471893992;-43.923878070
172.23.72.224;2023-11-20 11:28:32.483499;-20.472182780;-43.923958733
172.23.72.224;2023-11-20 11:29:01.284046;-20.473892188;-43.923399611
172.23.72.224;2023-11-20 11:29:06.619937;-20.474259446;-43.923185809
172.23.72.224;2023-11-20 11:29:36.172780;-20.475295246;-43.921416385
172.23.72.224;2023-11-20 11:29:41.564686;-20.475175292;-43.921100623
172.23.72.224;2023-11-20 11:30:10.451730;-20.474662502;-43.919781163
172.23.72.224;2023-11-20 11:30:16.344709;-20.474650494;-43.919499087
172.23.72.224;2023-11-20 11:30:46.004835;-20.474704133;-43.918340516
172.23.72.224;2023-11-20 11:30:51.330878;-20.474704705;-43.918340563
172.23.72.224;2023-11-20 11:31:20.224724;-20.474553394;-43.917530709
172.23.72.224;2023-11-20 11:31:26.197334;-20.474184092;-43.917415089
172.23.72.224;2023-11-20 11:31:55.194669;-20.473274502;-43.919074631
172.23.72.224;2023-11-20 11:32:00.831218;-20.473232673;-43.919353831
172.23.72.224;2023-11-20 11:32:29.994961;-20.472985812;-43.920564203
172.23.72.224;2023-11-20 11:32:35.813590;-20.472866921;-43.920789667
172.23.72.224;2023-11-20 11:33:05.259537;-20.472485902;-43.920897537
172.23.72.224;2023-11-20 11:33:10.049309;-20.472409446;-43.920927906
172.23.72.224;2023-11-20 11:33:39.426747;-20.471007342;-43.920969827
172.23.72.224;2023-11-20 11:33:45.155932;-20.470728186;-43.920960773
172.23.72.224;2023-11-20 11:34:14.404865;-20.470383365;-43.920827345
172.23.72.224;2023-11-20 11:34:20.220493;-20.470383803;-43.920827513
172.23.72.224;2023-11-20 11:34:49.321541;-20.470385012;-43.920829723
172.23.72.224;2023-11-20 11:34:55.024409;-20.470384902;-43.920829862
172.23.72.224;2023-11-20 11:35:24.063662;-20.470380858;-43.920827491
172.23.72.224;2023-11-20 11:35:29.429384;-20.470380195;-43.920826669
172.23.72.224;2023-11-20 11:35:58.683492;-20.470380385;-43.920826506
172.23.72.224;2023-11-20 11:36:04.941833;-20.470380462;-43.920826525
172.23.72.224;2023-11-20 11:36:34.286553;-20.470380987;-43.920826572
172.23.72.224;2023-11-20 11:36:39.631648;-20.470381136;-43.920826605
172.23.72.224;2023-11-20 11:37:08.579068;-20.470381967;-43.920826874
172.23.72.224;2023-11-20 11:37:14.184164;-20.470400910;-43.920796967
172.23.72.224;2023-11-20 11:37:42.948715;-20.471239199;-43.920911105
172.23.72.224;2023-11-20 11:37:48.464209;-20.471465558;-43.920954625
172.23.72.224;2023-11-20 11:38:18.331015;-20.472421200;-43.920192589
172.23.72.224;2023-11-20 11:38:23.435297;-20.472352660;-43.919696928
172.23.72.224;2023-11-20 11:38:52.952967;-20.472175129;-43.917799822
172.23.72.224;2023-11-20 11:38:58.537312;-20.472153437;-43.917638126
172.23.72.224;2023-11-20 11:39:27.464268;-20.472284885;-43.917208974
172.23.72.224;2023-11-20 11:39:33.084550;-20.472338242;-43.917117556
172.23.72.224;2023-11-20 11:40:02.536693;-20.472404938;-43.917002810
172.23.72.224;2023-11-20 11:40:08.175932;-20.472405233;-43.917002339
172.23.72.224;2023-11-20 11:40:37.724432;-20.472404974;-43.917000775
172.23.72.224;2023-11-20 11:40:42.949332;-20.472404999;-43.917000711
172.23.72.224;2023-11-20 11:41:12.244551;-20.472404686;-43.917001297
172.23.72.224;2023-11-20 11:41:17.712780;-20.472404557;-43.917001469
172.23.72.224;2023-11-20 11:41:47.342330;-20.472403807;-43.917002533
172.23.72.224;2023-11-20 11:41:52.809008;-20.472403660;-43.917002723
172.23.72.224;2023-11-20 11:42:21.838826;-20.472402891;-43.917003600
172.23.72.224;2023-11-20 11:42:27.181735;-20.472402771;-43.917003742
172.23.72.224;2023-11-20 11:42:57.016376;-20.472402320;-43.917004275
172.23.72.224;2023-11-20 11:43:02.796081;-20.472402292;-43.917004316
172.23.72.224;2023-11-20 11:43:31.857449;-20.472402491;-43.917004256
172.23.72.224;2023-11-20 11:43:37.352022;-20.472402591;-43.917004185
172.23.72.224;2023-11-20 11:44:06.405020;-20.472403185;-43.917003722
172.23.72.224;2023-11-20 11:44:12.453804;-20.472403318;-43.917003618
172.23.72.224;2023-11-20 11:44:41.212986;-20.472403863;-43.917003343
172.23.72.224;2023-11-20 11:44:47.190164;-20.472403951;-43.917003333
172.23.72.224;2023-11-20 11:45:16.987368;-20.472404189;-43.917003488
172.23.72.224;2023-11-20 11:45:21.688714;-20.472404196;-43.917003538
172.23.72.224;2023-11-20 11:45:51.730389;-20.472404102;-43.917003888
172.23.72.224;2023-11-20 11:45:56.896738;-20.472404074;-43.917003952
172.23.72.224;2023-11-20 11:46:26.274593;-20.472403912;-43.917004288
172.23.72.224;2023-11-20 11:46:31.940720;-20.472403894;-43.917004342
172.23.72.224;2023-11-20 11:47:01.137728;-20.472403906;-43.917004471
172.23.72.224;2023-11-20 11:47:07.148092;-20.472424471;-43.916967728
172.23.72.224;2023-11-20 11:47:36.253720;-20.472755067;-43.916825014
172.23.72.224;2023-11-20 11:47:41.581945;-20.472746552;-43.916699854
172.23.72.224;2023-11-20 11:48:10.721138;-20.472828235;-43.916525367
172.23.72.224;2023-11-20 11:48:16.766330;-20.472827993;-43.916525441
172.23.72.224;2023-11-20 11:48:45.550092;-20.472827974;-43.916526829
172.23.72.224;2023-11-20 11:48:51.576707;-20.472827936;-43.916527157
172.23.72.224;2023-11-20 11:49:20.857090;-20.472827311;-43.916527856
172.23.72.224;2023-11-20 11:49:26.975196;-20.472826923;-43.916527625
172.23.72.224;2023-11-20 11:49:55.756817;-20.472826370;-43.916527084
172.23.72.224;2023-11-20 11:50:01.630423;-20.472826463;-43.916527044
172.23.72.224;2023-11-20 11:50:30.854281;-20.472826641;-43.916526522
172.23.72.224;2023-11-20 11:50:36.476406;-20.472826942;-43.916525787
172.23.72.224;2023-11-20 11:51:05.736718;-20.472826569;-43.916524043
172.23.72.224;2023-11-20 11:51:11.338775;-20.472826052;-43.916523616
172.23.72.224;2023-11-20 11:51:40.120750;-20.472825531;-43.916523576
172.23.72.224;2023-11-20 11:51:46.331529;-20.472825761;-43.916523833
172.23.72.224;2023-11-20 11:52:15.856326;-20.472825697;-43.916524148
172.23.72.224;2023-11-20 11:52:21.621388;-20.472825784;-43.916524230
172.23.72.224;2023-11-20 11:52:50.472755;-20.472825714;-43.916524180
172.23.72.224;2023-11-20 11:52:56.262719;-20.472825724;-43.916524179
172.23.72.224;2023-11-20 11:53:25.263082;-20.472825939;-43.916524338
172.23.72.224;2023-11-20 11:53:31.434883;-20.472826032;-43.916524428
172.23.72.224;2023-11-20 11:54:00.157347;-20.472797526;-43.916526801
172.23.72.224;2023-11-20 11:54:05.415162;-20.472702409;-43.916636936
172.23.72.224;2023-11-20 11:54:35.835176;-20.472151843;-43.917753727
172.23.72.224;2023-11-20 11:54:41.216709;-20.472112538;-43.917987418
172.23.72.224;2023-11-20 11:55:10.370128;-20.472341456;-43.919497397
172.23.72.224;2023-11-20 11:55:15.804394;-20.472412963;-43.919821426
172.23.72.224;2023-11-20 11:55:45.299125;-20.472317164;-43.920820349
172.23.72.224;2023-11-20 11:55:51.038597;-20.472412427;-43.921026771
172.23.72.224;2023-11-20 11:56:20.083883;-20.473125984;-43.920268273
172.23.72.224;2023-11-20 11:56:25.224117;-20.473155656;-43.920093479
172.23.72.224;2023-11-20 11:56:54.458940;-20.473319164;-43.919126581
172.23.72.224;2023-11-20 11:57:00.616739;-20.473327097;-43.918932675
172.23.72.224;2023-11-20 11:57:29.680817;-20.473250768;-43.918030751
172.23.72.224;2023-11-20 11:57:35.006400;-20.473266818;-43.917841516
172.23.72.224;2023-11-20 11:58:04.570493;-20.474377541;-43.917567379
172.23.72.224;2023-11-20 11:58:10.167635;-20.474512643;-43.917674035
172.23.72.224;2023-11-20 11:58:39.230004;-20.474549712;-43.918676768
172.23.72.224;2023-11-20 11:58:45.390013;-20.474551705;-43.918884960
172.23.72.224;2023-11-20 11:59:14.151901;-20.474648275;-43.920281030
172.23.72.224;2023-11-20 11:59:19.934558;-20.474826182;-43.920633488
172.23.72.224;2023-11-20 11:59:49.215214;-20.474858527;-43.922546164
172.23.72.224;2023-11-20 11:59:55.280779;-20.474569872;-43.922841952
172.23.72.224;2023-11-20 12:00:24.332004;-20.473516440;-43.923461016
172.23.72.224;2023-11-20 12:00:29.895985;-20.473340490;-43.923533857
172.23.72.224;2023-11-20 12:00:58.740051;-20.472520139;-43.923804102
172.23.72.224;2023-11-20 12:01:05.180712;-20.472347824;-43.923810605
172.23.72.224;2023-11-20 12:01:34.570342;-20.471312610;-43.923677450
172.23.72.224;2023-11-20 12:01:39.937513;-20.471128427;-43.923654170
172.23.72.224;2023-11-20 12:02:09.172721;-20.470329208;-43.923577435
172.23.72.224;2023-11-20 12:02:15.040628;-20.470167209;-43.923562211
172.23.72.224;2023-11-20 12:02:44.283865;-20.469423195;-43.923520062
172.23.72.224;2023-11-20 12:02:49.542584;-20.469286502;-43.923516022
172.23.72.224;2023-11-20 12:03:19.406288;-20.468518769;-43.923511724
172.23.72.224;2023-11-20 12:03:24.745986;-20.468383040;-43.923510140
172.23.72.224;2023-11-20 12:03:54.377818;-20.467652644;-43.923476231
172.23.72.224;2023-11-20 12:03:59.816700;-20.467517568;-43.923463544
172.23.72.224;2023-11-20 12:04:28.958521;-20.466730946;-43.923522566
172.23.72.224;2023-11-20 12:04:34.625467;-20.466609845;-43.923631163
172.23.72.224;2023-11-20 12:05:04.566925;-20.466409058;-43.924650607
172.23.72.224;2023-11-20 12:05:09.138494;-20.466402710;-43.924777678
172.23.72.224;2023-11-20 12:05:38.372735;-20.466290275;-43.925620485
172.23.72.224;2023-11-20 12:05:44.168684;-20.466219985;-43.925775740
172.23.72.224;2023-11-20 12:06:13.596562;-20.465467618;-43.926154287
172.23.72.224;2023-11-20 12:06:18.816709;-20.465302998;-43.926174253
172.23.72.224;2023-11-20 12:06:48.697541;-20.464355785;-43.925945303
172.23.72.224;2023-11-20 12:06:54.202425;-20.464182554;-43.925906279
172.23.72.224;2023-11-20 12:07:23.603713;-20.463436273;-43.925357867
172.23.72.224;2023-11-20 12:07:29.021698;-20.463279420;-43.925314933
172.23.72.224;2023-11-20 12:07:58.263065;-20.463212547;-43.925317583
172.23.72.224;2023-11-20 12:08:03.946083;-20.463212453;-43.925318022
172.23.72.224;2023-11-20 12:10:42.587933;Erro;Erro;
172.23.72.224;2023-11-20 12:10:48.735903;Erro;Erro;
172.23.72.224;2023-11-20 12:11:17.407899;Erro;Erro;
172.23.72.224;2023-11-20 12:11:23.563909;Erro;Erro;
172.23.72.224;2023-11-20 12:11:52.216164;Erro;Erro;
172.23.72.224;2023-11-20 12:11:58.367897;Erro;Erro;
172.23.72.224;2023-11-20 12:12:29.072234;Erro;Erro;
172.23.72.224;2023-11-20 12:12:33.179999;Erro;Erro;
172.23.72.224;2023-11-20 12:13:01.863897;Erro;Erro;
172.23.72.224;2023-11-20 12:13:07.995948;Erro;Erro;
172.23.72.224;2023-11-20 12:13:38.704279;Erro;Erro;
172.23.72.224;2023-11-20 12:13:42.811934;Erro;Erro;
172.23.72.224;2023-11-20 12:14:13.520322;Erro;Erro;
172.23.72.224;2023-11-20 12:14:17.631909;Erro;Erro;
172.23.72.224;2023-11-20 12:14:48.336314;Erro;Erro;
172.23.72.224;2023-11-20 12:14:54.480330;Erro;Erro;
172.23.72.224;2023-11-20 12:15:23.156179;Erro;Erro;
172.23.72.224;2023-11-20 12:15:27.267897;Erro;Erro;
172.23.72.224;2023-11-20 12:15:57.979932;Erro;Erro;
172.23.72.224;2023-11-20 12:16:02.079906;Erro;Erro;
172.23.72.224;2023-11-20 12:16:32.788167;Erro;Erro;
172.23.72.224;2023-11-20 12:16:36.939950;Erro;Erro;
172.23.72.224;2023-11-20 12:17:07.608142;Erro;Erro;
172.23.72.224;2023-11-20 12:17:13.744330;Erro;Erro;
172.23.72.224;2023-11-20 12:17:42.420170;Erro;Erro;
172.23.72.224;2023-11-20 12:17:48.564170;Erro;Erro;
172.23.72.224;2023-11-20 12:18:17.232305;Erro;Erro;
172.23.72.224;2023-11-20 12:18:23.391905;Erro;Erro;
172.23.72.224;2023-11-20 12:18:52.063904;Erro;Erro;
172.23.72.224;2023-11-20 12:18:58.200168;Erro;Erro;
172.23.72.224;2023-11-20 12:19:26.868222;Erro;Erro;
172.23.72.224;2023-11-20 12:19:33.008389;Erro;Erro;
172.23.72.224;2023-11-20 12:20:01.691964;Erro;Erro;
172.23.72.224;2023-11-20 12:20:07.835933;Erro;Erro;
172.23.72.224;2023-11-20 12:20:36.519933;Erro;Erro;
172.23.72.224;2023-11-20 12:20:42.651950;Erro;Erro;
172.23.72.224;2023-11-20 12:21:11.320171;Erro;Erro;
172.23.72.224;2023-11-20 12:21:17.464164;Erro;Erro;
172.23.72.224;2023-11-20 12:21:46.131073;Erro;Erro;
172.23.72.224;2023-11-20 12:21:52.276176;Erro;Erro;
172.23.72.224;2023-11-20 12:22:20.967957;Erro;Erro;
172.23.72.224;2023-11-20 12:22:27.096140;Erro;Erro;
172.23.72.224;2023-11-20 12:22:55.768162;Erro;Erro;
172.23.72.224;2023-11-20 12:23:01.919894;Erro;Erro;
172.23.72.224;2023-11-20 12:23:30.591996;Erro;Erro;
172.23.72.224;2023-11-20 12:23:36.731939;Erro;Erro;
172.23.72.224;2023-11-20 12:24:05.396242;Erro;Erro;
172.23.72.224;2023-11-20 12:24:11.544150;Erro;Erro;
172.23.72.224;2023-11-20 12:24:40.210972;Erro;Erro;
172.23.72.224;2023-11-20 12:24:46.363939;Erro;Erro;
172.23.72.224;2023-11-20 12:25:15.035930;Erro;Erro;
172.23.72.224;2023-11-20 12:25:21.183890;Erro;Erro;
172.23.72.224;2023-11-20 12:25:49.855922;Erro;Erro;
172.23.72.224;2023-11-20 12:25:55.995937;Erro;Erro;
172.23.72.224;2023-11-20 12:26:24.656318;Erro;Erro;
172.23.72.224;2023-11-20 12:26:30.827945;Erro;Erro;
172.23.72.224;2023-11-20 12:27:01.524165;Erro;Erro;
172.23.72.224;2023-11-20 12:27:05.667947;Erro;Erro;
172.23.72.224;2023-11-20 12:27:36.336333;Erro;Erro;
172.23.72.224;2023-11-20 12:27:42.484173;Erro;Erro;
172.23.72.224;2023-11-20 12:28:09.119939;Erro;Erro;
172.23.72.224;2023-11-20 12:28:17.296450;Erro;Erro;
172.23.72.224;2023-11-20 12:28:45.968312;Erro;Erro;
172.23.72.224;2023-11-20 12:28:52.120171;Erro;Erro;
172.23.72.224;2023-11-20 12:29:20.799891;Erro;Erro;
172.23.72.224;2023-11-20 12:29:26.928400;Erro;Erro;
172.23.72.224;2023-11-20 12:29:55.600296;Erro;Erro;
172.23.72.224;2023-11-20 12:30:01.752168;Erro;Erro;
172.23.72.224;2023-11-20 12:30:30.435891;Erro;Erro;
172.23.72.224;2023-11-20 12:30:36.571939;Erro;Erro;
172.23.72.224;2023-11-20 12:31:05.247924;Erro;Erro;
172.23.72.224;2023-11-20 12:31:11.376316;Erro;Erro;
172.23.72.224;2023-11-20 12:31:40.052168;Erro;Erro;
172.23.72.224;2023-11-20 12:31:46.200171;Erro;Erro;
172.23.72.224;2023-11-20 12:32:14.875942;Erro;Erro;
172.23.72.224;2023-11-20 12:32:21.019941;Erro;Erro;
172.23.72.224;2023-11-20 12:32:49.691941;Erro;Erro;
172.23.72.224;2023-11-20 12:32:55.824393;Erro;Erro;
172.23.72.224;2023-11-20 12:33:24.504170;Erro;Erro;
172.23.72.224;2023-11-20 12:33:30.655871;Erro;Erro;
172.23.72.224;2023-11-20 12:33:59.316167;Erro;Erro;
172.23.72.224;2023-11-20 12:34:05.467933;Erro;Erro;
172.23.72.224;2023-11-20 12:34:34.132166;Erro;Erro;
172.23.72.224;2023-11-20 12:34:40.280162;Erro;Erro;
172.23.72.224;2023-11-20 12:35:08.948161;Erro;Erro;
172.23.72.224;2023-11-20 12:35:15.096168;Erro;Erro;
172.23.72.224;2023-11-20 12:35:43.779921;Erro;Erro;
172.23.72.224;2023-11-20 12:35:49.904312;Erro;Erro;
172.23.72.224;2023-11-20 12:36:09.159546;0.000000000;0.000000000
172.23.72.224;2023-11-20 12:36:15.122506;0.000000000;0.000000000
172.23.72.224;2023-11-20 12:36:20.628218;Erro;Erro;
172.23.72.224;2023-11-20 12:36:24.743958;Erro;Erro;
172.23.72.224;2023-11-20 12:36:24.780354;-20.463216652;-43.925298015
172.23.72.224;2023-11-20 12:36:28.887594;-20.463216333;-43.925297627
172.23.72.224;2023-11-20 12:36:29.761586;-20.463216323;-43.925297597
172.23.72.224;2023-11-20 12:36:35.360974;-20.463216139;-43.925309338
172.23.72.224;2023-11-20 12:36:55.440301;Erro;Erro;
172.23.72.224;2023-11-20 12:37:01.588199;Erro;Erro;
172.23.72.224;2023-11-20 12:37:04.425698;-20.463215409;-43.925312896
172.23.72.224;2023-11-20 12:37:10.272020;-20.463214898;-43.925314476
172.23.72.224;2023-11-20 12:37:39.586042;-20.463213433;-43.925315757
172.23.72.224;2023-11-20 12:37:44.995517;-20.463213276;-43.925315994
172.23.72.224;2023-11-20 12:38:14.250514;-20.463213123;-43.925317309
