IP,Data,Hora,Radio,Lat,Lon,Temperatura,Custo,Rssi,Ipv4Address,Equipamento-Par
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,0,-90,0.0.0.0,Gateway
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,0,-94,0.0.0.0,Gateway
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,87578,-90,172.23.67.159,CM-7953
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,42950,-81,172.23.67.156,CM-7950
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,82149,-91,172.23.66.47,UMR 03 - Trailer telescopio  PCN
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,77447,-86,172.23.66.33,UMR 32 - 8F Antigo Corpo Oeste
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,0,-96,0.0.0.0,Gateway
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,87277,-90,172.23.67.147,CM-7941
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,79394,-90,172.23.67.131,CM-7928
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,79449,-90,172.23.67.154,CM-7948
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,80109,-86,172.23.67.140,CM-7936
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,87372,-94,172.23.67.108,CM-7906
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,82151,-100,172.23.66.226,UMR 13 - 15F Estrada
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,73605,-88,172.23.66.20,UMR 36 - 20H Baixo
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,87588,-101,172.23.67.144,Desconhecido
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,83413,-104,172.23.66.239,UMR 38 - 18C Praça da ES-6004
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,0,-91,0.0.0.0,Gateway
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,73605,-79,172.23.66.20,UMR 36 - 20H Baixo
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,85229,-90,172.23.66.243,UMR 06 - Substação 13H
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,68470,-91,172.23.66.8,UMR 40 - PCOL
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,77448,-94,172.23.66.37,UMR 12 - 13T  LINK
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,0,-94,0.0.0.0,Gateway
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,87589,-88,172.23.67.148,CM-7942
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,77447,-87,172.23.66.33,UMR 32 - 8F Antigo Corpo Oeste
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,82149,-91,172.23.66.47,UMR 03 - Trailer telescopio  PCN
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,42949,-89,172.23.67.160,CM-7954
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,80109,-90,172.23.67.140,CM-7936
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,73605,-76,172.23.66.20,UMR 36 - 20H Baixo
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,46143,-91,172.23.67.158,CM-7952
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,82151,-91,172.23.66.226,UMR 13 - 15F Estrada
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,87578,-92,172.23.67.159,CM-7953
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,42950,-87,172.23.67.156,CM-7950
172.23.67.145,2023-11-22,10:00,LX5,-20.468369999999997,-43.930503333333334,36,42831,-92,172.23.67.105,CM-7902
