IP,Data,Hora,Radio,Lat,Lon,Temperatura,Custo,Rssi,Ipv4Address,Equipamento-Par
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,46149,-81,172.23.67.136,CM-7932
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,0,-76,172.23.67.122,CM-7920
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,82149,-81,172.23.66.47,UMR 03 - Trailer telescopio  PCN
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,87282,-85,172.23.66.50,UMR 04 - Trailer Telescopio Mascate
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,90982,-77,172.23.67.92,PE-6211
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,77448,-65,172.23.66.37,UMR 12 - 13T  LINK
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,77449,-80,172.23.67.132,CM-7929
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,82152,-83,172.23.66.49,UMR 09 - Engenho Subida
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,87375,-66,172.23.67.112,CM-7910
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,86037,-81,172.23.66.65,UMR 24 -15K | Acima Lavador de báscula
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,93565,-77,172.23.66.13,UFR 02 - Britador
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,82151,-83,172.23.66.226,UMR 13 - 15F Estrada
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,0,-83,172.23.66.244,UMR 15 - PCN1 TREVO PCOL
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,0,-77,172.23.67.160,CM-7954
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,82150,-80,172.23.66.83,UMR 10 - 10N
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,0,-83,0.0.0.0,Gateway
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,68684,-85,172.23.66.15,UMR 17 - 7K Prox. entrada da mina
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,79102,-59,172.23.67.106,CM-7904
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,0,-82,0.0.0.0,Gateway
172.23.67.127,2023-11-22,10:00,LX5,-20.465761666666666,-43.90825833333333,38,87587,-80,172.23.67.201,ES-5501
