IP,Data,Hora,Radio,Lat,Lon,Temperatura,Custo,Rssi,Ipv4Address,Equipamento-Par
172.23.66.7,2023-11-22,10:00,LX5,-20.436046666666666,-43.83997666666667,43,0,-76,0.0.0.0,Gateway
172.23.66.7,2023-11-22,10:00,LX5,-20.436046666666666,-43.83997666666667,43,66066,-68,172.23.66.28,UFR 08 - Pires TFI
172.23.66.7,2023-11-22,10:00,LX5,-20.436046666666666,-43.83997666666667,43,66066,-81,172.23.66.28,UFR 08 - Pires TFI
172.23.66.7,2023-11-22,10:00,LX5,-20.436046666666666,-43.83997666666667,43,66066,-88,172.23.66.28,UFR 08 - Pires TFI
172.23.66.7,2023-11-22,10:00,LX5,-20.436048333333332,-43.839985000000006,43,0,-77,0.0.0.0,Gateway
172.23.66.7,2023-11-22,10:00,LX5,-20.436048333333332,-43.839985000000006,43,66066,-81,172.23.66.28,UFR 08 - Pires TFI
172.23.66.7,2023-11-22,10:01,LX5,-20.43605,-43.839998333333334,44,0,-77,0.0.0.0,Gateway
172.23.66.7,2023-11-22,10:02,LX5,-20.436045,-43.83999333333333,44,0,-78,0.0.0.0,Gateway
172.23.66.7,2023-11-22,10:02,LX5,-20.436040000000002,-43.83998666666667,44,0,-78,0.0.0.0,Gateway
