IP,Data,Hora,Radio,Lat,Lon,Temperatura,Custo,Rssi,Ipv4Address,Equipamento-Par
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,0,-79,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,83410,-70,172.23.67.206,CM-7966
172.23.66.27,2023-11-22,10:01,LX5,-20.47093,-43.9108,46,0,-97,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:01,LX5,-20.47093,-43.9108,46,87591,-91,172.23.67.152,CM-7946
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,42949,-66,172.23.67.160,CM-7954
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,72710,-80,172.23.66.9,UMR 01 - 22H ( Link )
172.23.66.27,2023-11-22,10:01,LX5,-20.47093,-43.9108,46,42949,-73,172.23.67.160,CM-7954
172.23.66.27,2023-11-22,10:01,LX5,-20.47093,-43.9108,46,46141,-93,172.23.67.157,CM-7951
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,83364,-74,172.23.67.149,CM-7943
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,0,-85,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,82149,-104,172.23.66.47,UMR 03 - Trailer telescopio  PCN
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,87591,-100,172.23.67.152,CM-7946
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,93564,-105,172.23.67.210,PM-9905
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,82150,-106,172.23.66.83,UMR 10 - 10N
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,0,-105,0.0.0.0,Gateway
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,77447,-107,172.23.66.33,UMR 32 - 8F Antigo Corpo Oeste
172.23.66.27,2023-11-22,10:01,LX5,-20.47093333333333,-43.9108,46,87375,-100,172.23.67.112,CM-7910
